"predicted","species","cultivar","ncal","split","location","year","fit","observed"
55.79,"Almond","Tuono","scarce","Calibration","Meknes",1985,"combined",56
72.04,"Almond","Tuono","scarce","Calibration","Meknes",2005,"combined",59
73.04,"Almond","Tuono","scarce","Calibration","Meknes",1982,"combined",61
54.88,"Almond","Tuono","scarce","Calibration","Meknes",1983,"combined",64
76.12,"Almond","Tuono","scarce","Calibration","Meknes",1999,"combined",73
55.04,"Almond","Tuono","scarce","Calibration","Meknes",1994,"combined",63
60.08,"Almond","Tuono","scarce","Validation","Meknes",1974,"combined",59
58.33,"Almond","Tuono","scarce","Validation","Meknes",1976,"combined",65
43.92,"Almond","Tuono","scarce","Validation","Meknes",1977,"combined",56
59.21,"Almond","Tuono","scarce","Validation","Meknes",1978,"combined",59
70.12,"Almond","Tuono","scarce","Validation","Meknes",1979,"combined",58
53.25,"Almond","Tuono","scarce","Validation","Meknes",1980,"combined",52
61.17,"Almond","Tuono","scarce","Validation","Meknes",1981,"combined",59
78.12,"Almond","Tuono","scarce","Validation","Meknes",1984,"combined",78
59.25,"Almond","Tuono","scarce","Validation","Meknes",1986,"combined",65
53.67,"Almond","Tuono","scarce","Validation","Meknes",1987,"combined",60
67.17,"Almond","Tuono","scarce","Validation","Meknes",1988,"combined",62
63.21,"Almond","Tuono","scarce","Validation","Meknes",1990,"combined",65
71.25,"Almond","Tuono","scarce","Validation","Meknes",1991,"combined",65
49.21,"Almond","Tuono","scarce","Validation","Meknes",1992,"combined",55
57.29,"Almond","Tuono","scarce","Validation","Meknes",1993,"combined",66
80.62,"Almond","Tuono","scarce","Validation","Meknes",1996,"combined",66
54.62,"Almond","Tuono","scarce","Validation","Meknes",1997,"combined",63
56.12,"Almond","Tuono","scarce","Validation","Meknes",1998,"combined",69
58.92,"Almond","Tuono","scarce","Validation","Meknes",2000,"combined",56
51.12,"Almond","Tuono","scarce","Validation","Meknes",2001,"combined",59
55.25,"Almond","Tuono","scarce","Validation","Meknes",2002,"combined",60
69.88,"Almond","Tuono","scarce","Validation","Meknes",2003,"combined",62
49.21,"Almond","Tuono","scarce","Validation","Meknes",2004,"combined",61
71.92,"Almond","Tuono","scarce","Validation","Meknes",2006,"combined",60
64.58,"Almond","Tuono","scarce","Validation","Meknes",2007,"combined",71
53.12,"Almond","Tuono","scarce","Validation","Meknes",2008,"combined",62
50.92,"Almond","Tuono","scarce","Validation","Meknes",2009,"combined",53
65.96,"Almond","Tuono","scarce","Validation","Meknes",2010,"combined",60
68.04,"Almond","Tuono","scarce","Validation","Meknes",2011,"combined",63
64.17,"Almond","Tuono","scarce","Validation","Meknes",2013,"combined",57
68.25,"Almond","Tuono","scarce","Validation","Meknes",2014,"combined",59
42.92,"Almond","Achaak","full","Calibration","Santomera",2007,"combined",33
23.08,"Almond","Achaak","full","Calibration","Santomera",1998,"combined",31
28.33,"Almond","Achaak","full","Calibration","Santomera",2012,"combined",22
31.25,"Almond","Achaak","full","Calibration","Santomera",2011,"combined",31
24.17,"Almond","Achaak","full","Calibration","Santomera",2017,"combined",26
24.04,"Almond","Achaak","full","Calibration","Santomera",2019,"combined",28
34.21,"Almond","Achaak","full","Calibration","Santomera",2006,"combined",30
27.46,"Almond","Achaak","full","Calibration","Santomera",1997,"combined",28
18.58,"Almond","Achaak","full","Calibration","Santomera",2013,"combined",18
22.04,"Almond","Achaak","full","Calibration","Santomera",2018,"combined",29
17.96,"Almond","Achaak","full","Validation","Santomera",2008,"combined",22
17.58,"Almond","Achaak","full","Validation","Santomera",2014,"combined",18
41.29,"Almond","Achaak","full","Validation","Santomera",2015,"combined",33
28.62,"Almond","Desmayo","full","Calibration","Santomera",2020,"combined",20
28.54,"Almond","Desmayo","full","Calibration","Santomera",1998,"combined",31
40.29,"Almond","Desmayo","full","Calibration","Santomera",2007,"combined",36
32.46,"Almond","Desmayo","full","Calibration","Santomera",2016,"combined",28
29.12,"Almond","Desmayo","full","Calibration","Santomera",2011,"combined",31
36.21,"Almond","Desmayo","full","Calibration","Santomera",2012,"combined",30
18.83,"Almond","Desmayo","full","Calibration","Santomera",2013,"combined",21
31.08,"Almond","Desmayo","full","Calibration","Santomera",2006,"combined",34
30.29,"Almond","Desmayo","full","Calibration","Santomera",2019,"combined",31
21.92,"Almond","Desmayo","full","Calibration","Santomera",2018,"combined",29
29.12,"Almond","Desmayo","full","Calibration","Santomera",2005,"combined",30
35.33,"Almond","Desmayo","full","Calibration","Santomera",2003,"combined",36
40.33,"Almond","Desmayo","full","Calibration","Santomera",2010,"combined",40
18.12,"Almond","Desmayo","full","Calibration","Santomera",2014,"combined",24
21.21,"Almond","Desmayo","full","Calibration","Santomera",2004,"combined",22
30.54,"Almond","Desmayo","full","Validation","Santomera",1997,"combined",22
20.21,"Almond","Desmayo","full","Validation","Santomera",2008,"combined",22
22.08,"Almond","Desmayo","full","Validation","Santomera",2009,"combined",26
37.12,"Almond","Desmayo","full","Validation","Santomera",2015,"combined",38
30.38,"Almond","Desmayo","full","Validation","Santomera",2017,"combined",30
20.21,"Almond","Desmayo","full","Validation","Santomera",2022,"combined",15
53.42,"Almond","Fasciuneddu","full","Calibration","Sfax",2013,"combined",76
43.54,"Almond","Fasciuneddu","full","Calibration","Sfax",1982,"combined",49
47.17,"Almond","Fasciuneddu","full","Calibration","Sfax",1993,"combined",54
59.21,"Almond","Fasciuneddu","full","Calibration","Sfax",2005,"combined",64
37,"Almond","Fasciuneddu","full","Calibration","Sfax",1999,"combined",42
51.04,"Almond","Fasciuneddu","full","Calibration","Sfax",2001,"combined",51
49.25,"Almond","Fasciuneddu","full","Calibration","Sfax",2002,"combined",46
44.04,"Almond","Fasciuneddu","full","Calibration","Sfax",1992,"combined",42
56.38,"Almond","Fasciuneddu","full","Calibration","Sfax",2015,"combined",42
48.04,"Almond","Fasciuneddu","full","Calibration","Sfax",2006,"combined",51
47.17,"Almond","Fasciuneddu","full","Calibration","Sfax",1991,"combined",47
48.71,"Almond","Fasciuneddu","full","Calibration","Sfax",1986,"combined",49
50.04,"Almond","Fasciuneddu","full","Calibration","Sfax",1998,"combined",46
52.29,"Almond","Fasciuneddu","full","Calibration","Sfax",1996,"combined",45
45.92,"Almond","Fasciuneddu","full","Calibration","Sfax",2008,"combined",44
43.08,"Almond","Fasciuneddu","full","Calibration","Sfax",2014,"combined",41
52.12,"Almond","Fasciuneddu","full","Validation","Sfax",1981,"combined",59
43.58,"Almond","Fasciuneddu","full","Validation","Sfax",1987,"combined",40
53.92,"Almond","Fasciuneddu","full","Validation","Sfax",1995,"combined",54
58.42,"Almond","Fasciuneddu","full","Validation","Sfax",2003,"combined",50
51.67,"Almond","Fasciuneddu","full","Validation","Sfax",2004,"combined",47
63.42,"Almond","Fasciuneddu","full","Validation","Sfax",2012,"combined",73
57.46,"Almond","Ferragnes","full","Calibration","Meknes",1978,"combined",57
48.5,"Almond","Ferragnes","full","Calibration","Meknes",1992,"combined",55
56.17,"Almond","Ferragnes","full","Calibration","Meknes",1998,"combined",64
65.25,"Almond","Ferragnes","full","Calibration","Meknes",1988,"combined",61
56,"Almond","Ferragnes","full","Calibration","Meknes",2008,"combined",62
54.96,"Almond","Ferragnes","full","Calibration","Meknes",1985,"combined",69
70.33,"Almond","Ferragnes","full","Calibration","Meknes",2011,"combined",63
57,"Almond","Ferragnes","full","Calibration","Meknes",1986,"combined",68
57.42,"Almond","Ferragnes","full","Calibration","Meknes",2002,"combined",59
56.25,"Almond","Ferragnes","full","Calibration","Meknes",1997,"combined",61
51.08,"Almond","Ferragnes","full","Calibration","Meknes",2004,"combined",62
71.79,"Almond","Ferragnes","full","Calibration","Meknes",1979,"combined",59
77.25,"Almond","Ferragnes","full","Calibration","Meknes",1984,"combined",76
75.46,"Almond","Ferragnes","full","Calibration","Meknes",1999,"combined",69
70,"Almond","Ferragnes","full","Calibration","Meknes",1991,"combined",60
62.29,"Almond","Ferragnes","full","Calibration","Meknes",1993,"combined",63
54.88,"Almond","Ferragnes","full","Calibration","Meknes",1994,"combined",61
69.29,"Almond","Ferragnes","full","Calibration","Meknes",2012,"combined",72
65.12,"Almond","Ferragnes","full","Calibration","Meknes",2007,"combined",69
69.46,"Almond","Ferragnes","full","Calibration","Meknes",2003,"combined",61
61.67,"Almond","Ferragnes","full","Calibration","Meknes",1989,"combined",61
66.29,"Almond","Ferragnes","full","Calibration","Meknes",2014,"combined",61
64,"Almond","Ferragnes","full","Calibration","Meknes",1990,"combined",61
66.96,"Almond","Ferragnes","full","Calibration","Meknes",2010,"combined",64
72.96,"Almond","Ferragnes","full","Calibration","Meknes",1982,"combined",60
71.04,"Almond","Ferragnes","full","Calibration","Meknes",2005,"combined",60
55.62,"Almond","Ferragnes","full","Calibration","Meknes",1983,"combined",61
78.29,"Almond","Ferragnes","full","Calibration","Meknes",1996,"combined",63
39.25,"Almond","Ferragnes","full","Validation","Meknes",1977,"combined",57
57,"Almond","Ferragnes","full","Validation","Meknes",1980,"combined",59
61.12,"Almond","Ferragnes","full","Validation","Meknes",1981,"combined",60
52.67,"Almond","Ferragnes","full","Validation","Meknes",1987,"combined",63
69.21,"Almond","Ferragnes","full","Validation","Meknes",1995,"combined",62
59.17,"Almond","Ferragnes","full","Validation","Meknes",2000,"combined",52
54.17,"Almond","Ferragnes","full","Validation","Meknes",2001,"combined",58
69.29,"Almond","Ferragnes","full","Validation","Meknes",2006,"combined",63
51.25,"Almond","Ferragnes","full","Validation","Meknes",2009,"combined",55
64.08,"Almond","Ferragnes","full","Validation","Meknes",2013,"combined",62
49.88,"Almond","Marcona","full","Calibration","Meknes",1978,"combined",41
36.96,"Almond","Marcona","full","Calibration","Meknes",1992,"combined",46
44.92,"Almond","Marcona","full","Calibration","Meknes",1998,"combined",59
53.67,"Almond","Marcona","full","Calibration","Meknes",1988,"combined",46
47.42,"Almond","Marcona","full","Calibration","Meknes",2008,"combined",43
45.12,"Almond","Marcona","full","Calibration","Meknes",1985,"combined",53
56.42,"Almond","Marcona","full","Calibration","Meknes",2011,"combined",46
49.46,"Almond","Marcona","full","Calibration","Meknes",1986,"combined",60
42.92,"Almond","Marcona","full","Calibration","Meknes",2002,"combined",41
44.04,"Almond","Marcona","full","Calibration","Meknes",1997,"combined",56
36.92,"Almond","Marcona","full","Calibration","Meknes",2004,"combined",46
54.21,"Almond","Marcona","full","Calibration","Meknes",1979,"combined",43
64.12,"Almond","Marcona","full","Calibration","Meknes",1984,"combined",64
64.21,"Almond","Marcona","full","Calibration","Meknes",1999,"combined",64
59.12,"Almond","Marcona","full","Calibration","Meknes",1991,"combined",51
45.96,"Almond","Marcona","full","Calibration","Meknes",1993,"combined",63
42.12,"Almond","Marcona","full","Calibration","Meknes",1994,"combined",60
56.25,"Almond","Marcona","full","Calibration","Meknes",2012,"combined",51
53.21,"Almond","Marcona","full","Calibration","Meknes",2007,"combined",56
61.04,"Almond","Marcona","full","Calibration","Meknes",2003,"combined",43
51.12,"Almond","Marcona","full","Calibration","Meknes",1989,"combined",53
49.21,"Almond","Marcona","full","Calibration","Meknes",2014,"combined",47
54.21,"Almond","Marcona","full","Calibration","Meknes",1990,"combined",51
55.62,"Almond","Marcona","full","Calibration","Meknes",2010,"combined",48
61.71,"Almond","Marcona","full","Calibration","Meknes",1982,"combined",49
59.25,"Almond","Marcona","full","Calibration","Meknes",2005,"combined",44
47.12,"Almond","Marcona","full","Calibration","Meknes",1983,"combined",50
64.38,"Almond","Marcona","full","Calibration","Meknes",1996,"combined",62
24.08,"Almond","Marcona","full","Validation","Meknes",1977,"combined",41
44.42,"Almond","Marcona","full","Validation","Meknes",1980,"combined",45
54,"Almond","Marcona","full","Validation","Meknes",1981,"combined",48
36.29,"Almond","Marcona","full","Validation","Meknes",1987,"combined",56
52.17,"Almond","Marcona","full","Validation","Meknes",1995,"combined",61
48.25,"Almond","Marcona","full","Validation","Meknes",2000,"combined",38
40.08,"Almond","Marcona","full","Validation","Meknes",2001,"combined",36
56.04,"Almond","Marcona","full","Validation","Meknes",2006,"combined",46
40.08,"Almond","Marcona","full","Validation","Meknes",2009,"combined",41
51,"Almond","Marcona","full","Validation","Meknes",2013,"combined",45
40.17,"Almond","Marta","full","Calibration","Santomera",2008,"combined",40
50.25,"Almond","Marta","full","Calibration","Santomera",2006,"combined",56
50.88,"Almond","Marta","full","Calibration","Santomera",2011,"combined",50
45.04,"Almond","Marta","full","Calibration","Santomera",2018,"combined",51
62.88,"Almond","Marta","full","Calibration","Santomera",2010,"combined",58
48.96,"Almond","Marta","full","Calibration","Santomera",2019,"combined",56
50.5,"Almond","Marta","full","Calibration","Santomera",2021,"combined",41
54.83,"Almond","Marta","full","Calibration","Santomera",2007,"combined",48
57.17,"Almond","Marta","full","Calibration","Santomera",2005,"combined",57
62.17,"Almond","Marta","full","Calibration","Santomera",2012,"combined",62
40.04,"Almond","Marta","full","Validation","Santomera",2009,"combined",43
38.29,"Almond","Marta","full","Validation","Santomera",2013,"combined",40
56.17,"Almond","Marta","full","Validation","Santomera",2015,"combined",58
44.46,"Almond","Marta","full","Validation","Santomera",2020,"combined",41
68.46,"Almond","Mazzetto","full","Calibration","Sfax",2013,"combined",80
63.92,"Almond","Mazzetto","full","Calibration","Sfax",1982,"combined",67
70.96,"Almond","Mazzetto","full","Calibration","Sfax",1993,"combined",75
75.42,"Almond","Mazzetto","full","Calibration","Sfax",2005,"combined",78
58.17,"Almond","Mazzetto","full","Calibration","Sfax",1999,"combined",60
67.71,"Almond","Mazzetto","full","Calibration","Sfax",2001,"combined",66
65.62,"Almond","Mazzetto","full","Calibration","Sfax",2002,"combined",61
60.21,"Almond","Mazzetto","full","Calibration","Sfax",1992,"combined",57
73.96,"Almond","Mazzetto","full","Calibration","Sfax",2015,"combined",63
64.38,"Almond","Mazzetto","full","Calibration","Sfax",2006,"combined",65
64.33,"Almond","Mazzetto","full","Calibration","Sfax",1991,"combined",64
63.25,"Almond","Mazzetto","full","Calibration","Sfax",1986,"combined",63
69.25,"Almond","Mazzetto","full","Calibration","Sfax",1998,"combined",70
73,"Almond","Mazzetto","full","Calibration","Sfax",1996,"combined",73
62.46,"Almond","Mazzetto","full","Calibration","Sfax",2008,"combined",61
59.42,"Almond","Mazzetto","full","Calibration","Sfax",2014,"combined",57
66.67,"Almond","Mazzetto","full","Validation","Sfax",1981,"combined",68
59.58,"Almond","Mazzetto","full","Validation","Sfax",1987,"combined",57
66,"Almond","Mazzetto","full","Validation","Sfax",1995,"combined",60
74.17,"Almond","Mazzetto","full","Validation","Sfax",2003,"combined",77
69.5,"Almond","Mazzetto","full","Validation","Sfax",2004,"combined",62
79.08,"Almond","Mazzetto","full","Validation","Sfax",2012,"combined",78
63.29,"Almond","Nonpareil","full","Calibration","Sfax",2013,"combined",76
50,"Almond","Nonpareil","full","Calibration","Sfax",1982,"combined",65
68,"Almond","Nonpareil","full","Calibration","Sfax",1993,"combined",73
73.46,"Almond","Nonpareil","full","Calibration","Sfax",2005,"combined",78
52.42,"Almond","Nonpareil","full","Calibration","Sfax",1999,"combined",57
62.54,"Almond","Nonpareil","full","Calibration","Sfax",2001,"combined",62
63.38,"Almond","Nonpareil","full","Calibration","Sfax",2002,"combined",60
58.46,"Almond","Nonpareil","full","Calibration","Sfax",1992,"combined",62
52,"Almond","Nonpareil","full","Calibration","Sfax",2014,"combined",43
55.25,"Almond","Nonpareil","full","Calibration","Sfax",2008,"combined",59
60.38,"Almond","Nonpareil","full","Calibration","Sfax",1991,"combined",60
59.12,"Almond","Nonpareil","full","Calibration","Sfax",1986,"combined",56
63.33,"Almond","Nonpareil","full","Calibration","Sfax",1998,"combined",58
59.12,"Almond","Nonpareil","full","Calibration","Sfax",1996,"combined",53
75.33,"Almond","Nonpareil","full","Calibration","Sfax",2012,"combined",67
69.54,"Almond","Nonpareil","full","Calibration","Sfax",2016,"combined",65
58.33,"Almond","Nonpareil","full","Calibration","Sfax",1987,"combined",52
64.04,"Almond","Nonpareil","full","Validation","Sfax",1981,"combined",64
64.83,"Almond","Nonpareil","full","Validation","Sfax",1995,"combined",54
68.75,"Almond","Nonpareil","full","Validation","Sfax",2003,"combined",77
64.17,"Almond","Nonpareil","full","Validation","Sfax",2004,"combined",55
61.38,"Almond","Nonpareil","full","Validation","Sfax",2006,"combined",60
70.38,"Almond","Nonpareil","full","Validation","Sfax",2015,"combined",46
45.12,"Almond","Tuono","full","Calibration","Meknes",1975,"combined",56
69.04,"Almond","Tuono","full","Calibration","Meknes",2012,"combined",58
61.08,"Almond","Tuono","full","Calibration","Meknes",1989,"combined",62
69.12,"Almond","Tuono","full","Calibration","Meknes",1995,"combined",64
53.96,"Almond","Tuono","full","Calibration","Meknes",1985,"combined",56
70.42,"Almond","Tuono","full","Calibration","Meknes",2005,"combined",59
72.12,"Almond","Tuono","full","Calibration","Meknes",1982,"combined",61
54.92,"Almond","Tuono","full","Calibration","Meknes",1983,"combined",64
75.25,"Almond","Tuono","full","Calibration","Meknes",1999,"combined",73
54.33,"Almond","Tuono","full","Calibration","Meknes",1994,"combined",63
54.25,"Almond","Tuono","full","Calibration","Meknes",2001,"combined",59
58.04,"Almond","Tuono","full","Calibration","Meknes",1976,"combined",65
60.46,"Almond","Tuono","full","Calibration","Meknes",1981,"combined",59
78.04,"Almond","Tuono","full","Calibration","Meknes",1996,"combined",66
64.17,"Almond","Tuono","full","Calibration","Meknes",1988,"combined",62
63.17,"Almond","Tuono","full","Calibration","Meknes",1990,"combined",65
69.92,"Almond","Tuono","full","Calibration","Meknes",1991,"combined",65
68.58,"Almond","Tuono","full","Calibration","Meknes",2003,"combined",62
70.62,"Almond","Tuono","full","Calibration","Meknes",2011,"combined",63
55.46,"Almond","Tuono","full","Calibration","Meknes",2008,"combined",62
58.38,"Almond","Tuono","full","Calibration","Meknes",2000,"combined",56
56.17,"Almond","Tuono","full","Calibration","Meknes",1986,"combined",65
69,"Almond","Tuono","full","Calibration","Meknes",2006,"combined",60
52.17,"Almond","Tuono","full","Calibration","Meknes",1987,"combined",60
56.17,"Almond","Tuono","full","Calibration","Meknes",1980,"combined",52
56,"Almond","Tuono","full","Calibration","Meknes",1998,"combined",69
67.29,"Almond","Tuono","full","Calibration","Meknes",2010,"combined",60
58.5,"Almond","Tuono","full","Calibration","Meknes",2002,"combined",60
55.96,"Almond","Tuono","full","Calibration","Meknes",1997,"combined",63
76.17,"Almond","Tuono","full","Calibration","Meknes",1984,"combined",78
61.17,"Almond","Tuono","full","Validation","Meknes",1974,"combined",59
39.96,"Almond","Tuono","full","Validation","Meknes",1977,"combined",56
57.46,"Almond","Tuono","full","Validation","Meknes",1978,"combined",59
72.38,"Almond","Tuono","full","Validation","Meknes",1979,"combined",58
48.42,"Almond","Tuono","full","Validation","Meknes",1992,"combined",55
62.04,"Almond","Tuono","full","Validation","Meknes",1993,"combined",66
51.08,"Almond","Tuono","full","Validation","Meknes",2004,"combined",61
65.08,"Almond","Tuono","full","Validation","Meknes",2007,"combined",71
50.29,"Almond","Tuono","full","Validation","Meknes",2009,"combined",53
63.71,"Almond","Tuono","full","Validation","Meknes",2013,"combined",57
66.42,"Almond","Tuono","full","Validation","Meknes",2014,"combined",59
40.33,"Almond","Achaak","scarce","Calibration","Santomera",2007,"baseline",33
27.25,"Almond","Achaak","scarce","Calibration","Santomera",1998,"baseline",31
31.29,"Almond","Achaak","scarce","Calibration","Santomera",2012,"baseline",22
24.17,"Almond","Achaak","scarce","Calibration","Santomera",2011,"baseline",31
32.38,"Almond","Achaak","scarce","Calibration","Santomera",2017,"baseline",26
23.79,"Almond","Achaak","scarce","Calibration","Santomera",2019,"baseline",28
30.25,"Almond","Achaak","scarce","Calibration","Santomera",2006,"baseline",30
29.08,"Almond","Achaak","scarce","Calibration","Santomera",1997,"baseline",28
18.29,"Almond","Achaak","scarce","Calibration","Santomera",2013,"baseline",18
22.58,"Almond","Achaak","scarce","Calibration","Santomera",2018,"baseline",29
20.21,"Almond","Achaak","scarce","Validation","Santomera",2008,"baseline",22
15.21,"Almond","Achaak","scarce","Validation","Santomera",2014,"baseline",18
41.08,"Almond","Achaak","scarce","Validation","Santomera",2015,"baseline",33
19.96,"Almond","Desmayo","scarce","Calibration","Santomera",2020,"baseline",20
30.17,"Almond","Desmayo","scarce","Calibration","Santomera",1998,"baseline",31
40.29,"Almond","Desmayo","scarce","Calibration","Santomera",2007,"baseline",36
27.96,"Almond","Desmayo","scarce","Calibration","Santomera",2016,"baseline",28
25.75,"Almond","Desmayo","scarce","Calibration","Santomera",2011,"baseline",31
33.33,"Almond","Desmayo","scarce","Calibration","Santomera",2012,"baseline",30
18.12,"Almond","Desmayo","scarce","Calibration","Santomera",2013,"baseline",21
33.96,"Almond","Desmayo","scarce","Calibration","Santomera",2006,"baseline",34
31.12,"Almond","Desmayo","scarce","Calibration","Santomera",2019,"baseline",31
24,"Almond","Desmayo","scarce","Calibration","Santomera",2018,"baseline",29
32.58,"Almond","Desmayo","scarce","Validation","Santomera",1997,"baseline",22
28.21,"Almond","Desmayo","scarce","Validation","Santomera",2003,"baseline",36
24.38,"Almond","Desmayo","scarce","Validation","Santomera",2004,"baseline",22
32.12,"Almond","Desmayo","scarce","Validation","Santomera",2005,"baseline",30
25.88,"Almond","Desmayo","scarce","Validation","Santomera",2008,"baseline",22
26.67,"Almond","Desmayo","scarce","Validation","Santomera",2009,"baseline",26
36.79,"Almond","Desmayo","scarce","Validation","Santomera",2010,"baseline",40
15.54,"Almond","Desmayo","scarce","Validation","Santomera",2014,"baseline",24
45.17,"Almond","Desmayo","scarce","Validation","Santomera",2015,"baseline",38
37.46,"Almond","Desmayo","scarce","Validation","Santomera",2017,"baseline",30
15.17,"Almond","Desmayo","scarce","Validation","Santomera",2022,"baseline",15
53.08,"Almond","Fasciuneddu","scarce","Calibration","Sfax",2013,"baseline",76
44.88,"Almond","Fasciuneddu","scarce","Calibration","Sfax",1982,"baseline",49
51.96,"Almond","Fasciuneddu","scarce","Calibration","Sfax",1993,"baseline",54
61.92,"Almond","Fasciuneddu","scarce","Calibration","Sfax",2005,"baseline",64
39.25,"Almond","Fasciuneddu","scarce","Calibration","Sfax",1999,"baseline",42
62.38,"Almond","Fasciuneddu","scarce","Calibration","Sfax",2001,"baseline",51
47.04,"Almond","Fasciuneddu","scarce","Calibration","Sfax",2002,"baseline",46
46.42,"Almond","Fasciuneddu","scarce","Calibration","Sfax",1992,"baseline",42
59.38,"Almond","Fasciuneddu","scarce","Calibration","Sfax",2015,"baseline",42
48.08,"Almond","Fasciuneddu","scarce","Calibration","Sfax",2006,"baseline",51
47.29,"Almond","Fasciuneddu","scarce","Validation","Sfax",1981,"baseline",59
47.92,"Almond","Fasciuneddu","scarce","Validation","Sfax",1986,"baseline",49
44.08,"Almond","Fasciuneddu","scarce","Validation","Sfax",1987,"baseline",40
48.17,"Almond","Fasciuneddu","scarce","Validation","Sfax",1991,"baseline",47
52.38,"Almond","Fasciuneddu","scarce","Validation","Sfax",1995,"baseline",54
65.12,"Almond","Fasciuneddu","scarce","Validation","Sfax",1996,"baseline",45
52.12,"Almond","Fasciuneddu","scarce","Validation","Sfax",1998,"baseline",46
62.96,"Almond","Fasciuneddu","scarce","Validation","Sfax",2003,"baseline",50
52.08,"Almond","Fasciuneddu","scarce","Validation","Sfax",2004,"baseline",47
54.5,"Almond","Fasciuneddu","scarce","Validation","Sfax",2008,"baseline",44
64.08,"Almond","Fasciuneddu","scarce","Validation","Sfax",2012,"baseline",73
39.17,"Almond","Fasciuneddu","scarce","Validation","Sfax",2014,"baseline",41
60.17,"Almond","Ferragnes","scarce","Calibration","Meknes",1978,"baseline",57
56.08,"Almond","Ferragnes","scarce","Calibration","Meknes",1992,"baseline",55
63,"Almond","Ferragnes","scarce","Calibration","Meknes",1998,"baseline",64
74.04,"Almond","Ferragnes","scarce","Calibration","Meknes",1988,"baseline",61
56.92,"Almond","Ferragnes","scarce","Calibration","Meknes",2008,"baseline",62
66.08,"Almond","Ferragnes","scarce","Calibration","Meknes",1985,"baseline",69
79.21,"Almond","Ferragnes","scarce","Calibration","Meknes",2011,"baseline",63
68.29,"Almond","Ferragnes","scarce","Calibration","Meknes",1986,"baseline",68
54.08,"Almond","Ferragnes","scarce","Calibration","Meknes",2002,"baseline",59
56.21,"Almond","Ferragnes","scarce","Calibration","Meknes",1997,"baseline",61
47.38,"Almond","Ferragnes","scarce","Validation","Meknes",1977,"baseline",57
83,"Almond","Ferragnes","scarce","Validation","Meknes",1979,"baseline",59
63.12,"Almond","Ferragnes","scarce","Validation","Meknes",1980,"baseline",59
66.46,"Almond","Ferragnes","scarce","Validation","Meknes",1981,"baseline",60
79.21,"Almond","Ferragnes","scarce","Validation","Meknes",1982,"baseline",60
61.58,"Almond","Ferragnes","scarce","Validation","Meknes",1983,"baseline",61
89.38,"Almond","Ferragnes","scarce","Validation","Meknes",1984,"baseline",76
63.12,"Almond","Ferragnes","scarce","Validation","Meknes",1987,"baseline",63
67.33,"Almond","Ferragnes","scarce","Validation","Meknes",1989,"baseline",61
71.08,"Almond","Ferragnes","scarce","Validation","Meknes",1990,"baseline",61
79.25,"Almond","Ferragnes","scarce","Validation","Meknes",1991,"baseline",60
75.21,"Almond","Ferragnes","scarce","Validation","Meknes",1993,"baseline",63
58.12,"Almond","Ferragnes","scarce","Validation","Meknes",1994,"baseline",61
75.04,"Almond","Ferragnes","scarce","Validation","Meknes",1995,"baseline",62
81.04,"Almond","Ferragnes","scarce","Validation","Meknes",1996,"baseline",63
78.58,"Almond","Ferragnes","scarce","Validation","Meknes",1999,"baseline",69
62,"Almond","Ferragnes","scarce","Validation","Meknes",2000,"baseline",52
58.38,"Almond","Ferragnes","scarce","Validation","Meknes",2001,"baseline",58
71.92,"Almond","Ferragnes","scarce","Validation","Meknes",2003,"baseline",61
55.62,"Almond","Ferragnes","scarce","Validation","Meknes",2004,"baseline",62
77.79,"Almond","Ferragnes","scarce","Validation","Meknes",2005,"baseline",60
78.04,"Almond","Ferragnes","scarce","Validation","Meknes",2006,"baseline",63
67.12,"Almond","Ferragnes","scarce","Validation","Meknes",2007,"baseline",69
58.04,"Almond","Ferragnes","scarce","Validation","Meknes",2009,"baseline",55
77.21,"Almond","Ferragnes","scarce","Validation","Meknes",2010,"baseline",64
75.08,"Almond","Ferragnes","scarce","Validation","Meknes",2012,"baseline",72
66.25,"Almond","Ferragnes","scarce","Validation","Meknes",2013,"baseline",62
68.46,"Almond","Ferragnes","scarce","Validation","Meknes",2014,"baseline",61
43.83,"Almond","Marcona","scarce","Calibration","Meknes",1978,"baseline",41
43.08,"Almond","Marcona","scarce","Calibration","Meknes",1992,"baseline",46
51.88,"Almond","Marcona","scarce","Calibration","Meknes",1998,"baseline",59
62.33,"Almond","Marcona","scarce","Calibration","Meknes",1988,"baseline",46
49.29,"Almond","Marcona","scarce","Calibration","Meknes",2008,"baseline",43
51.04,"Almond","Marcona","scarce","Calibration","Meknes",1985,"baseline",53
45.25,"Almond","Marcona","scarce","Calibration","Meknes",2011,"baseline",46
62.38,"Almond","Marcona","scarce","Calibration","Meknes",1986,"baseline",60
28.21,"Almond","Marcona","scarce","Calibration","Meknes",2002,"baseline",41
47.08,"Almond","Marcona","scarce","Calibration","Meknes",1997,"baseline",56
27.29,"Almond","Marcona","scarce","Validation","Meknes",1977,"baseline",41
57.17,"Almond","Marcona","scarce","Validation","Meknes",1979,"baseline",43
46.12,"Almond","Marcona","scarce","Validation","Meknes",1980,"baseline",45
66.92,"Almond","Marcona","scarce","Validation","Meknes",1981,"baseline",48
65.29,"Almond","Marcona","scarce","Validation","Meknes",1982,"baseline",49
59.38,"Almond","Marcona","scarce","Validation","Meknes",1983,"baseline",50
81.21,"Almond","Marcona","scarce","Validation","Meknes",1984,"baseline",64
