"predicted","species","cultivar","ncal","split","location","year","fit","observed"
106.92,"Sweet Cherry","Burlat","full","Calibration","Klein-Altendorf",2007,"single",106
98.96,"Sweet Cherry","Burlat","full","Calibration","Klein-Altendorf",1991,"single",103
113.08,"Sweet Cherry","Burlat","full","Calibration","Klein-Altendorf",2008,"single",111
96.21,"Sweet Cherry","Burlat","full","Validation","Klein-Altendorf",1981,"single",102
123.29,"Sweet Cherry","Burlat","full","Validation","Klein-Altendorf",1984,"single",125
114.88,"Sweet Cherry","Burlat","full","Validation","Klein-Altendorf",1987,"single",117
109.04,"Sweet Cherry","Burlat","full","Validation","Klein-Altendorf",1993,"single",110
112.08,"Sweet Cherry","Burlat","full","Validation","Klein-Altendorf",1995,"single",116
94.21,"Sweet Cherry","Burlat","full","Validation","Klein-Altendorf",2005,"single",104
111.38,"Sweet Cherry","Burlat","full","Validation","Klein-Altendorf",2006,"single",116
111.08,"Sweet Cherry","Burlat","full","Validation","Klein-Altendorf",2015,"single",107
116.08,"Sweet Cherry","Regina","full","Calibration","Klein-Altendorf",2006,"single",126
109.29,"Sweet Cherry","Regina","full","Calibration","Klein-Altendorf",2007,"single",107
119.12,"Sweet Cherry","Regina","full","Calibration","Klein-Altendorf",1989,"single",124
94.96,"Sweet Cherry","Regina","full","Calibration","Klein-Altendorf",2014,"single",98
111.17,"Sweet Cherry","Regina","full","Calibration","Klein-Altendorf",1998,"single",113
122.33,"Sweet Cherry","Regina","full","Calibration","Klein-Altendorf",2016,"single",119
114.21,"Sweet Cherry","Regina","full","Calibration","Klein-Altendorf",2000,"single",115
103.25,"Sweet Cherry","Regina","full","Calibration","Klein-Altendorf",2020,"single",103
120,"Sweet Cherry","Regina","full","Calibration","Klein-Altendorf",2008,"single",117
106.12,"Sweet Cherry","Regina","full","Calibration","Klein-Altendorf",2003,"single",111
108,"Sweet Cherry","Regina","full","Calibration","Klein-Altendorf",1990,"single",113
105.21,"Sweet Cherry","Regina","full","Calibration","Klein-Altendorf",1991,"single",108
101.17,"Sweet Cherry","Regina","full","Calibration","Klein-Altendorf",2017,"single",103
119.5,"Sweet Cherry","Regina","full","Calibration","Klein-Altendorf",1992,"single",122
109.04,"Sweet Cherry","Regina","full","Calibration","Klein-Altendorf",2018,"single",109
103.38,"Sweet Cherry","Regina","full","Calibration","Klein-Altendorf",2011,"single",102
108,"Sweet Cherry","Regina","full","Calibration","Klein-Altendorf",2002,"single",114
116.12,"Sweet Cherry","Regina","full","Calibration","Klein-Altendorf",2015,"single",111
113.33,"Sweet Cherry","Regina","full","Calibration","Klein-Altendorf",1999,"single",114
117.46,"Sweet Cherry","Regina","full","Calibration","Klein-Altendorf",2012,"single",111
115.38,"Sweet Cherry","Regina","full","Calibration","Klein-Altendorf",2010,"single",112
111.25,"Sweet Cherry","Regina","full","Calibration","Klein-Altendorf",1997,"single",104
107.33,"Sweet Cherry","Regina","full","Calibration","Klein-Altendorf",2019,"single",108
106.92,"Sweet Cherry","Regina","full","Calibration","Klein-Altendorf",2009,"single",106
123.46,"Sweet Cherry","Regina","full","Validation","Klein-Altendorf",1988,"single",123
113.54,"Sweet Cherry","Regina","full","Validation","Klein-Altendorf",1993,"single",114
117.12,"Sweet Cherry","Regina","full","Validation","Klein-Altendorf",1994,"single",115
120.21,"Sweet Cherry","Regina","full","Validation","Klein-Altendorf",1996,"single",120
121.33,"Sweet Cherry","Regina","full","Validation","Klein-Altendorf",2001,"single",123
108.21,"Sweet Cherry","Regina","full","Validation","Klein-Altendorf",2004,"single",112
102.92,"Sweet Cherry","Regina","full","Validation","Klein-Altendorf",2005,"single",109
121.33,"Sweet Cherry","Regina","full","Validation","Klein-Altendorf",2013,"single",120
114.96,"Sweet Cherry","Schneiders","full","Calibration","Klein-Altendorf",2015,"single",110
118.08,"Sweet Cherry","Schneiders","full","Calibration","Klein-Altendorf",2006,"single",122
120.08,"Sweet Cherry","Schneiders","full","Calibration","Klein-Altendorf",2001,"single",123
113,"Sweet Cherry","Schneiders","full","Calibration","Klein-Altendorf",2000,"single",114
117.58,"Sweet Cherry","Schneiders","full","Calibration","Klein-Altendorf",1992,"single",119
104.12,"Sweet Cherry","Schneiders","full","Calibration","Klein-Altendorf",1991,"single",106
119.38,"Sweet Cherry","Schneiders","full","Calibration","Klein-Altendorf",2013,"single",118
110.12,"Sweet Cherry","Schneiders","full","Calibration","Klein-Altendorf",1990,"single",111
101.04,"Sweet Cherry","Schneiders","full","Calibration","Klein-Altendorf",2017,"single",102
115.21,"Sweet Cherry","Schneiders","full","Calibration","Klein-Altendorf",2012,"single",107
109.08,"Sweet Cherry","Schneiders","full","Calibration","Klein-Altendorf",2007,"single",107
102.21,"Sweet Cherry","Schneiders","full","Calibration","Klein-Altendorf",2011,"single",101
126.25,"Sweet Cherry","Schneiders","full","Calibration","Klein-Altendorf",1984,"single",128
108.12,"Sweet Cherry","Schneiders","full","Calibration","Klein-Altendorf",2002,"single",109
121.08,"Sweet Cherry","Schneiders","full","Calibration","Klein-Altendorf",1988,"single",125
115.29,"Sweet Cherry","Schneiders","full","Calibration","Klein-Altendorf",2010,"single",111
108.17,"Sweet Cherry","Schneiders","full","Calibration","Klein-Altendorf",2018,"single",108
117.29,"Sweet Cherry","Schneiders","full","Calibration","Klein-Altendorf",2008,"single",118
111.04,"Sweet Cherry","Schneiders","full","Calibration","Klein-Altendorf",1999,"single",113
107,"Sweet Cherry","Schneiders","full","Calibration","Klein-Altendorf",2003,"single",108
111.79,"Sweet Cherry","Schneiders","full","Calibration","Klein-Altendorf",1993,"single",112
110.38,"Sweet Cherry","Schneiders","full","Calibration","Klein-Altendorf",1998,"single",109
105.12,"Sweet Cherry","Schneiders","full","Calibration","Klein-Altendorf",2009,"single",106
103.29,"Sweet Cherry","Schneiders","full","Calibration","Klein-Altendorf",2005,"single",108
127.38,"Sweet Cherry","Schneiders","full","Validation","Klein-Altendorf",1986,"single",129
117.5,"Sweet Cherry","Schneiders","full","Validation","Klein-Altendorf",1987,"single",118
108.96,"Sweet Cherry","Schneiders","full","Validation","Klein-Altendorf",1989,"single",115
113.58,"Sweet Cherry","Schneiders","full","Validation","Klein-Altendorf",1994,"single",112
108.12,"Sweet Cherry","Schneiders","full","Validation","Klein-Altendorf",2004,"single",112
94.88,"Sweet Cherry","Schneiders","full","Validation","Klein-Altendorf",2014,"single",98
113.38,"Sweet Cherry","Schneiders","full","Validation","Klein-Altendorf",2016,"single",119
108.42,"Sweet Cherry","Schneiders","full","Validation","Klein-Altendorf",2019,"single",103
84.17,"Sweet Cherry","Rainier","scarce","Calibration","Zaragoza",2022,"single",80
87.5,"Sweet Cherry","Rainier","scarce","Calibration","Zaragoza",2014,"single",85
85.04,"Sweet Cherry","Rainier","scarce","Calibration","Zaragoza",1999,"single",86
92.08,"Sweet Cherry","Rainier","scarce","Calibration","Zaragoza",2015,"single",91
77.92,"Sweet Cherry","Rainier","scarce","Calibration","Zaragoza",2001,"single",82
74.12,"Sweet Cherry","Rainier","scarce","Calibration","Zaragoza",1994,"single",79
79.96,"Sweet Cherry","Rainier","scarce","Calibration","Zaragoza",2019,"single",81
91.5,"Sweet Cherry","Rainier","scarce","Calibration","Zaragoza",2012,"single",90
84.92,"Sweet Cherry","Rainier","scarce","Calibration","Zaragoza",2009,"single",85
93.33,"Sweet Cherry","Rainier","scarce","Calibration","Zaragoza",2016,"single",92
87.17,"Sweet Cherry","Rainier","scarce","Validation","Zaragoza",1991,"single",88
88.33,"Sweet Cherry","Rainier","scarce","Validation","Zaragoza",1992,"single",86
95.12,"Sweet Cherry","Rainier","scarce","Validation","Zaragoza",1993,"single",95
82.04,"Sweet Cherry","Rainier","scarce","Validation","Zaragoza",1995,"single",83
101.92,"Sweet Cherry","Rainier","scarce","Validation","Zaragoza",1996,"single",97
74.04,"Sweet Cherry","Rainier","scarce","Validation","Zaragoza",1997,"single",75
82.38,"Sweet Cherry","Rainier","scarce","Validation","Zaragoza",1998,"single",85
77.08,"Sweet Cherry","Rainier","scarce","Validation","Zaragoza",2000,"single",104
91.29,"Sweet Cherry","Rainier","scarce","Validation","Zaragoza",2010,"single",91
86.46,"Sweet Cherry","Rainier","scarce","Validation","Zaragoza",2011,"single",88
88.62,"Sweet Cherry","Rainier","scarce","Validation","Zaragoza",2013,"single",91
75.08,"Sweet Cherry","Rainier","scarce","Validation","Zaragoza",2017,"single",76
94.58,"Sweet Cherry","Rainier","scarce","Validation","Zaragoza",2018,"single",92
86.25,"Sweet Cherry","Rainier","scarce","Validation","Zaragoza",2021,"single",77
90.58,"Sweet Cherry","Sam","scarce","Calibration","Zaragoza",2009,"single",92
92.71,"Sweet Cherry","Sam","scarce","Calibration","Zaragoza",1998,"single",98
92.92,"Sweet Cherry","Sam","scarce","Calibration","Zaragoza",1999,"single",94
92.38,"Sweet Cherry","Sam","scarce","Calibration","Zaragoza",2011,"single",92
102,"Sweet Cherry","Sam","scarce","Calibration","Zaragoza",2016,"single",102
84.42,"Sweet Cherry","Sam","scarce","Calibration","Zaragoza",2017,"single",83
101.21,"Sweet Cherry","Sam","scarce","Calibration","Zaragoza",2018,"single",101
87.21,"Sweet Cherry","Sam","scarce","Calibration","Zaragoza",2019,"single",86
104.58,"Sweet Cherry","Sam","scarce","Calibration","Zaragoza",1996,"single",104
100.29,"Sweet Cherry","Sam","scarce","Calibration","Zaragoza",2015,"single",98
94.42,"Sweet Cherry","Sam","scarce","Validation","Zaragoza",1991,"single",100
95.33,"Sweet Cherry","Sam","scarce","Validation","Zaragoza",1992,"single",99
98.25,"Sweet Cherry","Sam","scarce","Validation","Zaragoza",1993,"single",100
80.25,"Sweet Cherry","Sam","scarce","Validation","Zaragoza",1994,"single",84
91.54,"Sweet Cherry","Sam","scarce","Validation","Zaragoza",1995,"single",97
82.92,"Sweet Cherry","Sam","scarce","Validation","Zaragoza",1997,"single",85
89.29,"Sweet Cherry","Sam","scarce","Validation","Zaragoza",2000,"single",84
81.96,"Sweet Cherry","Sam","scarce","Validation","Zaragoza",2001,"single",92
99.04,"Sweet Cherry","Sam","scarce","Validation","Zaragoza",2010,"single",100
96.62,"Sweet Cherry","Sam","scarce","Validation","Zaragoza",2012,"single",95
98.04,"Sweet Cherry","Sam","scarce","Validation","Zaragoza",2013,"single",101
96.5,"Sweet Cherry","Sam","scarce","Validation","Zaragoza",2014,"single",97
94.12,"Sweet Cherry","Sam","scarce","Validation","Zaragoza",2021,"single",86
102.25,"Sweet Cherry","Sam","scarce","Validation","Zaragoza",2022,"single",90
82.29,"Sweet Cherry","Van","scarce","Calibration","Zaragoza",2019,"single",82
89.96,"Sweet Cherry","Van","scarce","Calibration","Zaragoza",1991,"single",90
95.04,"Sweet Cherry","Van","scarce","Calibration","Zaragoza",2010,"single",95
97.46,"Sweet Cherry","Van","scarce","Calibration","Zaragoza",2016,"single",95
90.12,"Sweet Cherry","Van","scarce","Calibration","Zaragoza",1995,"single",91
103.08,"Sweet Cherry","Van","scarce","Calibration","Zaragoza",1996,"single",100
79.46,"Sweet Cherry","Van","scarce","Calibration","Zaragoza",2001,"single",84
94,"Sweet Cherry","Van","scarce","Calibration","Zaragoza",2013,"single",96
77.33,"Sweet Cherry","Van","scarce","Calibration","Zaragoza",2000,"single",77
88,"Sweet Cherry","Van","scarce","Calibration","Zaragoza",2021,"single",88
93.12,"Sweet Cherry","Van","scarce","Validation","Zaragoza",1992,"single",92
97.38,"Sweet Cherry","Van","scarce","Validation","Zaragoza",1993,"single",100
78.12,"Sweet Cherry","Van","scarce","Validation","Zaragoza",1994,"single",82
76,"Sweet Cherry","Van","scarce","Validation","Zaragoza",1997,"single",78
87.04,"Sweet Cherry","Van","scarce","Validation","Zaragoza",1998,"single",91
90.25,"Sweet Cherry","Van","scarce","Validation","Zaragoza",1999,"single",91
88.21,"Sweet Cherry","Van","scarce","Validation","Zaragoza",2009,"single",85
89.96,"Sweet Cherry","Van","scarce","Validation","Zaragoza",2011,"single",90
92.33,"Sweet Cherry","Van","scarce","Validation","Zaragoza",2012,"single",93
91.54,"Sweet Cherry","Van","scarce","Validation","Zaragoza",2014,"single",90
94.33,"Sweet Cherry","Van","scarce","Validation","Zaragoza",2015,"single",94
78.04,"Sweet Cherry","Van","scarce","Validation","Zaragoza",2017,"single",78
97.67,"Sweet Cherry","Van","scarce","Validation","Zaragoza",2018,"single",99
94.17,"Sweet Cherry","Van","scarce","Validation","Zaragoza",2022,"single",87
90.25,"Sweet Cherry","Burlat","scarce","Calibration","Klein-Altendorf",2014,"single",95
129.58,"Sweet Cherry","Burlat","scarce","Calibration","Klein-Altendorf",1979,"single",129
113.21,"Sweet Cherry","Burlat","scarce","Calibration","Klein-Altendorf",1992,"single",114
115.92,"Sweet Cherry","Burlat","scarce","Calibration","Klein-Altendorf",1983,"single",116
122,"Sweet Cherry","Burlat","scarce","Calibration","Klein-Altendorf",1980,"single",122
100.17,"Sweet Cherry","Burlat","scarce","Calibration","Klein-Altendorf",1990,"single",100
103.29,"Sweet Cherry","Burlat","scarce","Calibration","Klein-Altendorf",1991,"single",103
108.96,"Sweet Cherry","Burlat","scarce","Calibration","Klein-Altendorf",1994,"single",109
104.88,"Sweet Cherry","Burlat","scarce","Calibration","Klein-Altendorf",2007,"single",106
101.21,"Sweet Cherry","Burlat","scarce","Calibration","Klein-Altendorf",2012,"single",99
118.38,"Sweet Cherry","Burlat","scarce","Validation","Klein-Altendorf",1978,"single",121
103.88,"Sweet Cherry","Burlat","scarce","Validation","Klein-Altendorf",1981,"single",102
121.25,"Sweet Cherry","Burlat","scarce","Validation","Klein-Altendorf",1982,"single",116
121.25,"Sweet Cherry","Burlat","scarce","Validation","Klein-Altendorf",1984,"single",125
127.17,"Sweet Cherry","Burlat","scarce","Validation","Klein-Altendorf",1986,"single",126
114.92,"Sweet Cherry","Burlat","scarce","Validation","Klein-Altendorf",1987,"single",117
113.33,"Sweet Cherry","Burlat","scarce","Validation","Klein-Altendorf",1988,"single",121
97.25,"Sweet Cherry","Burlat","scarce","Validation","Klein-Altendorf",1989,"single",105
108.25,"Sweet Cherry","Burlat","scarce","Validation","Klein-Altendorf",1993,"single",110
110.17,"Sweet Cherry","Burlat","scarce","Validation","Klein-Altendorf",1995,"single",116
95.21,"Sweet Cherry","Burlat","scarce","Validation","Klein-Altendorf",2003,"single",104
103.12,"Sweet Cherry","Burlat","scarce","Validation","Klein-Altendorf",2004,"single",109
94.29,"Sweet Cherry","Burlat","scarce","Validation","Klein-Altendorf",2005,"single",104
115.46,"Sweet Cherry","Burlat","scarce","Validation","Klein-Altendorf",2006,"single",116
112.38,"Sweet Cherry","Burlat","scarce","Validation","Klein-Altendorf",2008,"single",111
102.21,"Sweet Cherry","Burlat","scarce","Validation","Klein-Altendorf",2009,"single",101
115.58,"Sweet Cherry","Burlat","scarce","Validation","Klein-Altendorf",2010,"single",107
103.08,"Sweet Cherry","Burlat","scarce","Validation","Klein-Altendorf",2011,"single",99
111.04,"Sweet Cherry","Burlat","scarce","Validation","Klein-Altendorf",2015,"single",107
106.08,"Sweet Cherry","Regina","scarce","Calibration","Klein-Altendorf",2003,"single",111
108.12,"Sweet Cherry","Regina","scarce","Calibration","Klein-Altendorf",1991,"single",108
112.12,"Sweet Cherry","Regina","scarce","Calibration","Klein-Altendorf",1990,"single",113
108.46,"Sweet Cherry","Regina","scarce","Calibration","Klein-Altendorf",2018,"single",109
113.21,"Sweet Cherry","Regina","scarce","Calibration","Klein-Altendorf",1998,"single",113
107.96,"Sweet Cherry","Regina","scarce","Calibration","Klein-Altendorf",2019,"single",108
103.33,"Sweet Cherry","Regina","scarce","Calibration","Klein-Altendorf",2020,"single",103
114.21,"Sweet Cherry","Regina","scarce","Calibration","Klein-Altendorf",1999,"single",114
102.29,"Sweet Cherry","Regina","scarce","Calibration","Klein-Altendorf",2011,"single",102
106.29,"Sweet Cherry","Regina","scarce","Calibration","Klein-Altendorf",2009,"single",106
123.42,"Sweet Cherry","Regina","scarce","Validation","Klein-Altendorf",1988,"single",123
122.08,"Sweet Cherry","Regina","scarce","Validation","Klein-Altendorf",1989,"single",124
122.17,"Sweet Cherry","Regina","scarce","Validation","Klein-Altendorf",1992,"single",122
113.12,"Sweet Cherry","Regina","scarce","Validation","Klein-Altendorf",1993,"single",114
117.46,"Sweet Cherry","Regina","scarce","Validation","Klein-Altendorf",1994,"single",115
120.17,"Sweet Cherry","Regina","scarce","Validation","Klein-Altendorf",1996,"single",120
117.92,"Sweet Cherry","Regina","scarce","Validation","Klein-Altendorf",1997,"single",104
114.33,"Sweet Cherry","Regina","scarce","Validation","Klein-Altendorf",2000,"single",115
122,"Sweet Cherry","Regina","scarce","Validation","Klein-Altendorf",2001,"single",123
104.12,"Sweet Cherry","Regina","scarce","Validation","Klein-Altendorf",2002,"single",114
107.92,"Sweet Cherry","Regina","scarce","Validation","Klein-Altendorf",2004,"single",112
102.08,"Sweet Cherry","Regina","scarce","Validation","Klein-Altendorf",2005,"single",109
116,"Sweet Cherry","Regina","scarce","Validation","Klein-Altendorf",2006,"single",126
109.33,"Sweet Cherry","Regina","scarce","Validation","Klein-Altendorf",2007,"single",107
121.29,"Sweet Cherry","Regina","scarce","Validation","Klein-Altendorf",2008,"single",117
117.08,"Sweet Cherry","Regina","scarce","Validation","Klein-Altendorf",2010,"single",112
118.92,"Sweet Cherry","Regina","scarce","Validation","Klein-Altendorf",2012,"single",111
120.29,"Sweet Cherry","Regina","scarce","Validation","Klein-Altendorf",2013,"single",120
95.08,"Sweet Cherry","Regina","scarce","Validation","Klein-Altendorf",2014,"single",98
116.12,"Sweet Cherry","Regina","scarce","Validation","Klein-Altendorf",2015,"single",111
123.12,"Sweet Cherry","Regina","scarce","Validation","Klein-Altendorf",2016,"single",119
102,"Sweet Cherry","Regina","scarce","Validation","Klein-Altendorf",2017,"single",103
112.83,"Sweet Cherry","Schneiders","scarce","Calibration","Klein-Altendorf",2000,"single",114
118,"Sweet Cherry","Schneiders","scarce","Calibration","Klein-Altendorf",1992,"single",119
118.21,"Sweet Cherry","Schneiders","scarce","Calibration","Klein-Altendorf",2013,"single",118
121.04,"Sweet Cherry","Schneiders","scarce","Calibration","Klein-Altendorf",1988,"single",125
111.08,"Sweet Cherry","Schneiders","scarce","Calibration","Klein-Altendorf",1993,"single",112
107.08,"Sweet Cherry","Schneiders","scarce","Calibration","Klein-Altendorf",2007,"single",107
101.38,"Sweet Cherry","Schneiders","scarce","Calibration","Klein-Altendorf",2011,"single",101
112.33,"Sweet Cherry","Schneiders","scarce","Calibration","Klein-Altendorf",2012,"single",107
110.25,"Sweet Cherry","Schneiders","scarce","Calibration","Klein-Altendorf",1990,"single",111
105.04,"Sweet Cherry","Schneiders","scarce","Calibration","Klein-Altendorf",1991,"single",106
124.88,"Sweet Cherry","Schneiders","scarce","Validation","Klein-Altendorf",1984,"single",128
129.25,"Sweet Cherry","Schneiders","scarce","Validation","Klein-Altendorf",1986,"single",129
117,"Sweet Cherry","Schneiders","scarce","Validation","Klein-Altendorf",1987,"single",118
104,"Sweet Cherry","Schneiders","scarce","Validation","Klein-Altendorf",1989,"single",115
113.21,"Sweet Cherry","Schneiders","scarce","Validation","Klein-Altendorf",1994,"single",112
112,"Sweet Cherry","Schneiders","scarce","Validation","Klein-Altendorf",1998,"single",109
111.12,"Sweet Cherry","Schneiders","scarce","Validation","Klein-Altendorf",1999,"single",113
120,"Sweet Cherry","Schneiders","scarce","Validation","Klein-Altendorf",2001,"single",123
106.58,"Sweet Cherry","Schneiders","scarce","Validation","Klein-Altendorf",2002,"single",109
104.88,"Sweet Cherry","Schneiders","scarce","Validation","Klein-Altendorf",2003,"single",108
105.25,"Sweet Cherry","Schneiders","scarce","Validation","Klein-Altendorf",2004,"single",112
94.46,"Sweet Cherry","Schneiders","scarce","Validation","Klein-Altendorf",2005,"single",108
114.29,"Sweet Cherry","Schneiders","scarce","Validation","Klein-Altendorf",2006,"single",122
117.92,"Sweet Cherry","Schneiders","scarce","Validation","Klein-Altendorf",2008,"single",118
104.29,"Sweet Cherry","Schneiders","scarce","Validation","Klein-Altendorf",2009,"single",106
118.25,"Sweet Cherry","Schneiders","scarce","Validation","Klein-Altendorf",2010,"single",111
92.25,"Sweet Cherry","Schneiders","scarce","Validation","Klein-Altendorf",2014,"single",98
114.04,"Sweet Cherry","Schneiders","scarce","Validation","Klein-Altendorf",2015,"single",110
113.12,"Sweet Cherry","Schneiders","scarce","Validation","Klein-Altendorf",2016,"single",119
99.17,"Sweet Cherry","Schneiders","scarce","Validation","Klein-Altendorf",2017,"single",102
105.54,"Sweet Cherry","Schneiders","scarce","Validation","Klein-Altendorf",2018,"single",108
109.08,"Sweet Cherry","Schneiders","scarce","Validation","Klein-Altendorf",2019,"single",103
82.21,"Sweet Cherry","Rainier","full","Calibration","Zaragoza",1998,"baseline",85
90.42,"Sweet Cherry","Rainier","full","Calibration","Zaragoza",2022,"baseline",80
91.96,"Sweet Cherry","Rainier","full","Calibration","Zaragoza",2016,"baseline",92
85.46,"Sweet Cherry","Rainier","full","Calibration","Zaragoza",2021,"baseline",77
82.83,"Sweet Cherry","Rainier","full","Calibration","Zaragoza",2009,"baseline",85
87.42,"Sweet Cherry","Rainier","full","Calibration","Zaragoza",2014,"baseline",85
90.12,"Sweet Cherry","Rainier","full","Calibration","Zaragoza",2012,"baseline",90
75.17,"Sweet Cherry","Rainier","full","Calibration","Zaragoza",2017,"baseline",76
86.21,"Sweet Cherry","Rainier","full","Calibration","Zaragoza",1992,"baseline",86
92.33,"Sweet Cherry","Rainier","full","Calibration","Zaragoza",2015,"baseline",91
77.5,"Sweet Cherry","Rainier","full","Calibration","Zaragoza",2000,"baseline",104
83.21,"Sweet Cherry","Rainier","full","Calibration","Zaragoza",1995,"baseline",83
73.21,"Sweet Cherry","Rainier","full","Calibration","Zaragoza",1994,"baseline",79
94.33,"Sweet Cherry","Rainier","full","Calibration","Zaragoza",2018,"baseline",92
94.17,"Sweet Cherry","Rainier","full","Calibration","Zaragoza",1993,"baseline",95
78.17,"Sweet Cherry","Rainier","full","Calibration","Zaragoza",2019,"baseline",81
76.04,"Sweet Cherry","Rainier","full","Calibration","Zaragoza",2001,"baseline",82
87.17,"Sweet Cherry","Rainier","full","Calibration","Zaragoza",1999,"baseline",86
88.21,"Sweet Cherry","Rainier","full","Validation","Zaragoza",1991,"baseline",88
99.25,"Sweet Cherry","Rainier","full","Validation","Zaragoza",1996,"baseline",97
72.92,"Sweet Cherry","Rainier","full","Validation","Zaragoza",1997,"baseline",75
90.29,"Sweet Cherry","Rainier","full","Validation","Zaragoza",2010,"baseline",91
87.96,"Sweet Cherry","Rainier","full","Validation","Zaragoza",2011,"baseline",88
87.58,"Sweet Cherry","Rainier","full","Validation","Zaragoza",2013,"baseline",91
86.12,"Sweet Cherry","Sam","full","Calibration","Zaragoza",2019,"baseline",86
81.42,"Sweet Cherry","Sam","full","Calibration","Zaragoza",2001,"baseline",92
102.38,"Sweet Cherry","Sam","full","Calibration","Zaragoza",2016,"baseline",102
82.08,"Sweet Cherry","Sam","full","Calibration","Zaragoza",2017,"baseline",83
99.12,"Sweet Cherry","Sam","full","Calibration","Zaragoza",2015,"baseline",98
95.96,"Sweet Cherry","Sam","full","Calibration","Zaragoza",2012,"baseline",95
105.17,"Sweet Cherry","Sam","full","Calibration","Zaragoza",2018,"baseline",101
90.92,"Sweet Cherry","Sam","full","Calibration","Zaragoza",1998,"baseline",98
100.25,"Sweet Cherry","Sam","full","Calibration","Zaragoza",2010,"baseline",100
80,"Sweet Cherry","Sam","full","Calibration","Zaragoza",1997,"baseline",85
85.29,"Sweet Cherry","Sam","full","Calibration","Zaragoza",2000,"baseline",84
93.38,"Sweet Cherry","Sam","full","Calibration","Zaragoza",2009,"baseline",92
106.17,"Sweet Cherry","Sam","full","Calibration","Zaragoza",1996,"baseline",104
93.58,"Sweet Cherry","Sam","full","Calibration","Zaragoza",2011,"baseline",92
94.08,"Sweet Cherry","Sam","full","Calibration","Zaragoza",1999,"baseline",94
102.33,"Sweet Cherry","Sam","full","Calibration","Zaragoza",2022,"baseline",90
99.29,"Sweet Cherry","Sam","full","Calibration","Zaragoza",2013,"baseline",101
99.96,"Sweet Cherry","Sam","full","Calibration","Zaragoza",1992,"baseline",99
97.25,"Sweet Cherry","Sam","full","Validation","Zaragoza",1991,"baseline",100
100.88,"Sweet Cherry","Sam","full","Validation","Zaragoza",1993,"baseline",100
83.21,"Sweet Cherry","Sam","full","Validation","Zaragoza",1994,"baseline",84
93.21,"Sweet Cherry","Sam","full","Validation","Zaragoza",1995,"baseline",97
95.46,"Sweet Cherry","Sam","full","Validation","Zaragoza",2014,"baseline",97
94.08,"Sweet Cherry","Sam","full","Validation","Zaragoza",2021,"baseline",86
97.04,"Sweet Cherry","Van","full","Calibration","Zaragoza",2016,"baseline",95
91.21,"Sweet Cherry","Van","full","Calibration","Zaragoza",1991,"baseline",90
103.21,"Sweet Cherry","Van","full","Calibration","Zaragoza",1996,"baseline",100
86.33,"Sweet Cherry","Van","full","Calibration","Zaragoza",2009,"baseline",85
88.17,"Sweet Cherry","Van","full","Calibration","Zaragoza",2021,"baseline",88
90.83,"Sweet Cherry","Van","full","Calibration","Zaragoza",1999,"baseline",91
96.08,"Sweet Cherry","Van","full","Calibration","Zaragoza",2010,"baseline",95
92.92,"Sweet Cherry","Van","full","Calibration","Zaragoza",2013,"baseline",96
87.83,"Sweet Cherry","Van","full","Calibration","Zaragoza",1995,"baseline",91
78.88,"Sweet Cherry","Van","full","Calibration","Zaragoza",2001,"baseline",84
92.25,"Sweet Cherry","Van","full","Calibration","Zaragoza",2012,"baseline",93
81.33,"Sweet Cherry","Van","full","Calibration","Zaragoza",2019,"baseline",82
78,"Sweet Cherry","Van","full","Calibration","Zaragoza",2000,"baseline",77
97.33,"Sweet Cherry","Van","full","Calibration","Zaragoza",2022,"baseline",87
94.33,"Sweet Cherry","Van","full","Calibration","Zaragoza",2015,"baseline",94
91.04,"Sweet Cherry","Van","full","Calibration","Zaragoza",2014,"baseline",90
97.96,"Sweet Cherry","Van","full","Calibration","Zaragoza",1993,"baseline",100
94,"Sweet Cherry","Van","full","Calibration","Zaragoza",1992,"baseline",92
79.25,"Sweet Cherry","Van","full","Validation","Zaragoza",1994,"baseline",82
75.21,"Sweet Cherry","Van","full","Validation","Zaragoza",1997,"baseline",78
86.92,"Sweet Cherry","Van","full","Validation","Zaragoza",1998,"baseline",91
91.04,"Sweet Cherry","Van","full","Validation","Zaragoza",2011,"baseline",90
77.25,"Sweet Cherry","Van","full","Validation","Zaragoza",2017,"baseline",78
99.12,"Sweet Cherry","Van","full","Validation","Zaragoza",2018,"baseline",99
110.29,"Sweet Cherry","Burlat","full","Calibration","Klein-Altendorf",2010,"baseline",107
99.04,"Sweet Cherry","Burlat","full","Calibration","Klein-Altendorf",2004,"baseline",109
90.08,"Sweet Cherry","Burlat","full","Calibration","Klein-Altendorf",1990,"baseline",100
112.5,"Sweet Cherry","Burlat","full","Calibration","Klein-Altendorf",1994,"baseline",109
133.04,"Sweet Cherry","Burlat","full","Calibration","Klein-Altendorf",1979,"baseline",129
116.04,"Sweet Cherry","Burlat","full","Calibration","Klein-Altendorf",1992,"baseline",114
101.96,"Sweet Cherry","Burlat","full","Calibration","Klein-Altendorf",2003,"baseline",104
118.08,"Sweet Cherry","Burlat","full","Calibration","Klein-Altendorf",1988,"baseline",121
126.33,"Sweet Cherry","Burlat","full","Calibration","Klein-Altendorf",1986,"baseline",126
126.29,"Sweet Cherry","Burlat","full","Calibration","Klein-Altendorf",1980,"baseline",122
104.08,"Sweet Cherry","Burlat","full","Calibration","Klein-Altendorf",2009,"baseline",101
