"Temperature","Chill_response","Heat_response","species","cultivar","fit","n_cal"
9.2,39.7153548542458,0.143811951524328,"Almond","Marcona","baseline","scarce"
9.3,39.6266108021548,0.149101048558004,"Almond","Marcona","baseline","scarce"
9.4,39.5342358675471,0.154468675506568,"Almond","Marcona","baseline","scarce"
9.5,39.4382550800461,0.15991363111454,"Almond","Marcona","baseline","scarce"
9.6,39.3386924427856,0.165434696820571,"Almond","Marcona","baseline","scarce"
9.7,39.2355713237863,0.171030637030144,"Almond","Marcona","baseline","scarce"
9.8,39.1289147961782,0.1767001993921,"Almond","Marcona","baseline","scarce"
9.9,39.0187459339068,0.182442115078911,"Almond","Marcona","baseline","scarce"
10,38.5171913371877,0.188255099070633,"Almond","Marcona","baseline","scarce"
10.1,38.3934517736536,0.194137850442497,"Almond","Marcona","baseline","scarce"
10.2,38.2663149746561,0.200089052656043,"Almond","Marcona","baseline","scarce"
10.3,38.1358100978827,0.206107373853763,"Almond","Marcona","baseline","scarce"
10.4,38.0019672986545,0.212191467157163,"Almond","Marcona","baseline","scarce"
10.5,37.3900846435199,0.218339970968189,"Almond","Marcona","baseline","scarce"
10.6,37.2438642574295,0.224551509273949,"Almond","Marcona","baseline","scarce"
10.7,37.0944764730251,0.230824691954659,"Almond","Marcona","baseline","scarce"
10.8,36.4006725380534,0.237158115094748,"Almond","Marcona","baseline","scarce"
10.9,36.2401032632452,0.243550361297047,"Almond","Marcona","baseline","scarce"
11,36.0765801100418,0.25,"Almond","Marcona","baseline","scarce"
11.1,35.3096469026174,0.256505587797816,"Almond","Marcona","baseline","scarce"
11.2,35.1363096872614,0.263065668763501,"Almond","Marcona","baseline","scarce"
11.3,34.3112202969962,0.269678774774684,"Almond","Marcona","baseline","scarce"
11.4,34.1293505925892,0.276343425842184,"Almond","Marcona","baseline","scarce"
11.5,33.2530186992224,0.283058130441221,"Almond","Marcona","baseline","scarce"
11.6,33.0639672080934,0.289821385845217,"Almond","Marcona","baseline","scarce"
11.7,32.1432367005294,0.2966316784621,"Almond","Marcona","baseline","scarce"
11.8,31.1874232342721,0.303487484173038,"Almond","Marcona","baseline","scarce"
11.9,30.2009444943432,0.310387268673536,"Almond","Marcona","baseline","scarce"
12,30.0018529533862,0.317329487816803,"Almond","Marcona","baseline","scarce"
12.1,29.1581296676598,0.324312587959329,"Almond","Marcona","baseline","scarce"
12.2,28.1023727797894,0.331335006308585,"Almond","Marcona","baseline","scarce"
12.3,27.0308811182376,0.33839517127277,"Almond","Marcona","baseline","scarce"
12.4,26.0541519235543,0.345491502812526,"Almond","Marcona","baseline","scarce"
12.5,25.0342351469394,0.352622412794548,"Almond","Marcona","baseline","scarce"
12.6,23.0452728379634,0.359786305346999,"Almond","Marcona","baseline","scarce"
12.7,22.0061060861566,0.366981577216662,"Almond","Marcona","baseline","scarce"
12.8,20.0232370248864,0.374206618127746,"Almond","Marcona","baseline","scarce"
12.9,17.0032939110114,0.381459811142251,"Almond","Marcona","baseline","scarce"
13,0,0.388739533021843,"Almond","Marcona","baseline","scarce"
13.1,0,0.396044154591121,"Almond","Marcona","baseline","scarce"
13.2,0,0.403372041102223,"Almond","Marcona","baseline","scarce"
13.3,0,0.410721552600682,"Almond","Marcona","baseline","scarce"
13.4,0,0.418091044292431,"Almond","Marcona","baseline","scarce"
13.5,0,0.425478866911912,"Almond","Marcona","baseline","scarce"
13.6,0,0.432883367091172,"Almond","Marcona","baseline","scarce"
13.7,0,0.440302887729878,"Almond","Marcona","baseline","scarce"
13.8,0,0.447735768366173,"Almond","Marcona","baseline","scarce"
13.9,0,0.455180345548283,"Almond","Marcona","baseline","scarce"
14,0,0.462634953206788,"Almond","Marcona","baseline","scarce"
14.1,0,0.470097923027483,"Almond","Marcona","baseline","scarce"
14.2,0,0.477567584824742,"Almond","Marcona","baseline","scarce"
14.3,0,0.485042266915301,"Almond","Marcona","baseline","scarce"
14.4,0,0.492520296492368,"Almond","Marcona","baseline","scarce"
14.5,0,0.5,"Almond","Marcona","baseline","scarce"
14.6,0,0.507479703507632,"Almond","Marcona","baseline","scarce"
14.7,0,0.514957733084699,"Almond","Marcona","baseline","scarce"
14.8,0,0.522432415175257,"Almond","Marcona","baseline","scarce"
14.9,0,0.529902076972517,"Almond","Marcona","baseline","scarce"
15,0,0.537365046793212,"Almond","Marcona","baseline","scarce"
15.1,0,0.544819654451717,"Almond","Marcona","baseline","scarce"
15.2,0,0.552264231633827,"Almond","Marcona","baseline","scarce"
15.3,0,0.559697112270122,"Almond","Marcona","baseline","scarce"
15.4,0,0.567116632908828,"Almond","Marcona","baseline","scarce"
15.5,0,0.574521133088087,"Almond","Marcona","baseline","scarce"
15.6,0,0.581908955707569,"Almond","Marcona","baseline","scarce"
15.7,0,0.589278447399318,"Almond","Marcona","baseline","scarce"
15.8,0,0.596627958897777,"Almond","Marcona","baseline","scarce"
15.9,0,0.60395584540888,"Almond","Marcona","baseline","scarce"
16,0,0.611260466978157,"Almond","Marcona","baseline","scarce"
16.1,0,0.618540188857749,"Almond","Marcona","baseline","scarce"
16.2,0,0.625793381872254,"Almond","Marcona","baseline","scarce"
16.3,0,0.633018422783337,"Almond","Marcona","baseline","scarce"
16.4,0,0.640213694653002,"Almond","Marcona","baseline","scarce"
16.5,0,0.647377587205452,"Almond","Marcona","baseline","scarce"
16.6,0,0.654508497187474,"Almond","Marcona","baseline","scarce"
16.7,0,0.66160482872723,"Almond","Marcona","baseline","scarce"
16.8,0,0.668664993691415,"Almond","Marcona","baseline","scarce"
16.9,0,0.675687412040671,"Almond","Marcona","baseline","scarce"
17,0,0.682670512183198,"Almond","Marcona","baseline","scarce"
17.1,0,0.689612731326464,"Almond","Marcona","baseline","scarce"
17.2,0,0.696512515826962,"Almond","Marcona","baseline","scarce"
17.3,0,0.7033683215379,"Almond","Marcona","baseline","scarce"
17.4,0,0.710178614154783,"Almond","Marcona","baseline","scarce"
17.5,0,0.716941869558779,"Almond","Marcona","baseline","scarce"
17.6,0,0.723656574157816,"Almond","Marcona","baseline","scarce"
17.7,0,0.730321225225316,"Almond","Marcona","baseline","scarce"
17.8,0,0.736934331236499,"Almond","Marcona","baseline","scarce"
17.9,0,0.743494412202184,"Almond","Marcona","baseline","scarce"
18,0,0.75,"Almond","Marcona","baseline","scarce"
18.1,0,0.756449638702953,"Almond","Marcona","baseline","scarce"
18.2,0,0.762841884905253,"Almond","Marcona","baseline","scarce"
18.3,0,0.769175308045341,"Almond","Marcona","baseline","scarce"
18.4,0,0.775448490726051,"Almond","Marcona","baseline","scarce"
18.5,0,0.781660029031811,"Almond","Marcona","baseline","scarce"
18.6,0,0.787808532842837,"Almond","Marcona","baseline","scarce"
18.7,0,0.793892626146236,"Almond","Marcona","baseline","scarce"
18.8,0,0.799910947343957,"Almond","Marcona","baseline","scarce"
18.9,0,0.805862149557503,"Almond","Marcona","baseline","scarce"
19,0,0.811744900929367,"Almond","Marcona","baseline","scarce"
19.1,0,0.817557884921089,"Almond","Marcona","baseline","scarce"
19.2,0,0.8232998006079,"Almond","Marcona","baseline","scarce"
19.3,0,0.828969362969856,"Almond","Marcona","baseline","scarce"
19.4,0,0.834565303179429,"Almond","Marcona","baseline","scarce"
19.5,0,0.840086368885459,"Almond","Marcona","baseline","scarce"
19.6,0,0.845531324493432,"Almond","Marcona","baseline","scarce"
19.7,0,0.850898951441996,"Almond","Marcona","baseline","scarce"
19.8,0,0.856188048475672,"Almond","Marcona","baseline","scarce"
19.9,0,0.861397431913696,"Almond","Marcona","baseline","scarce"
20,0,0.866525935914913,"Almond","Marcona","baseline","scarce"
20.1,0,0.871572412738697,"Almond","Marcona","baseline","scarce"
20.2,0,0.876535733001805,"Almond","Marcona","baseline","scarce"
20.3,0,0.881414785931133,"Almond","Marcona","baseline","scarce"
20.4,0,0.8862084796123,"Almond","Marcona","baseline","scarce"
20.5,0,0.890915741234015,"Almond","Marcona","baseline","scarce"
20.6,0,0.895535517328171,"Almond","Marcona","baseline","scarce"
20.7,0,0.900066774005603,"Almond","Marcona","baseline","scarce"
20.8,0,0.904508497187474,"Almond","Marcona","baseline","scarce"
20.9,0,0.908859692832216,"Almond","Marcona","baseline","scarce"
21,0,0.913119387157997,"Almond","Marcona","baseline","scarce"
21.1,0,0.917286626860651,"Almond","Marcona","baseline","scarce"
21.2,0,0.92136047932702,"Almond","Marcona","baseline","scarce"
21.3,0,0.92534003284367,"Almond","Marcona","baseline","scarce"
21.4,0,0.929224396800933,"Almond","Marcona","baseline","scarce"
21.5,0,0.933012701892219,"Almond","Marcona","baseline","scarce"
21.6,0,0.936704100308565,"Almond","Marcona","baseline","scarce"
21.7,0,0.940297765928369,"Almond","Marcona","baseline","scarce"
21.8,0,0.943792894502277,"Almond","Marcona","baseline","scarce"
21.9,0,0.947188703833168,"Almond","Marcona","baseline","scarce"
22,0,0.95048443395121,"Almond","Marcona","baseline","scarce"
22.1,0,0.953679347283932,"Almond","Marcona","baseline","scarce"
22.2,0,0.9567727288213,"Almond","Marcona","baseline","scarce"
22.3,0,0.959763886275725,"Almond","Marcona","baseline","scarce"
22.4,0,0.962652150236998,"Almond","Marcona","baseline","scarce"
22.5,0,0.965436874322102,"Almond","Marcona","baseline","scarce"
22.6,0,0.968117435319868,"Almond","Marcona","baseline","scarce"
22.7,0,0.970693233330452,"Almond","Marcona","baseline","scarce"
22.8,0,0.973163691899582,"Almond","Marcona","baseline","scarce"
22.9,0,0.975528258147577,"Almond","Marcona","baseline","scarce"
23,0,0.97778640289307,"Almond","Marcona","baseline","scarce"
23.1,0,0.979937620771445,"Almond","Marcona","baseline","scarce"
23.2,0,0.981981430347927,"Almond","Marcona","baseline","scarce"
23.3,0,0.983917374225333,"Almond","Marcona","baseline","scarce"
23.4,0,0.985745019146434,"Almond","Marcona","baseline","scarce"
23.5,0,0.987463956090912,"Almond","Marcona","baseline","scarce"
23.6,0,0.989073800366903,"Almond","Marcona","baseline","scarce"
23.7,0,0.990574191697086,"Almond","Marcona","baseline","scarce"
23.8,0,0.991964794299315,"Almond","Marcona","baseline","scarce"
23.9,0,0.993245296961761,"Almond","Marcona","baseline","scarce"
24,0,0.994415413112564,"Almond","Marcona","baseline","scarce"
24.1,0,0.995474880883967,"Almond","Marcona","baseline","scarce"
24.2,0,0.996423463170919,"Almond","Marcona","baseline","scarce"
24.3,0,0.997260947684137,"Almond","Marcona","baseline","scarce"
24.4,0,0.997987146997619,"Almond","Marcona","baseline","scarce"
24.5,0,0.99860189859059,"Almond","Marcona","baseline","scarce"
24.6,0,0.999105064883868,"Almond","Marcona","baseline","scarce"
24.7,0,0.999496533270657,"Almond","Marcona","baseline","scarce"
24.8,0,0.999776216141752,"Almond","Marcona","baseline","scarce"
24.9,0,0.999944050905137,"Almond","Marcona","baseline","scarce"
25,0,1,"Almond","Marcona","baseline","scarce"
25.1,0,0.985720518710212,"Almond","Marcona","baseline","scarce"
25.2,0,0.971443949206303,"Almond","Marcona","baseline","scarce"
25.3,0,0.957173202680398,"Almond","Marcona","baseline","scarce"
25.4,0,0.942911189137232,"Almond","Marcona","baseline","scarce"
25.5,0,0.928660816800768,"Almond","Marcona","baseline","scarce"
25.6,0,0.91442499152116,"Almond","Marcona","baseline","scarce"
25.7,0,0.900206616182217,"Almond","Marcona","baseline","scarce"
25.8,0,0.886008590109459,"Almond","Marcona","baseline","scarce"
25.9,0,0.871833808478907,"Almond","Marcona","baseline","scarce"
26,0,0.857685161726715,"Almond","Marcona","baseline","scarce"
26.1,0,0.843565534959769,"Almond","Marcona","baseline","scarce"
26.2,0,0.829477807367376,"Almond","Marcona","baseline","scarce"
26.3,0,0.815424851634154,"Almond","Marcona","baseline","scarce"
26.4,0,0.801409533354254,"Almond","Marcona","baseline","scarce"
26.5,0,0.787434710447024,"Almond","Marcona","baseline","scarce"
26.6,0,0.773503232574235,"Almond","Marcona","baseline","scarce"
26.7,0,0.759617940559007,"Almond","Marcona","baseline","scarce"
26.8,0,0.745781665806513,"Almond","Marcona","baseline","scarce"
26.9,0,0.731997229726621,"Almond","Marcona","baseline","scarce"
27,0,0.71826744315857,"Almond","Marcona","baseline","scarce"
27.1,0,0.7045951057978,"Almond","Marcona","baseline","scarce"
27.2,0,0.690983005625052,"Almond","Marcona","baseline","scarce"
27.3,0,0.677433918337866,"Almond","Marcona","baseline","scarce"
27.4,0,0.66395060678457,"Almond","Marcona","baseline","scarce"
27.5,0,0.650535820400902,"Almond","Marcona","baseline","scarce"
27.6,0,0.637192294649359,"Almond","Marcona","baseline","scarce"
27.7,0,0.6239227504614,"Almond","Marcona","baseline","scarce"
27.8,0,0.610729893682608,"Almond","Marcona","baseline","scarce"
27.9,0,0.597616414520933,"Almond","Marcona","baseline","scarce"
28,0,0.584584986998114,"Almond","Marcona","baseline","scarce"
28.1,0,0.571638268404419,"Almond","Marcona","baseline","scarce"
28.2,0,0.558778898756778,"Almond","Marcona","baseline","scarce"
28.3,0,0.546009500260452,"Almond","Marcona","baseline","scarce"
28.4,0,0.533332676774327,"Almond","Marcona","baseline","scarce"
28.5,0,0.520751013279943,"Almond","Marcona","baseline","scarce"
28.6,0,0.508267075354396,"Almond","Marcona","baseline","scarce"
28.7,0,0.495883408647168,"Almond","Marcona","baseline","scarce"
28.8,0,0.483602538361038,"Almond","Marcona","baseline","scarce"
28.9,0,0.471426968737158,"Almond","Marcona","baseline","scarce"
29,0,0.459359182544402,"Almond","Marcona","baseline","scarce"
29.1,0,0.447401640573097,"Almond","Marcona","baseline","scarce"
29.2,0,0.435556781133231,"Almond","Marcona","baseline","scarce"
29.3,0,0.423827019557246,"Almond","Marcona","baseline","scarce"
29.4,0,0.412214747707527,"Almond","Marcona","baseline","scarce"
29.5,0,0.400722333488653,"Almond","Marcona","baseline","scarce"
29.6,0,0.389352120364562,"Almond","Marcona","baseline","scarce"
29.7,0,0.378106426880678,"Almond","Marcona","baseline","scarce"
29.8,0,0.366987546191129,"Almond","Marcona","baseline","scarce"
29.9,0,0.355997745591145,"Almond","Marcona","baseline","scarce"
30,0,0.345139266054715,"Almond","Marcona","baseline","scarce"
30.1,0,0.334414321777632,"Almond","Marcona","baseline","scarce"
30.2,0,0.32382509972598,"Almond","Marcona","baseline","scarce"
30.3,0,0.313373759190186,"Almond","Marcona","baseline","scarce"
30.4,0,0.303062431344707,"Almond","Marcona","baseline","scarce"
30.5,0,0.292893218813453,"Almond","Marcona","baseline","scarce"
30.6,0,0.282868195241037,"Almond","Marcona","baseline","scarce"
30.7,0,0.272989404869926,"Almond","Marcona","baseline","scarce"
30.8,0,0.263258862123595,"Almond","Marcona","baseline","scarce"
30.9,0,0.253678551195753,"Almond","Marcona","baseline","scarce"
31,0,0.244250425645742,"Almond","Marcona","baseline","scarce"
31.1,0,0.234976408000177,"Almond","Marcona","baseline","scarce"
31.2,0,0.225858389360917,"Almond","Marcona","baseline","scarce"
31.3,0,0.216898229019444,"Almond","Marcona","baseline","scarce"
31.4,0,0.208097754077725,"Almond","Marcona","baseline","scarce"
31.5,0,0.19945875907564,"Almond","Marcona","baseline","scarce"
31.6,0,0.190983005625053,"Almond","Marcona","baseline","scarce"
31.7,0,0.182672222050593,"Almond","Marcona","baseline","scarce"
31.8,0,0.174528103037226,"Almond","Marcona","baseline","scarce"
31.9,0,0.166552309284683,"Almond","Marcona","baseline","scarce"
32,0,0.158746467168819,"Almond","Marcona","baseline","scarce"
32.1,0,0.151112168409977,"Almond","Marcona","baseline","scarce"
32.2,0,0.143650969748411,"Almond","Marcona","baseline","scarce"
32.3,0,0.136364392626843,"Almond","Marcona","baseline","scarce"
32.4,0,0.129253922880223,"Almond","Marcona","baseline","scarce"
32.5,0,0.122321010432744,"Almond","Marcona","baseline","scarce"
32.6,0,0.115567069002186,"Almond","Marcona","baseline","scarce"
32.7,0,0.108993475811632,"Almond","Marcona","baseline","scarce"
32.8,0,0.102601571308641,"Almond","Marcona","baseline","scarce"
32.9,0,0.0963926588919085,"Almond","Marcona","baseline","scarce"
33,0,0.0903680046454816,"Almond","Marcona","baseline","scarce"
33.1,0,0.0845288370805939,"Almond","Marcona","baseline","scarce"
33.2,0,0.0788763468851498,"Almond","Marcona","baseline","scarce"
33.3,0,0.0734116866809283,"Almond","Marcona","baseline","scarce"
33.4,0,0.0681359707885475,"Almond","Marcona","baseline","scarce"
33.5,0,0.0630502750002384,"Almond","Marcona","baseline","scarce"
33.6,0,0.0581556363604754,"Almond","Marcona","baseline","scarce"
33.7,0,0.05345305295451,"Almond","Marcona","baseline","scarce"
33.8,0,0.0489434837048461,"Almond","Marcona","baseline","scarce"
33.9,0,0.0446278481757031,"Almond","Marcona","baseline","scarce"
34,0,0.0405070263855026,"Almond","Marcona","baseline","scarce"
34.1,0,0.036581858627421,"Almond","Marcona","baseline","scarce"
34.2,0,0.0328531452980428,"Almond","Marcona","baseline","scarce"
34.3,0,0.0293216467341474,"Almond","Marcona","baseline","scarce"
34.4,0,0.0259880830576664,"Almond","Marcona","baseline","scarce"
34.5,0,0.0228531340288406,"Almond","Marcona","baseline","scarce"
34.6,0,0.0199174389076066,"Almond","Marcona","baseline","scarce"
34.7,0,0.0171815963232442,"Almond","Marcona","baseline","scarce"
34.8,0,0.0146461641523069,"Almond","Marcona","baseline","scarce"
34.9,0,0.0123116594048621,"Almond","Marcona","baseline","scarce"
35,0,0.0101785581190673,"Almond","Marcona","baseline","scarce"
35.1,0,0.00824729526409729,"Almond","Marcona","baseline","scarce"
35.2,0,0.00651826465144978,"Almond","Marcona","baseline","scarce"
35.3,0,0.0049918188546404,"Almond","Marcona","baseline","scarce"
35.4,0,0.00366826913730856,"Almond","Marcona","baseline","scarce"
35.5,0,0.00254788538974648,"Almond","Marcona","baseline","scarce"
35.6,0,0.00163089607386435,"Almond","Marcona","baseline","scarce"
35.7,0,0.000917488176604198,"Almond","Marcona","baseline","scarce"
35.8,0,0.00040780717181077,"Almond","Marcona","baseline","scarce"
35.9,0,0.000101956990566698,"Almond","Marcona","baseline","scarce"
36,0,0,"Almond","Marcona","baseline","scarce"
36.1,0,0,"Almond","Marcona","baseline","scarce"
36.2,0,0,"Almond","Marcona","baseline","scarce"
36.3,0,0,"Almond","Marcona","baseline","scarce"
36.4,0,0,"Almond","Marcona","baseline","scarce"
36.5,0,0,"Almond","Marcona","baseline","scarce"
36.6,0,0,"Almond","Marcona","baseline","scarce"
36.7,0,0,"Almond","Marcona","baseline","scarce"
36.8,0,0,"Almond","Marcona","baseline","scarce"
36.9,0,0,"Almond","Marcona","baseline","scarce"
37,0,0,"Almond","Marcona","baseline","scarce"
37.1,0,0,"Almond","Marcona","baseline","scarce"
37.2,0,0,"Almond","Marcona","baseline","scarce"
37.3,0,0,"Almond","Marcona","baseline","scarce"
37.4,0,0,"Almond","Marcona","baseline","scarce"
37.5,0,0,"Almond","Marcona","baseline","scarce"
37.6,0,0,"Almond","Marcona","baseline","scarce"
37.7,0,0,"Almond","Marcona","baseline","scarce"
37.8,0,0,"Almond","Marcona","baseline","scarce"
37.9,0,0,"Almond","Marcona","baseline","scarce"
38,0,0,"Almond","Marcona","baseline","scarce"
38.1,0,0,"Almond","Marcona","baseline","scarce"
38.2,0,0,"Almond","Marcona","baseline","scarce"
38.3,0,0,"Almond","Marcona","baseline","scarce"
38.4,0,0,"Almond","Marcona","baseline","scarce"
38.5,0,0,"Almond","Marcona","baseline","scarce"
38.6,0,0,"Almond","Marcona","baseline","scarce"
38.7,0,0,"Almond","Marcona","baseline","scarce"
38.8,0,0,"Almond","Marcona","baseline","scarce"
38.9,0,0,"Almond","Marcona","baseline","scarce"
39,0,0,"Almond","Marcona","baseline","scarce"
39.1,0,0,"Almond","Marcona","baseline","scarce"
39.2,0,0,"Almond","Marcona","baseline","scarce"
39.3,0,0,"Almond","Marcona","baseline","scarce"
39.4,0,0,"Almond","Marcona","baseline","scarce"
39.5,0,0,"Almond","Marcona","baseline","scarce"
39.6,0,0,"Almond","Marcona","baseline","scarce"
39.7,0,0,"Almond","Marcona","baseline","scarce"
39.8,0,0,"Almond","Marcona","baseline","scarce"
39.9,0,0,"Almond","Marcona","baseline","scarce"
40,0,0,"Almond","Marcona","baseline","scarce"
-5,0.00241117126221644,0,"Almond","Marta","baseline","scarce"
-4.9,0.00284089917592022,0,"Almond","Marta","baseline","scarce"
-4.8,0.00334696706856664,0,"Almond","Marta","baseline","scarce"
-4.7,0.0039417600268154,0,"Almond","Marta","baseline","scarce"
-4.6,0.00464124632028985,0,"Almond","Marta","baseline","scarce"
-4.5,0.00546367797033015,0,"Almond","Marta","baseline","scarce"
-4.4,0.00643045829146941,0,"Almond","Marta","baseline","scarce"
-4.3,0.00756781621140049,0,"Almond","Marta","baseline","scarce"
-4.2,0.00890310917453508,0,"Almond","Marta","baseline","scarce"
-4.1,0.0104717652826008,0,"Almond","Marta","baseline","scarce"
-4,0.0123141745341718,0,"Almond","Marta","baseline","scarce"
-3.9,0.0144776465607509,0,"Almond","Marta","baseline","scarce"
-3.8,0.0170202312429379,0,"Almond","Marta","baseline","scarce"
-3.7,0.0200019929364098,0,"Almond","Marta","baseline","scarce"
-3.6,0.0235010862965362,0,"Almond","Marta","baseline","scarce"
-3.5,0.0276063548006073,0,"Almond","Marta","baseline","scarce"
-3.4,0.0324217233053348,0,"Almond","Marta","baseline","scarce"
-3.3,0.0380687200803886,0,"Almond","Marta","baseline","scarce"
-3.2,0.0446967199832724,0,"Almond","Marta","baseline","scarce"
-3.1,0.0524584957975903,0,"Almond","Marta","baseline","scarce"
-3,0.0615541618088595,0,"Almond","Marta","baseline","scarce"
-2.9,0.0722101959603822,0,"Almond","Marta","baseline","scarce"
-2.8,0.0846909162694928,0,"Almond","Marta","baseline","scarce"
-2.7,0.0993046445941183,0,"Almond","Marta","baseline","scarce"
-2.6,0.116430851629632,0,"Almond","Marta","baseline","scarce"
-2.5,0.13645201090783,0,"Almond","Marta","baseline","scarce"
-2.4,0.15987266141913,0,"Almond","Marta","baseline","scarce"
-2.3,0.187260116341284,0,"Almond","Marta","baseline","scarce"
-2.2,0.21927373923491,0,"Almond","Marta","baseline","scarce"
-2.1,0.256679090622057,0,"Almond","Marta","baseline","scarce"
-2,0.300418349835334,0,"Almond","Marta","baseline","scarce"
-1.9,0.351421057573381,0,"Almond","Marta","baseline","scarce"
-1.8,0.410922360709116,0,"Almond","Marta","baseline","scarce"
-1.7,0.480295078864586,0,"Almond","Marta","baseline","scarce"
-1.6,0.561120682842025,0,"Almond","Marta","baseline","scarce"
-1.5,0.655216738158749,0,"Almond","Marta","baseline","scarce"
-1.4,0.764812024966584,0,"Almond","Marta","baseline","scarce"
-1.3,0.892022084177737,0,"Almond","Marta","baseline","scarce"
-1.2,1.03968042173537,0,"Almond","Marta","baseline","scarce"
-1.1,1.210859430402,0,"Almond","Marta","baseline","scarce"
-1,1.40902462352179,0,"Almond","Marta","baseline","scarce"
-0.899999999999999,1.63806225269228,0,"Almond","Marta","baseline","scarce"
-0.8,1.90230068922024,0,"Almond","Marta","baseline","scarce"
-0.7,2.20696824146311,0,"Almond","Marta","baseline","scarce"
-0.6,2.55648231923576,0,"Almond","Marta","baseline","scarce"
-0.5,2.95688587234937,0,"Almond","Marta","baseline","scarce"
-0.399999999999999,3.41422169312203,0,"Almond","Marta","baseline","scarce"
-0.3,3.93483079736391,0,"Almond","Marta","baseline","scarce"
-0.199999999999999,4.5252304910022,0,"Almond","Marta","baseline","scarce"
-0.0999999999999996,5.19194558262339,0,"Almond","Marta","baseline","scarce"
0,5.94128778025473,0,"Almond","Marta","baseline","scarce"
0.100000000000001,6.78054718258107,0,"Almond","Marta","baseline","scarce"
0.2,7.71202399088874,0,"Almond","Marta","baseline","scarce"
0.300000000000001,8.74082321266972,0,"Almond","Marta","baseline","scarce"
0.4,9.86921053265474,0,"Almond","Marta","baseline","scarce"
0.5,11.0974953002335,0,"Almond","Marta","baseline","scarce"
0.600000000000001,12.4236804779674,0,"Almond","Marta","baseline","scarce"
0.7,13.8431902496242,0,"Almond","Marta","baseline","scarce"
0.800000000000001,15.3487169670891,0,"Almond","Marta","baseline","scarce"
0.9,16.9341066697414,0,"Almond","Marta","baseline","scarce"
1,18.5794354661079,0,"Almond","Marta","baseline","scarce"
1.1,20.273428677626,0,"Almond","Marta","baseline","scarce"
1.2,21.9996966006176,0,"Almond","Marta","baseline","scarce"
1.3,23.7408917654913,0,"Almond","Marta","baseline","scarce"
1.4,25.4794577581961,0,"Almond","Marta","baseline","scarce"
1.5,27.1983847506255,0,"Almond","Marta","baseline","scarce"
1.6,28.8819039469834,0,"Almond","Marta","baseline","scarce"
1.7,30.5160634023775,0,"Almond","Marta","baseline","scarce"
1.8,31.6916007703794,0,"Almond","Marta","baseline","scarce"
1.9,31.719770863267,0,"Almond","Marta","baseline","scarce"
2,31.7696595154993,0,"Almond","Marta","baseline","scarce"
2.1,31.8244980940781,0,"Almond","Marta","baseline","scarce"
2.2,31.8816526007415,0,"Almond","Marta","baseline","scarce"
2.3,32.038422366082,0,"Almond","Marta","baseline","scarce"
2.4,32.134016006583,0,"Almond","Marta","baseline","scarce"
2.5,32.3044575385184,0,"Almond","Marta","baseline","scarce"
2.6,32.2772699790965,0,"Almond","Marta","baseline","scarce"
2.7,32.5709622988438,0,"Almond","Marta","baseline","scarce"
2.8,32.5747504948945,0,"Almond","Marta","baseline","scarce"
2.9,32.8349815507756,0,"Almond","Marta","baseline","scarce"
3,32.9496016141313,0,"Almond","Marta","baseline","scarce"
3.1,33.1819982314943,0,"Almond","Marta","baseline","scarce"
3.2,33.2928796280742,0,"Almond","Marta","baseline","scarce"
3.3,33.5831105855045,0,"Almond","Marta","baseline","scarce"
3.4,33.8560105422717,0,"Almond","Marta","baseline","scarce"
3.5,34.3045634747732,0,"Almond","Marta","baseline","scarce"
3.6,34.5050663602047,0,"Almond","Marta","baseline","scarce"
3.7,34.7967567789704,0,"Almond","Marta","baseline","scarce"
3.8,35.4558562567327,0,"Almond","Marta","baseline","scarce"
3.9,35.8272456676002,0,"Almond","Marta","baseline","scarce"
4,35.9190558986248,0,"Almond","Marta","baseline","scarce"
4.1,36.026584665591,5.59490948632835e-05,"Almond","Marta","baseline","scarce"
4.2,36.6977534732725,0.000223783858248339,"Almond","Marta","baseline","scarce"
4.3,37.1677029100918,0.00050346672934265,"Almond","Marta","baseline","scarce"
4.4,37.4042548582543,0.000894935116132423,"Almond","Marta","baseline","scarce"
4.5,38.1056471519524,0.00139810140940994,"Almond","Marta","baseline","scarce"
4.6,38.7730239861502,0.00201285300238047,"Almond","Marta","baseline","scarce"
4.7,38.5913251369234,0.00273905231586336,"Almond","Marta","baseline","scarce"
4.8,38.8472063451046,0.00357653682908138,"Almond","Marta","baseline","scarce"
4.9,38.9254910156196,0.00452511911603259,"Almond","Marta","baseline","scarce"
5,39.4446342637257,0.00558458688743574,"Almond","Marta","baseline","scarce"
5.1,40.1640312369978,0.00675470303823927,"Almond","Marta","baseline","scarce"
5.2,40.5883169167147,0.00803520570068517,"Almond","Marta","baseline","scarce"
5.3,40.9670306125405,0.00942580830291367,"Almond","Marta","baseline","scarce"
5.4,40.578658550379,0.0109261996330972,"Almond","Marta","baseline","scarce"
5.5,40.875588101415,0.0125360439090882,"Almond","Marta","baseline","scarce"
5.6,41.139154323808,0.0142549808535663,"Almond","Marta","baseline","scarce"
5.7,41.3728861417142,0.0160826257746668,"Almond","Marta","baseline","scarce"
5.8,40.710702422153,0.0180185696520733,"Almond","Marta","baseline","scarce"
5.9,40.8882454878111,0.0200623792285555,"Almond","Marta","baseline","scarce"
6,41.044383065975,0.0222135971069296,"Almond","Marta","baseline","scarce"
6.1,41.1813944346894,0.0244717418524232,"Almond","Marta","baseline","scarce"
