species,cultivar,location,climatic_classification,climatic_data,year,dormancy_break_field,breaking_dormancy_40_baggiolini,begin_flowering_f5,flowering_f50,flowering_f90,end_flowering,ripening,bud_drop,flower_anomaly,spring_frost_damage,productivity,fruit_quality,rootstock,plantation_framework,training_system,irrigation_system,source,comment,country
Apricot,Búlida Precoz,Cieza,,Yes,2011,NA,NA,NA,2/24/2011,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Bergeron,Cieza,,Yes,2011,NA,NA,NA,3/7/2011,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Currot,Cieza,,Yes,2011,NA,NA,NA,2/22/2011,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Currot,Cieza,,Yes,2010,NA,NA,NA,3/4/2010,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Lilly Cot,Cieza,,Yes,2011,NA,NA,NA,2/27/2011,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Orange Red,Cieza,,Yes,2011,NA,NA,NA,3/18/2011,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Dorada,Cieza,,Yes,2011,NA,NA,NA,3/11/2011,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Rojo Pasión,Cieza,,Yes,2011,NA,NA,NA,3/2/2011,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Valorange,Cieza,,Yes,2011,NA,NA,NA,2/28/2011,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Murciana,Cieza,,Yes,2011,NA,NA,NA,2/28/2011,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Mirlo Anaranjado,Cieza,,Yes,2011,NA,NA,NA,2/26/2011,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Dorada,Cieza,,Yes,2010,NA,NA,NA,3/26/2010,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Mirlo Anaranjado,Cieza,,Yes,2022,NA,NA,NA,2/26/2022,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Búlida,Cieza,,Yes,2010,NA,NA,NA,3/21/2010,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Micaelo,Cieza,,Yes,2010,NA,NA,NA,3/20/2010,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Micaelo,Cieza,,Yes,2011,NA,NA,NA,2/28/2011,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Mirlo Rojo,Cieza,,Yes,2010,NA,NA,NA,3/16/2010,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Mirlo Rojo,Cieza,,Yes,2011,NA,NA,NA,2/26/2011,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Mirlo Blanco ,Cieza,,Yes,2010,NA,NA,NA,3/13/2010,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Mirlo Blanco ,Cieza,,Yes,2011,NA,NA,NA,2/25/2011,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Mirlo Anaranjado,Cieza,,Yes,2010,NA,NA,NA,3/12/2010,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Rojo Pasión,Cieza,,Yes,2010,NA,NA,NA,3/20/2010,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Sublime,Cieza,,Yes,2011,NA,NA,NA,2/26/2011,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Estrella,Cieza,,Yes,2011,NA,NA,NA,2/27/2011,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Maravilla,Cieza,,Yes,2011,NA,NA,NA,2/27/2011,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Rosa,Cieza,,Yes,2011,NA,NA,NA,2/28/2011,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Toñi,Cieza,,Yes,2011,NA,NA,NA,2/26/2011,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Zaragozano,Cieza,,Yes,2011,NA,NA,NA,2/27/2011,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Valorange,Cieza,,Yes,2003,NA,NA,NA,3/15/2003,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Búlida,Cieza,,Yes,2011,NA,NA,NA,3/4/2011,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Soledane,Cieza,,Yes,2011,NA,NA,NA,2/26/2011,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Bergarouge,Cieza,,Yes,2011,NA,NA,NA,3/17/2011,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Goldrich,Cieza,,Yes,2011,NA,NA,NA,2/28/2011,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Canino,Cieza,,Yes,2004,NA,NA,NA,2/18/2004,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Palstein,Cieza,,Yes,2004,NA,NA,NA,2/17/2004,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Pepito del Rubio,Cieza,,Yes,2004,NA,NA,NA,3/10/2004,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Moniquí,Cieza,,Yes,2004,NA,NA,NA,3/10/2004,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Lito,Cieza,,Yes,2004,NA,NA,NA,3/21/2004,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Valorange,Cieza,,Yes,2004,NA,NA,NA,3/7/2004,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Valorange,Cieza,,Yes,2008,NA,NA,NA,3/1/2008,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Búlida Precoz,Cieza,,Yes,2008,NA,NA,NA,2/15/2008,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Soledane,Cieza,,Yes,2008,NA,NA,NA,2/26/2008,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Bergarouge,Cieza,,Yes,2008,NA,NA,NA,3/12/2008,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Sublime,Cieza,,Yes,2008,NA,NA,NA,2/28/2008,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Estrella,Cieza,,Yes,2008,NA,NA,NA,2/26/2008,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Palstein,Cieza,,Yes,2008,NA,NA,NA,2/23/2008,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Pepito del Rubio,Cieza,,Yes,2008,NA,NA,NA,3/3/2008,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Moniquí,Cieza,,Yes,2008,NA,NA,NA,3/4/2008,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Lito,Cieza,,Yes,2008,NA,NA,NA,3/16/2008,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Estrella,Cieza,,Yes,2009,NA,NA,NA,2/19/2009,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Sublime,Cieza,,Yes,2009,NA,NA,NA,2/18/2009,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Pepito del Rubio,Cieza,,Yes,2009,NA,NA,NA,3/8/2009,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Moniquí,Cieza,,Yes,2009,NA,NA,NA,3/8/2009,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Palstein,Cieza,,Yes,2009,NA,NA,NA,2/14/2009,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Búlida Precoz,Cieza,,Yes,2009,NA,NA,NA,2/14/2009,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Soledane,Cieza,,Yes,2009,NA,NA,NA,2/20/2009,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Bergarouge,Cieza,,Yes,2009,NA,NA,NA,3/11/2009,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Rojo Pasión,Cieza,,Yes,2002,NA,NA,NA,3/6/2002,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Selene,Cieza,,Yes,2002,NA,NA,NA,3/5/2002,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Soledane,Cieza,,Yes,2007,NA,NA,NA,2/26/2007,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Bergarouge,Cieza,,Yes,2007,NA,NA,NA,3/15/2007,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Búlida Precoz,Cieza,,Yes,2007,NA,NA,NA,2/25/2007,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Pepito del Rubio,Cieza,,Yes,2007,NA,NA,NA,3/2/2007,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Lito,Cieza,,Yes,2007,NA,NA,NA,3/16/2007,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Moniquí,Cieza,,Yes,2007,NA,NA,NA,3/1/2007,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Palstein,Cieza,,Yes,2007,NA,NA,NA,2/26/2007,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Goldrich,Cieza,,Yes,2007,NA,NA,NA,3/12/2007,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Stark E. Orange,Cieza,,Yes,2007,NA,NA,NA,3/28/2007,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Valorange,Cieza,,Yes,2010,NA,NA,NA,3/19/2010,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Murciana,Cieza,,Yes,2010,NA,NA,NA,3/20/2010,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Estrella,Cieza,,Yes,2010,NA,NA,NA,3/21/2010,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Sublime,Cieza,,Yes,2010,NA,NA,NA,3/20/2010,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Canino,Cieza,,Yes,2010,NA,NA,NA,3/13/2010,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Orange Red,Cieza,,Yes,2010,NA,NA,NA,3/22/2010,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Moniquí,Cieza,,Yes,2010,NA,NA,NA,3/23/2010,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Bergeron,Cieza,,Yes,2010,NA,NA,NA,3/24/2010,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Lito,Cieza,,Yes,2010,NA,NA,NA,4/1/2010,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Palstein,Cieza,,Yes,2010,NA,NA,NA,3/5/2010,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Búlida Precoz,Cieza,,Yes,2010,NA,NA,NA,3/4/2010,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Bergarouge,Cieza,,Yes,2010,NA,NA,NA,4/3/2010,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Soledane,Cieza,,Yes,2010,NA,NA,NA,3/17/2010,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Mirlo Anaranjado,Cieza,,Yes,2009,NA,NA,NA,2/20/2009,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Estrella,Cieza,,Yes,2006,NA,NA,NA,3/7/2006,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Sublime,Cieza,,Yes,2006,NA,NA,NA,3/6/2006,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Maravilla,Cieza,,Yes,2006,NA,NA,NA,3/7/2006,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Búlida Precoz,Cieza,,Yes,2006,NA,NA,NA,2/5/2006,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Moniquí,Cieza,,Yes,2006,NA,NA,NA,3/9/2006,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Pepito del Rubio,Cieza,,Yes,2006,NA,NA,NA,3/8/2006,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Bergeron,Cieza,,Yes,2006,NA,NA,NA,3/10/2006,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Lito,Cieza,,Yes,2006,NA,NA,NA,3/10/2006,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Palstein,Cieza,,Yes,2006,NA,NA,NA,2/26/2006,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Soledane,Cieza,,Yes,2006,NA,NA,NA,3/7/2006,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Bergarouge,Cieza,,Yes,2006,NA,NA,NA,3/10/2006,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Sublime,Cieza,,Yes,2012,NA,NA,NA,3/14/2012,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Estrella,Cieza,,Yes,2012,NA,NA,NA,3/15/2012,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Maravilla,Cieza,,Yes,2012,NA,NA,NA,3/14/2012,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Currot,Cieza,,Yes,2012,NA,NA,NA,2/25/2012,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Búlida Precoz,Cieza,,Yes,2012,NA,NA,NA,3/1/2012,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Bergarouge,Cieza,,Yes,2012,NA,NA,NA,3/26/2012,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Búlida,Cieza,,Yes,2012,NA,NA,NA,3/14/2012,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Goldrich,Cieza,,Yes,2012,NA,NA,NA,3/16/2012,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Orange Red,Cieza,,Yes,2012,NA,NA,NA,3/19/2012,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Bergeron,Cieza,,Yes,2012,NA,NA,NA,3/26/2012,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Rojo Pasión,Cieza,,Yes,2012,NA,NA,NA,3/16/2012,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Valorange,Cieza,,Yes,2012,NA,NA,NA,3/14/2012,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Murciana,Cieza,,Yes,2012,NA,NA,NA,3/14/2012,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Dorada,Cieza,,Yes,2012,NA,NA,NA,3/26/2012,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Moniquí,Cieza,,Yes,2012,NA,NA,NA,3/19/2012,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Pepito del Rubio,Cieza,,Yes,2012,NA,NA,NA,3/17/2012,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Palstein,Cieza,,Yes,2012,NA,NA,NA,3/13/2012,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Soledane,Cieza,,Yes,2012,NA,NA,NA,3/12/2012,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Sublime,Cieza,,Yes,2013,NA,NA,NA,3/4/2013,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Estrella,Cieza,,Yes,2013,NA,NA,NA,3/7/2013,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Currot,Cieza,,Yes,2013,NA,NA,NA,2/12/2013,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Búlida Precoz,Cieza,,Yes,2013,NA,NA,NA,2/12/2013,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Bergarouge,Cieza,,Yes,2013,NA,NA,NA,3/26/2013,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Búlida,Cieza,,Yes,2013,NA,NA,NA,3/9/2013,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Goldrich,Cieza,,Yes,2013,NA,NA,NA,3/21/2013,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Orange Red,Cieza,,Yes,2013,NA,NA,NA,3/25/2013,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Bergeron,Cieza,,Yes,2013,NA,NA,NA,3/22/2013,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Rojo Pasión,Cieza,,Yes,2013,NA,NA,NA,3/9/2013,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Valorange,Cieza,,Yes,2013,NA,NA,NA,3/9/2013,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Murciana,Cieza,,Yes,2013,NA,NA,NA,3/10/2013,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Dorada,Cieza,,Yes,2013,NA,NA,NA,3/26/2013,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Pepito del Rubio,Cieza,,Yes,2013,NA,NA,NA,3/10/2013,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Palstein,Cieza,,Yes,2013,NA,NA,NA,2/23/2013,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Canino,Cieza,,Yes,2013,NA,NA,NA,2/27/2013,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Sublime,Cieza,,Yes,2014,NA,NA,NA,5/24/2014,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Estrella,Cieza,,Yes,2014,NA,NA,NA,3/2/2014,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Maravilla,Cieza,,Yes,2014,NA,NA,NA,3/7/2014,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Currot,Cieza,,Yes,2014,NA,NA,NA,2/15/2014,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Búlida Precoz,Cieza,,Yes,2014,NA,NA,NA,2/20/2014,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Bergarouge,Cieza,,Yes,2014,NA,NA,NA,3/16/2014,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Búlida,Cieza,,Yes,2014,NA,NA,NA,3/5/2014,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Goldrich,Cieza,,Yes,2014,NA,NA,NA,3/13/2014,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Orange Red,Cieza,,Yes,2014,NA,NA,NA,3/11/2014,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Bergeron,Cieza,,Yes,2014,NA,NA,NA,3/10/2014,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Rojo Pasión,Cieza,,Yes,2014,NA,NA,NA,3/4/2014,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Valorange,Cieza,,Yes,2014,NA,NA,NA,3/8/2014,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Murciana,Cieza,,Yes,2014,NA,NA,NA,3/8/2014,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Dorada,Cieza,,Yes,2014,NA,NA,NA,3/12/2014,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Magic cot,Cieza,,Yes,2014,NA,NA,NA,3/2/2014,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Lilly Cot,Cieza,,Yes,2014,NA,NA,NA,3/3/2014,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Moniquí,Cieza,,Yes,2014,NA,NA,NA,3/5/2014,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Pepito del Rubio,Cieza,,Yes,2014,NA,NA,NA,3/6/2014,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Palstein,Cieza,,Yes,2014,NA,NA,NA,2/20/2014,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Soledane,Cieza,,Yes,2014,NA,NA,NA,2/26/2014,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Sublime,Cieza,,Yes,2015,NA,NA,NA,3/27/2015,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Estrella,Cieza,,Yes,2015,NA,NA,NA,3/7/2015,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Maravilla,Cieza,,Yes,2015,NA,NA,NA,3/8/2015,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Currot,Cieza,,Yes,2015,NA,NA,NA,2/26/2015,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Bergarouge,Cieza,,Yes,2015,NA,NA,NA,3/13/2015,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Búlida,Cieza,,Yes,2015,NA,NA,NA,3/9/2015,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Goldrich,Cieza,,Yes,2015,NA,NA,NA,3/10/2015,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Orange Red,Cieza,,Yes,2015,NA,NA,NA,3/11/2015,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Bergeron,Cieza,,Yes,2015,NA,NA,NA,3/11/2015,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Rojo Pasión,Cieza,,Yes,2015,NA,NA,NA,3/8/2015,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Valorange,Cieza,,Yes,2015,NA,NA,NA,3/7/2015,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Murciana,Cieza,,Yes,2015,NA,NA,NA,3/8/2015,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Dorada,Cieza,,Yes,2015,NA,NA,NA,3/12/2015,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Magic cot,Cieza,,Yes,2015,NA,NA,NA,3/7/2015,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Lilly Cot,Cieza,,Yes,2015,NA,NA,NA,3/6/2015,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Moniquí,Cieza,,Yes,2015,NA,NA,NA,3/8/2015,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Pepito del Rubio,Cieza,,Yes,2015,NA,NA,NA,3/8/2015,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Palstein,Cieza,,Yes,2015,NA,NA,NA,3/4/2015,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Canino,Cieza,,Yes,2014,NA,NA,NA,3/6/2014,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Soledane,Cieza,,Yes,2015,NA,NA,NA,3/4/2015,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Rojo Pasión Precoz,Cieza,,Yes,2016,NA,NA,NA,3/2/2016,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Micaelo,Cieza,,Yes,2016,NA,NA,NA,3/13/2016,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Selene,Cieza,,Yes,2018,NA,NA,NA,3/8/2018,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Lilly Cot,Cieza,,Yes,2012,NA,NA,NA,3/13/2012,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Magic cot,Cieza,,Yes,2012,NA,NA,NA,3/14/2012,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Lilly Cot,Cieza,,Yes,2013,NA,NA,NA,3/8/2013,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Apricot,Magic cot,Cieza,,Yes,2013,NA,NA,NA,3/7/2013,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Peach,Garofa,Cieza,,,2021,NA,NA,NA,2/15/2021,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Peach,Carioca,Cieza,,,2021,NA,NA,NA,2/22/2021,NA,NA,NA,NA,,NA,NA,NA,,,,,,,Spain
Peach,Garofa,Cieza,,,2022,NA,NA,NA,1/3/2022,NA,NA,NA,NA,10-Feb,NA,NA,NA,,,,,,,Spain
Peach,Fideone,Cieza,,,2022,NA,NA,NA,1/24/2022,NA,NA,NA,NA,Dato F50 raro verificar,NA,NA,NA,,,,,,,Spain
Peach,Carioca,Cieza,,,2022,NA,NA,NA,1/31/2022,NA,NA,NA,NA,24-Feb,NA,NA,NA,,,,,,,Spain
Peach,UFO3,Cieza,,,2022,NA,NA,NA,2/7/2022,NA,NA,NA,NA,28-Feb,NA,NA,NA,,,,,,,Spain
Peach,Flordastar,Mornag,Warm,Yes,1998,NA,NA,NA,2/2/1998,NA,NA,5/5/1998,NA,,NA,NA,NA,,,,,,,Tunisia
Peach,Royal Glory,Mornag,Warm,Yes,1998,NA,NA,NA,3/16/1998,NA,NA,6/21/1998,NA,,NA,NA,NA,,,,,,,Tunisia
Peach,Carnival,Mornag,Warm,Yes,1998,NA,NA,NA,3/23/1998,NA,NA,8/15/1998,NA,,NA,NA,NA,,,,,,,Tunisia
Peach,Flordastar,Mornag,Warm,Yes,1999,NA,NA,NA,2/3/1999,NA,NA,5/6/1999,NA,,NA,NA,NA,,,,,,,Tunisia
Peach,Royal Glory,Mornag,Warm,Yes,1999,NA,NA,NA,3/7/1999,NA,NA,6/13/1999,NA,,NA,NA,NA,,,,,,,Tunisia
Peach,Carnival,Mornag,Warm,Yes,1999,NA,NA,NA,3/18/1999,NA,NA,8/15/1999,NA,,NA,NA,NA,,,,,,,Tunisia
Peach,Flordastar,Mornag,Warm,Yes,2000,NA,NA,NA,2/11/2000,NA,NA,5/5/2000,NA,,NA,NA,NA,,,,,,,Tunisia
Peach,Royal Glory,Mornag,Warm,Yes,2000,NA,NA,NA,3/9/2000,NA,NA,6/10/2000,NA,,NA,NA,NA,,,,,,,Tunisia
Peach,Carnival,Mornag,Warm,Yes,2000,NA,NA,NA,3/15/2000,NA,NA,7/27/2000,NA,,NA,NA,NA,,,,,,,Tunisia
Peach,Flordastar,Mornag,Warm,Yes,2001,NA,NA,NA,2/2/2001,NA,NA,5/10/2001,NA,,NA,NA,NA,,,,,,,Tunisia
