"species","cultivar","location","year","flowering_f50","yday","cult_loc","r","split","ncal"
"Almond","Tuono","Meknes",1995,"3/5/1995",64,"Tuono-Meknes",1,"Calibration","scarce"
"Almond","Tuono","Meknes",1985,"2/25/1985",56,"Tuono-Meknes",1,"Calibration","scarce"
"Almond","Tuono","Meknes",2005,"2/28/2005",59,"Tuono-Meknes",1,"Calibration","scarce"
"Almond","Tuono","Meknes",1982,"3/2/1982",61,"Tuono-Meknes",1,"Calibration","scarce"
"Almond","Tuono","Meknes",1983,"3/5/1983",64,"Tuono-Meknes",1,"Calibration","scarce"
"Almond","Tuono","Meknes",1999,"3/14/1999",73,"Tuono-Meknes",1,"Calibration","scarce"
"Almond","Tuono","Meknes",1994,"3/4/1994",63,"Tuono-Meknes",1,"Calibration","scarce"
"Almond","Achaak","Santomera",2008,"1/22/2008",22,"Achaak-Santomera",1,"Validation","scarce"
"Almond","Achaak","Santomera",2014,"1/18/2014",18,"Achaak-Santomera",1,"Validation","scarce"
"Almond","Achaak","Santomera",2015,"2/2/2015",33,"Achaak-Santomera",1,"Validation","scarce"
"Almond","Desmayo","Santomera",1997,"1/22/1997",22,"Desmayo-Santomera",1,"Validation","scarce"
"Almond","Desmayo","Santomera",2003,"2/5/2003",36,"Desmayo-Santomera",1,"Validation","scarce"
"Almond","Desmayo","Santomera",2004,"1/22/2004",22,"Desmayo-Santomera",1,"Validation","scarce"
"Almond","Desmayo","Santomera",2005,"1/30/2005",30,"Desmayo-Santomera",1,"Validation","scarce"
"Almond","Desmayo","Santomera",2008,"1/22/2008",22,"Desmayo-Santomera",1,"Validation","scarce"
"Almond","Desmayo","Santomera",2009,"1/26/2009",26,"Desmayo-Santomera",1,"Validation","scarce"
"Almond","Desmayo","Santomera",2010,"2/9/2010",40,"Desmayo-Santomera",1,"Validation","scarce"
"Almond","Desmayo","Santomera",2014,"1/24/2014",24,"Desmayo-Santomera",1,"Validation","scarce"
"Almond","Desmayo","Santomera",2015,"2/7/2015",38,"Desmayo-Santomera",1,"Validation","scarce"
"Almond","Desmayo","Santomera",2017,"1/30/2017",30,"Desmayo-Santomera",1,"Validation","scarce"
"Almond","Desmayo","Santomera",2022,"1/15/2022",15,"Desmayo-Santomera",1,"Validation","scarce"
"Almond","Fasciuneddu","Sfax",1981,"2/28/1981",59,"Fasciuneddu-Sfax",1,"Validation","scarce"
"Almond","Fasciuneddu","Sfax",1986,"2/18/1986",49,"Fasciuneddu-Sfax",1,"Validation","scarce"
"Almond","Fasciuneddu","Sfax",1987,"2/9/1987",40,"Fasciuneddu-Sfax",1,"Validation","scarce"
"Almond","Fasciuneddu","Sfax",1991,"2/16/1991",47,"Fasciuneddu-Sfax",1,"Validation","scarce"
"Almond","Fasciuneddu","Sfax",1995,"2/23/1995",54,"Fasciuneddu-Sfax",1,"Validation","scarce"
"Almond","Fasciuneddu","Sfax",1996,"2/14/1996",45,"Fasciuneddu-Sfax",1,"Validation","scarce"
"Almond","Fasciuneddu","Sfax",1998,"2/15/1998",46,"Fasciuneddu-Sfax",1,"Validation","scarce"
"Almond","Fasciuneddu","Sfax",2003,"2/19/2003",50,"Fasciuneddu-Sfax",1,"Validation","scarce"
"Almond","Fasciuneddu","Sfax",2004,"2/16/2004",47,"Fasciuneddu-Sfax",1,"Validation","scarce"
"Almond","Fasciuneddu","Sfax",2008,"2/13/2008",44,"Fasciuneddu-Sfax",1,"Validation","scarce"
"Almond","Fasciuneddu","Sfax",2012,"3/13/2012",73,"Fasciuneddu-Sfax",1,"Validation","scarce"
"Almond","Fasciuneddu","Sfax",2014,"2/10/2014",41,"Fasciuneddu-Sfax",1,"Validation","scarce"
"Almond","Ferragnes","Meknes",1977,"2/26/1977",57,"Ferragnes-Meknes",1,"Validation","scarce"
"Almond","Ferragnes","Meknes",1979,"2/28/1979",59,"Ferragnes-Meknes",1,"Validation","scarce"
"Almond","Ferragnes","Meknes",1980,"2/28/1980",59,"Ferragnes-Meknes",1,"Validation","scarce"
"Almond","Ferragnes","Meknes",1981,"3/1/1981",60,"Ferragnes-Meknes",1,"Validation","scarce"
"Almond","Ferragnes","Meknes",1982,"3/1/1982",60,"Ferragnes-Meknes",1,"Validation","scarce"
"Almond","Ferragnes","Meknes",1983,"3/2/1983",61,"Ferragnes-Meknes",1,"Validation","scarce"
"Almond","Ferragnes","Meknes",1984,"3/16/1984",76,"Ferragnes-Meknes",1,"Validation","scarce"
"Almond","Ferragnes","Meknes",1987,"3/4/1987",63,"Ferragnes-Meknes",1,"Validation","scarce"
"Almond","Ferragnes","Meknes",1989,"3/2/1989",61,"Ferragnes-Meknes",1,"Validation","scarce"
"Almond","Ferragnes","Meknes",1990,"3/2/1990",61,"Ferragnes-Meknes",1,"Validation","scarce"
"Almond","Ferragnes","Meknes",1991,"3/1/1991",60,"Ferragnes-Meknes",1,"Validation","scarce"
"Almond","Ferragnes","Meknes",1993,"3/4/1993",63,"Ferragnes-Meknes",1,"Validation","scarce"
"Almond","Ferragnes","Meknes",1994,"3/2/1994",61,"Ferragnes-Meknes",1,"Validation","scarce"
"Almond","Ferragnes","Meknes",1995,"3/3/1995",62,"Ferragnes-Meknes",1,"Validation","scarce"
"Almond","Ferragnes","Meknes",1996,"3/3/1996",63,"Ferragnes-Meknes",1,"Validation","scarce"
"Almond","Ferragnes","Meknes",1999,"3/10/1999",69,"Ferragnes-Meknes",1,"Validation","scarce"
"Almond","Ferragnes","Meknes",2000,"2/21/2000",52,"Ferragnes-Meknes",1,"Validation","scarce"
"Almond","Ferragnes","Meknes",2001,"2/27/2001",58,"Ferragnes-Meknes",1,"Validation","scarce"
"Almond","Ferragnes","Meknes",2003,"3/2/2003",61,"Ferragnes-Meknes",1,"Validation","scarce"
"Almond","Ferragnes","Meknes",2004,"3/2/2004",62,"Ferragnes-Meknes",1,"Validation","scarce"
"Almond","Ferragnes","Meknes",2005,"3/1/2005",60,"Ferragnes-Meknes",1,"Validation","scarce"
"Almond","Ferragnes","Meknes",2006,"3/4/2006",63,"Ferragnes-Meknes",1,"Validation","scarce"
"Almond","Ferragnes","Meknes",2007,"3/10/2007",69,"Ferragnes-Meknes",1,"Validation","scarce"
"Almond","Ferragnes","Meknes",2009,"2/24/2009",55,"Ferragnes-Meknes",1,"Validation","scarce"
"Almond","Ferragnes","Meknes",2010,"3/5/2010",64,"Ferragnes-Meknes",1,"Validation","scarce"
"Almond","Ferragnes","Meknes",2012,"3/12/2012",72,"Ferragnes-Meknes",1,"Validation","scarce"
"Almond","Ferragnes","Meknes",2013,"3/3/2013",62,"Ferragnes-Meknes",1,"Validation","scarce"
"Almond","Ferragnes","Meknes",2014,"3/2/2014",61,"Ferragnes-Meknes",1,"Validation","scarce"
"Almond","Marcona","Meknes",1977,"2/10/1977",41,"Marcona-Meknes",1,"Validation","scarce"
"Almond","Marcona","Meknes",1979,"2/12/1979",43,"Marcona-Meknes",1,"Validation","scarce"
"Almond","Marcona","Meknes",1980,"2/14/1980",45,"Marcona-Meknes",1,"Validation","scarce"
"Almond","Marcona","Meknes",1981,"2/17/1981",48,"Marcona-Meknes",1,"Validation","scarce"
"Almond","Marcona","Meknes",1982,"2/18/1982",49,"Marcona-Meknes",1,"Validation","scarce"
"Almond","Marcona","Meknes",1983,"2/19/1983",50,"Marcona-Meknes",1,"Validation","scarce"
"Almond","Marcona","Meknes",1984,"3/4/1984",64,"Marcona-Meknes",1,"Validation","scarce"
"Almond","Marcona","Meknes",1987,"2/25/1987",56,"Marcona-Meknes",1,"Validation","scarce"
"Almond","Marcona","Meknes",1989,"2/22/1989",53,"Marcona-Meknes",1,"Validation","scarce"
"Almond","Marcona","Meknes",1990,"2/20/1990",51,"Marcona-Meknes",1,"Validation","scarce"
"Almond","Marcona","Meknes",1991,"2/20/1991",51,"Marcona-Meknes",1,"Validation","scarce"
"Almond","Marcona","Meknes",1993,"3/4/1993",63,"Marcona-Meknes",1,"Validation","scarce"
"Almond","Marcona","Meknes",1994,"3/1/1994",60,"Marcona-Meknes",1,"Validation","scarce"
"Almond","Marcona","Meknes",1995,"3/2/1995",61,"Marcona-Meknes",1,"Validation","scarce"
"Almond","Marcona","Meknes",1996,"3/2/1996",62,"Marcona-Meknes",1,"Validation","scarce"
"Almond","Marcona","Meknes",1999,"3/5/1999",64,"Marcona-Meknes",1,"Validation","scarce"
"Almond","Marcona","Meknes",2000,"2/7/2000",38,"Marcona-Meknes",1,"Validation","scarce"
"Almond","Marcona","Meknes",2001,"2/5/2001",36,"Marcona-Meknes",1,"Validation","scarce"
"Almond","Marcona","Meknes",2003,"2/12/2003",43,"Marcona-Meknes",1,"Validation","scarce"
"Almond","Marcona","Meknes",2004,"2/15/2004",46,"Marcona-Meknes",1,"Validation","scarce"
"Almond","Marcona","Meknes",2005,"2/13/2005",44,"Marcona-Meknes",1,"Validation","scarce"
"Almond","Marcona","Meknes",2006,"2/15/2006",46,"Marcona-Meknes",1,"Validation","scarce"
"Almond","Marcona","Meknes",2007,"2/25/2007",56,"Marcona-Meknes",1,"Validation","scarce"
"Almond","Marcona","Meknes",2009,"2/10/2009",41,"Marcona-Meknes",1,"Validation","scarce"
"Almond","Marcona","Meknes",2010,"2/17/2010",48,"Marcona-Meknes",1,"Validation","scarce"
"Almond","Marcona","Meknes",2012,"2/20/2012",51,"Marcona-Meknes",1,"Validation","scarce"
"Almond","Marcona","Meknes",2013,"2/14/2013",45,"Marcona-Meknes",1,"Validation","scarce"
"Almond","Marcona","Meknes",2014,"2/16/2014",47,"Marcona-Meknes",1,"Validation","scarce"
"Almond","Marta","Santomera",2009,"2/12/2009",43,"Marta-Santomera",1,"Validation","scarce"
"Almond","Marta","Santomera",2013,"2/9/2013",40,"Marta-Santomera",1,"Validation","scarce"
"Almond","Marta","Santomera",2015,"2/27/2015",58,"Marta-Santomera",1,"Validation","scarce"
"Almond","Marta","Santomera",2020,"2/10/2020",41,"Marta-Santomera",1,"Validation","scarce"
"Almond","Mazzetto","Sfax",1981,"3/9/1981",68,"Mazzetto-Sfax",1,"Validation","scarce"
"Almond","Mazzetto","Sfax",1986,"3/4/1986",63,"Mazzetto-Sfax",1,"Validation","scarce"
"Almond","Mazzetto","Sfax",1987,"2/26/1987",57,"Mazzetto-Sfax",1,"Validation","scarce"
"Almond","Mazzetto","Sfax",1991,"3/5/1991",64,"Mazzetto-Sfax",1,"Validation","scarce"
"Almond","Mazzetto","Sfax",1995,"3/1/1995",60,"Mazzetto-Sfax",1,"Validation","scarce"
"Almond","Mazzetto","Sfax",1996,"3/13/1996",73,"Mazzetto-Sfax",1,"Validation","scarce"
"Almond","Mazzetto","Sfax",1998,"3/11/1998",70,"Mazzetto-Sfax",1,"Validation","scarce"
"Almond","Mazzetto","Sfax",2003,"3/18/2003",77,"Mazzetto-Sfax",1,"Validation","scarce"
"Almond","Mazzetto","Sfax",2004,"3/2/2004",62,"Mazzetto-Sfax",1,"Validation","scarce"
"Almond","Mazzetto","Sfax",2008,"3/1/2008",61,"Mazzetto-Sfax",1,"Validation","scarce"
"Almond","Mazzetto","Sfax",2012,"3/18/2012",78,"Mazzetto-Sfax",1,"Validation","scarce"
"Almond","Mazzetto","Sfax",2014,"2/26/2014",57,"Mazzetto-Sfax",1,"Validation","scarce"
"Almond","Nonpareil","Sfax",1981,"3/5/1981",64,"Nonpareil-Sfax",1,"Validation","scarce"
"Almond","Nonpareil","Sfax",1986,"2/25/1986",56,"Nonpareil-Sfax",1,"Validation","scarce"
"Almond","Nonpareil","Sfax",1987,"2/21/1987",52,"Nonpareil-Sfax",1,"Validation","scarce"
"Almond","Nonpareil","Sfax",1991,"3/1/1991",60,"Nonpareil-Sfax",1,"Validation","scarce"
"Almond","Nonpareil","Sfax",1995,"2/23/1995",54,"Nonpareil-Sfax",1,"Validation","scarce"
"Almond","Nonpareil","Sfax",1996,"2/22/1996",53,"Nonpareil-Sfax",1,"Validation","scarce"
"Almond","Nonpareil","Sfax",1998,"2/27/1998",58,"Nonpareil-Sfax",1,"Validation","scarce"
"Almond","Nonpareil","Sfax",2003,"3/18/2003",77,"Nonpareil-Sfax",1,"Validation","scarce"
"Almond","Nonpareil","Sfax",2004,"2/24/2004",55,"Nonpareil-Sfax",1,"Validation","scarce"
"Almond","Nonpareil","Sfax",2006,"3/1/2006",60,"Nonpareil-Sfax",1,"Validation","scarce"
"Almond","Nonpareil","Sfax",2012,"3/7/2012",67,"Nonpareil-Sfax",1,"Validation","scarce"
"Almond","Nonpareil","Sfax",2015,"2/15/2015",46,"Nonpareil-Sfax",1,"Validation","scarce"
"Almond","Nonpareil","Sfax",2016,"3/5/2016",65,"Nonpareil-Sfax",1,"Validation","scarce"
"Almond","Tuono","Meknes",1974,"2/28/1974",59,"Tuono-Meknes",1,"Validation","scarce"
"Almond","Tuono","Meknes",1976,"3/5/1976",65,"Tuono-Meknes",1,"Validation","scarce"
"Almond","Tuono","Meknes",1977,"2/25/1977",56,"Tuono-Meknes",1,"Validation","scarce"
"Almond","Tuono","Meknes",1978,"2/28/1978",59,"Tuono-Meknes",1,"Validation","scarce"
"Almond","Tuono","Meknes",1979,"2/27/1979",58,"Tuono-Meknes",1,"Validation","scarce"
"Almond","Tuono","Meknes",1980,"2/21/1980",52,"Tuono-Meknes",1,"Validation","scarce"
"Almond","Tuono","Meknes",1981,"2/28/1981",59,"Tuono-Meknes",1,"Validation","scarce"
"Almond","Tuono","Meknes",1984,"3/18/1984",78,"Tuono-Meknes",1,"Validation","scarce"
"Almond","Tuono","Meknes",1986,"3/6/1986",65,"Tuono-Meknes",1,"Validation","scarce"
"Almond","Tuono","Meknes",1987,"3/1/1987",60,"Tuono-Meknes",1,"Validation","scarce"
"Almond","Tuono","Meknes",1988,"3/2/1988",62,"Tuono-Meknes",1,"Validation","scarce"
"Almond","Tuono","Meknes",1990,"3/6/1990",65,"Tuono-Meknes",1,"Validation","scarce"
"Almond","Tuono","Meknes",1991,"3/6/1991",65,"Tuono-Meknes",1,"Validation","scarce"
"Almond","Tuono","Meknes",1992,"2/24/1992",55,"Tuono-Meknes",1,"Validation","scarce"
"Almond","Tuono","Meknes",1993,"3/7/1993",66,"Tuono-Meknes",1,"Validation","scarce"
"Almond","Tuono","Meknes",1996,"3/6/1996",66,"Tuono-Meknes",1,"Validation","scarce"
"Almond","Tuono","Meknes",1997,"3/4/1997",63,"Tuono-Meknes",1,"Validation","scarce"
"Almond","Tuono","Meknes",1998,"3/10/1998",69,"Tuono-Meknes",1,"Validation","scarce"
"Almond","Tuono","Meknes",2000,"2/25/2000",56,"Tuono-Meknes",1,"Validation","scarce"
"Almond","Tuono","Meknes",2001,"2/28/2001",59,"Tuono-Meknes",1,"Validation","scarce"
"Almond","Tuono","Meknes",2002,"3/1/2002",60,"Tuono-Meknes",1,"Validation","scarce"
"Almond","Tuono","Meknes",2003,"3/3/2003",62,"Tuono-Meknes",1,"Validation","scarce"
"Almond","Tuono","Meknes",2004,"3/1/2004",61,"Tuono-Meknes",1,"Validation","scarce"
"Almond","Tuono","Meknes",2006,"3/1/2006",60,"Tuono-Meknes",1,"Validation","scarce"
"Almond","Tuono","Meknes",2007,"3/12/2007",71,"Tuono-Meknes",1,"Validation","scarce"
"Almond","Tuono","Meknes",2008,"3/2/2008",62,"Tuono-Meknes",1,"Validation","scarce"
"Almond","Tuono","Meknes",2009,"2/22/2009",53,"Tuono-Meknes",1,"Validation","scarce"
"Almond","Tuono","Meknes",2010,"3/1/2010",60,"Tuono-Meknes",1,"Validation","scarce"
"Almond","Tuono","Meknes",2011,"3/4/2011",63,"Tuono-Meknes",1,"Validation","scarce"
"Almond","Tuono","Meknes",2013,"2/26/2013",57,"Tuono-Meknes",1,"Validation","scarce"
"Almond","Tuono","Meknes",2014,"2/28/2014",59,"Tuono-Meknes",1,"Validation","scarce"
"Almond","Achaak","Santomera",2008,"1/22/2008",22,"Achaak-Santomera",1,"Validation","full"
"Almond","Achaak","Santomera",2014,"1/18/2014",18,"Achaak-Santomera",1,"Validation","full"
"Almond","Achaak","Santomera",2015,"2/2/2015",33,"Achaak-Santomera",1,"Validation","full"
"Almond","Desmayo","Santomera",1997,"1/22/1997",22,"Desmayo-Santomera",1,"Validation","full"
"Almond","Desmayo","Santomera",2008,"1/22/2008",22,"Desmayo-Santomera",1,"Validation","full"
"Almond","Desmayo","Santomera",2009,"1/26/2009",26,"Desmayo-Santomera",1,"Validation","full"
"Almond","Desmayo","Santomera",2015,"2/7/2015",38,"Desmayo-Santomera",1,"Validation","full"
"Almond","Desmayo","Santomera",2017,"1/30/2017",30,"Desmayo-Santomera",1,"Validation","full"
"Almond","Desmayo","Santomera",2022,"1/15/2022",15,"Desmayo-Santomera",1,"Validation","full"
"Almond","Fasciuneddu","Sfax",1981,"2/28/1981",59,"Fasciuneddu-Sfax",1,"Validation","full"
"Almond","Fasciuneddu","Sfax",1987,"2/9/1987",40,"Fasciuneddu-Sfax",1,"Validation","full"
"Almond","Fasciuneddu","Sfax",1995,"2/23/1995",54,"Fasciuneddu-Sfax",1,"Validation","full"
"Almond","Fasciuneddu","Sfax",2003,"2/19/2003",50,"Fasciuneddu-Sfax",1,"Validation","full"
"Almond","Fasciuneddu","Sfax",2004,"2/16/2004",47,"Fasciuneddu-Sfax",1,"Validation","full"
"Almond","Fasciuneddu","Sfax",2012,"3/13/2012",73,"Fasciuneddu-Sfax",1,"Validation","full"
"Almond","Ferragnes","Meknes",1977,"2/26/1977",57,"Ferragnes-Meknes",1,"Validation","full"
"Almond","Ferragnes","Meknes",1980,"2/28/1980",59,"Ferragnes-Meknes",1,"Validation","full"
"Almond","Ferragnes","Meknes",1981,"3/1/1981",60,"Ferragnes-Meknes",1,"Validation","full"
"Almond","Ferragnes","Meknes",1987,"3/4/1987",63,"Ferragnes-Meknes",1,"Validation","full"
"Almond","Ferragnes","Meknes",1995,"3/3/1995",62,"Ferragnes-Meknes",1,"Validation","full"
"Almond","Ferragnes","Meknes",2000,"2/21/2000",52,"Ferragnes-Meknes",1,"Validation","full"
"Almond","Ferragnes","Meknes",2001,"2/27/2001",58,"Ferragnes-Meknes",1,"Validation","full"
"Almond","Ferragnes","Meknes",2006,"3/4/2006",63,"Ferragnes-Meknes",1,"Validation","full"
"Almond","Ferragnes","Meknes",2009,"2/24/2009",55,"Ferragnes-Meknes",1,"Validation","full"
"Almond","Ferragnes","Meknes",2013,"3/3/2013",62,"Ferragnes-Meknes",1,"Validation","full"
"Almond","Marcona","Meknes",1977,"2/10/1977",41,"Marcona-Meknes",1,"Validation","full"
"Almond","Marcona","Meknes",1980,"2/14/1980",45,"Marcona-Meknes",1,"Validation","full"
"Almond","Marcona","Meknes",1981,"2/17/1981",48,"Marcona-Meknes",1,"Validation","full"
"Almond","Marcona","Meknes",1987,"2/25/1987",56,"Marcona-Meknes",1,"Validation","full"
"Almond","Marcona","Meknes",1995,"3/2/1995",61,"Marcona-Meknes",1,"Validation","full"
"Almond","Marcona","Meknes",2000,"2/7/2000",38,"Marcona-Meknes",1,"Validation","full"
"Almond","Marcona","Meknes",2001,"2/5/2001",36,"Marcona-Meknes",1,"Validation","full"
"Almond","Marcona","Meknes",2006,"2/15/2006",46,"Marcona-Meknes",1,"Validation","full"
"Almond","Marcona","Meknes",2009,"2/10/2009",41,"Marcona-Meknes",1,"Validation","full"
"Almond","Marcona","Meknes",2013,"2/14/2013",45,"Marcona-Meknes",1,"Validation","full"
"Almond","Marta","Santomera",2009,"2/12/2009",43,"Marta-Santomera",1,"Validation","full"
"Almond","Marta","Santomera",2013,"2/9/2013",40,"Marta-Santomera",1,"Validation","full"
"Almond","Marta","Santomera",2015,"2/27/2015",58,"Marta-Santomera",1,"Validation","full"
"Almond","Marta","Santomera",2020,"2/10/2020",41,"Marta-Santomera",1,"Validation","full"
"Almond","Mazzetto","Sfax",1981,"3/9/1981",68,"Mazzetto-Sfax",1,"Validation","full"
"Almond","Mazzetto","Sfax",1987,"2/26/1987",57,"Mazzetto-Sfax",1,"Validation","full"
"Almond","Mazzetto","Sfax",1995,"3/1/1995",60,"Mazzetto-Sfax",1,"Validation","full"
"Almond","Mazzetto","Sfax",2003,"3/18/2003",77,"Mazzetto-Sfax",1,"Validation","full"
"Almond","Mazzetto","Sfax",2004,"3/2/2004",62,"Mazzetto-Sfax",1,"Validation","full"
"Almond","Mazzetto","Sfax",2012,"3/18/2012",78,"Mazzetto-Sfax",1,"Validation","full"
"Almond","Nonpareil","Sfax",1981,"3/5/1981",64,"Nonpareil-Sfax",1,"Validation","full"
"Almond","Nonpareil","Sfax",1995,"2/23/1995",54,"Nonpareil-Sfax",1,"Validation","full"
"Almond","Nonpareil","Sfax",2003,"3/18/2003",77,"Nonpareil-Sfax",1,"Validation","full"
"Almond","Nonpareil","Sfax",2004,"2/24/2004",55,"Nonpareil-Sfax",1,"Validation","full"
"Almond","Nonpareil","Sfax",2006,"3/1/2006",60,"Nonpareil-Sfax",1,"Validation","full"
"Almond","Nonpareil","Sfax",2015,"2/15/2015",46,"Nonpareil-Sfax",1,"Validation","full"
"Almond","Tuono","Meknes",1974,"2/28/1974",59,"Tuono-Meknes",1,"Validation","full"
"Almond","Tuono","Meknes",1977,"2/25/1977",56,"Tuono-Meknes",1,"Validation","full"
"Almond","Tuono","Meknes",1978,"2/28/1978",59,"Tuono-Meknes",1,"Validation","full"
"Almond","Tuono","Meknes",1979,"2/27/1979",58,"Tuono-Meknes",1,"Validation","full"
"Almond","Tuono","Meknes",1992,"2/24/1992",55,"Tuono-Meknes",1,"Validation","full"
"Almond","Tuono","Meknes",1993,"3/7/1993",66,"Tuono-Meknes",1,"Validation","full"
"Almond","Tuono","Meknes",2004,"3/1/2004",61,"Tuono-Meknes",1,"Validation","full"
"Almond","Tuono","Meknes",2007,"3/12/2007",71,"Tuono-Meknes",1,"Validation","full"
"Almond","Tuono","Meknes",2009,"2/22/2009",53,"Tuono-Meknes",1,"Validation","full"
"Almond","Tuono","Meknes",2013,"2/26/2013",57,"Tuono-Meknes",1,"Validation","full"
"Almond","Tuono","Meknes",2014,"2/28/2014",59,"Tuono-Meknes",1,"Validation","full"
