"species","cultivar","yday","year","split","ncal","location","loc.year"
"Almond","Mazzetto",61,2008,"Validation","scarce","Sfax","Sfax.2008"
"Almond","Mazzetto",78,2012,"Validation","scarce","Sfax","Sfax.2012"
"Almond","Mazzetto",57,2014,"Validation","scarce","Sfax","Sfax.2014"
"Almond","Nonpareil",64,1981,"Validation","scarce","Sfax","Sfax.1981"
"Almond","Nonpareil",56,1986,"Validation","scarce","Sfax","Sfax.1986"
"Almond","Nonpareil",52,1987,"Validation","scarce","Sfax","Sfax.1987"
"Almond","Nonpareil",60,1991,"Validation","scarce","Sfax","Sfax.1991"
"Almond","Nonpareil",54,1995,"Validation","scarce","Sfax","Sfax.1995"
"Almond","Nonpareil",53,1996,"Validation","scarce","Sfax","Sfax.1996"
"Almond","Nonpareil",58,1998,"Validation","scarce","Sfax","Sfax.1998"
"Almond","Nonpareil",77,2003,"Validation","scarce","Sfax","Sfax.2003"
"Almond","Nonpareil",55,2004,"Validation","scarce","Sfax","Sfax.2004"
"Almond","Nonpareil",60,2006,"Validation","scarce","Sfax","Sfax.2006"
"Almond","Nonpareil",67,2012,"Validation","scarce","Sfax","Sfax.2012"
"Almond","Nonpareil",46,2015,"Validation","scarce","Sfax","Sfax.2015"
"Almond","Nonpareil",65,2016,"Validation","scarce","Sfax","Sfax.2016"
"Almond","Tuono",59,1974,"Validation","scarce","Meknes","Meknes.1974"
"Almond","Tuono",65,1976,"Validation","scarce","Meknes","Meknes.1976"
"Almond","Tuono",56,1977,"Validation","scarce","Meknes","Meknes.1977"
"Almond","Tuono",59,1978,"Validation","scarce","Meknes","Meknes.1978"
"Almond","Tuono",58,1979,"Validation","scarce","Meknes","Meknes.1979"
"Almond","Tuono",52,1980,"Validation","scarce","Meknes","Meknes.1980"
"Almond","Tuono",59,1981,"Validation","scarce","Meknes","Meknes.1981"
"Almond","Tuono",78,1984,"Validation","scarce","Meknes","Meknes.1984"
"Almond","Tuono",65,1986,"Validation","scarce","Meknes","Meknes.1986"
"Almond","Tuono",60,1987,"Validation","scarce","Meknes","Meknes.1987"
"Almond","Tuono",62,1988,"Validation","scarce","Meknes","Meknes.1988"
"Almond","Tuono",65,1990,"Validation","scarce","Meknes","Meknes.1990"
"Almond","Tuono",65,1991,"Validation","scarce","Meknes","Meknes.1991"
"Almond","Tuono",55,1992,"Validation","scarce","Meknes","Meknes.1992"
"Almond","Tuono",66,1993,"Validation","scarce","Meknes","Meknes.1993"
"Almond","Tuono",66,1996,"Validation","scarce","Meknes","Meknes.1996"
"Almond","Tuono",63,1997,"Validation","scarce","Meknes","Meknes.1997"
"Almond","Tuono",69,1998,"Validation","scarce","Meknes","Meknes.1998"
"Almond","Tuono",56,2000,"Validation","scarce","Meknes","Meknes.2000"
"Almond","Tuono",59,2001,"Validation","scarce","Meknes","Meknes.2001"
"Almond","Tuono",60,2002,"Validation","scarce","Meknes","Meknes.2002"
"Almond","Tuono",62,2003,"Validation","scarce","Meknes","Meknes.2003"
"Almond","Tuono",61,2004,"Validation","scarce","Meknes","Meknes.2004"
"Almond","Tuono",60,2006,"Validation","scarce","Meknes","Meknes.2006"
"Almond","Tuono",71,2007,"Validation","scarce","Meknes","Meknes.2007"
"Almond","Tuono",62,2008,"Validation","scarce","Meknes","Meknes.2008"
"Almond","Tuono",53,2009,"Validation","scarce","Meknes","Meknes.2009"
"Almond","Tuono",60,2010,"Validation","scarce","Meknes","Meknes.2010"
"Almond","Tuono",63,2011,"Validation","scarce","Meknes","Meknes.2011"
"Almond","Tuono",57,2013,"Validation","scarce","Meknes","Meknes.2013"
"Almond","Tuono",59,2014,"Validation","scarce","Meknes","Meknes.2014"
"Almond","Achaak",22,2008,"Validation","full","Santomera","Santomera.2008"
"Almond","Achaak",18,2014,"Validation","full","Santomera","Santomera.2014"
"Almond","Achaak",33,2015,"Validation","full","Santomera","Santomera.2015"
"Almond","Desmayo",22,1997,"Validation","full","Santomera","Santomera.1997"
"Almond","Desmayo",22,2008,"Validation","full","Santomera","Santomera.2008"
"Almond","Desmayo",26,2009,"Validation","full","Santomera","Santomera.2009"
"Almond","Desmayo",38,2015,"Validation","full","Santomera","Santomera.2015"
"Almond","Desmayo",30,2017,"Validation","full","Santomera","Santomera.2017"
"Almond","Desmayo",15,2022,"Validation","full","Santomera","Santomera.2022"
"Almond","Fasciuneddu",59,1981,"Validation","full","Sfax","Sfax.1981"
"Almond","Fasciuneddu",40,1987,"Validation","full","Sfax","Sfax.1987"
"Almond","Fasciuneddu",54,1995,"Validation","full","Sfax","Sfax.1995"
"Almond","Fasciuneddu",50,2003,"Validation","full","Sfax","Sfax.2003"
"Almond","Fasciuneddu",47,2004,"Validation","full","Sfax","Sfax.2004"
"Almond","Fasciuneddu",73,2012,"Validation","full","Sfax","Sfax.2012"
"Almond","Ferragnes",57,1977,"Validation","full","Meknes","Meknes.1977"
"Almond","Ferragnes",59,1980,"Validation","full","Meknes","Meknes.1980"
"Almond","Ferragnes",60,1981,"Validation","full","Meknes","Meknes.1981"
"Almond","Ferragnes",63,1987,"Validation","full","Meknes","Meknes.1987"
"Almond","Ferragnes",62,1995,"Validation","full","Meknes","Meknes.1995"
"Almond","Ferragnes",52,2000,"Validation","full","Meknes","Meknes.2000"
"Almond","Ferragnes",58,2001,"Validation","full","Meknes","Meknes.2001"
"Almond","Ferragnes",63,2006,"Validation","full","Meknes","Meknes.2006"
"Almond","Ferragnes",55,2009,"Validation","full","Meknes","Meknes.2009"
"Almond","Ferragnes",62,2013,"Validation","full","Meknes","Meknes.2013"
"Almond","Marcona",41,1977,"Validation","full","Meknes","Meknes.1977"
"Almond","Marcona",45,1980,"Validation","full","Meknes","Meknes.1980"
"Almond","Marcona",48,1981,"Validation","full","Meknes","Meknes.1981"
"Almond","Marcona",56,1987,"Validation","full","Meknes","Meknes.1987"
"Almond","Marcona",61,1995,"Validation","full","Meknes","Meknes.1995"
"Almond","Marcona",38,2000,"Validation","full","Meknes","Meknes.2000"
"Almond","Marcona",36,2001,"Validation","full","Meknes","Meknes.2001"
"Almond","Marcona",46,2006,"Validation","full","Meknes","Meknes.2006"
"Almond","Marcona",41,2009,"Validation","full","Meknes","Meknes.2009"
"Almond","Marcona",45,2013,"Validation","full","Meknes","Meknes.2013"
"Almond","Marta",43,2009,"Validation","full","Santomera","Santomera.2009"
"Almond","Marta",40,2013,"Validation","full","Santomera","Santomera.2013"
"Almond","Marta",58,2015,"Validation","full","Santomera","Santomera.2015"
"Almond","Marta",41,2020,"Validation","full","Santomera","Santomera.2020"
"Almond","Mazzetto",68,1981,"Validation","full","Sfax","Sfax.1981"
"Almond","Mazzetto",57,1987,"Validation","full","Sfax","Sfax.1987"
"Almond","Mazzetto",60,1995,"Validation","full","Sfax","Sfax.1995"
"Almond","Mazzetto",77,2003,"Validation","full","Sfax","Sfax.2003"
"Almond","Mazzetto",62,2004,"Validation","full","Sfax","Sfax.2004"
"Almond","Mazzetto",78,2012,"Validation","full","Sfax","Sfax.2012"
"Almond","Nonpareil",64,1981,"Validation","full","Sfax","Sfax.1981"
"Almond","Nonpareil",54,1995,"Validation","full","Sfax","Sfax.1995"
"Almond","Nonpareil",77,2003,"Validation","full","Sfax","Sfax.2003"
"Almond","Nonpareil",55,2004,"Validation","full","Sfax","Sfax.2004"
"Almond","Nonpareil",60,2006,"Validation","full","Sfax","Sfax.2006"
"Almond","Nonpareil",46,2015,"Validation","full","Sfax","Sfax.2015"
"Almond","Tuono",59,1974,"Validation","full","Meknes","Meknes.1974"
"Almond","Tuono",56,1977,"Validation","full","Meknes","Meknes.1977"
"Almond","Tuono",59,1978,"Validation","full","Meknes","Meknes.1978"
"Almond","Tuono",58,1979,"Validation","full","Meknes","Meknes.1979"
"Almond","Tuono",55,1992,"Validation","full","Meknes","Meknes.1992"
"Almond","Tuono",66,1993,"Validation","full","Meknes","Meknes.1993"
"Almond","Tuono",61,2004,"Validation","full","Meknes","Meknes.2004"
"Almond","Tuono",71,2007,"Validation","full","Meknes","Meknes.2007"
"Almond","Tuono",53,2009,"Validation","full","Meknes","Meknes.2009"
"Almond","Tuono",57,2013,"Validation","full","Meknes","Meknes.2013"
"Almond","Tuono",59,2014,"Validation","full","Meknes","Meknes.2014"
"Apricot","Henderson",73,2006,"Calibration","full","Zaragoza","Zaragoza.2006"
"Apricot","Henderson",75,2021,"Calibration","full","Zaragoza","Zaragoza.2021"
"Apricot","Henderson",67,2019,"Calibration","full","Zaragoza","Zaragoza.2019"
"Apricot","Henderson",75,2020,"Calibration","full","Zaragoza","Zaragoza.2020"
"Apricot","Henderson",76,2012,"Calibration","full","Zaragoza","Zaragoza.2012"
"Apricot","Henderson",68,1999,"Calibration","full","Zaragoza","Zaragoza.1999"
"Apricot","Henderson",83,2004,"Calibration","full","Zaragoza","Zaragoza.2004"
"Apricot","Henderson",77,2015,"Calibration","full","Zaragoza","Zaragoza.2015"
"Apricot","Henderson",74,2001,"Calibration","full","Zaragoza","Zaragoza.2001"
"Apricot","Henderson",76,2014,"Calibration","full","Zaragoza","Zaragoza.2014"
"Apricot","Henderson",60,2000,"Calibration","full","Zaragoza","Zaragoza.2000"
"Apricot","Henderson",84,2010,"Calibration","full","Zaragoza","Zaragoza.2010"
"Apricot","Henderson",78,2003,"Calibration","full","Zaragoza","Zaragoza.2003"
"Apricot","Henderson",80,2005,"Calibration","full","Zaragoza","Zaragoza.2005"
"Apricot","Henderson",61,2002,"Calibration","full","Zaragoza","Zaragoza.2002"
"Apricot","Henderson",77,2015,"Calibration","scarce","Zaragoza","Zaragoza.2015"
"Apricot","Henderson",67,2019,"Calibration","scarce","Zaragoza","Zaragoza.2019"
"Apricot","Henderson",75,2020,"Calibration","scarce","Zaragoza","Zaragoza.2020"
"Apricot","Henderson",84,2010,"Calibration","scarce","Zaragoza","Zaragoza.2010"
"Apricot","Henderson",75,2021,"Calibration","scarce","Zaragoza","Zaragoza.2021"
"Apricot","Henderson",60,2000,"Calibration","scarce","Zaragoza","Zaragoza.2000"
"Apricot","Henderson",74,2001,"Calibration","scarce","Zaragoza","Zaragoza.2001"
"Apricot","Henderson",68,1999,"Calibration","scarce","Zaragoza","Zaragoza.1999"
"Apricot","Henderson",76,2014,"Calibration","scarce","Zaragoza","Zaragoza.2014"
"Apricot","Henderson",83,2004,"Calibration","scarce","Zaragoza","Zaragoza.2004"
"Apricot","Henderson",70,2009,"Validation","full","Zaragoza","Zaragoza.2009"
"Apricot","Henderson",70,2011,"Validation","full","Zaragoza","Zaragoza.2011"
"Apricot","Henderson",82,2013,"Validation","full","Zaragoza","Zaragoza.2013"
"Apricot","Henderson",62,2016,"Validation","full","Zaragoza","Zaragoza.2016"
"Apricot","Henderson",62,2017,"Validation","full","Zaragoza","Zaragoza.2017"
"Apricot","Henderson",79,2018,"Validation","full","Zaragoza","Zaragoza.2018"
"Apricot","Henderson",61,2002,"Validation","scarce","Zaragoza","Zaragoza.2002"
"Apricot","Henderson",78,2003,"Validation","scarce","Zaragoza","Zaragoza.2003"
"Apricot","Henderson",80,2005,"Validation","scarce","Zaragoza","Zaragoza.2005"
"Apricot","Henderson",73,2006,"Validation","scarce","Zaragoza","Zaragoza.2006"
"Apricot","Henderson",70,2009,"Validation","scarce","Zaragoza","Zaragoza.2009"
"Apricot","Henderson",70,2011,"Validation","scarce","Zaragoza","Zaragoza.2011"
"Apricot","Henderson",76,2012,"Validation","scarce","Zaragoza","Zaragoza.2012"
"Apricot","Henderson",82,2013,"Validation","scarce","Zaragoza","Zaragoza.2013"
"Apricot","Henderson",62,2016,"Validation","scarce","Zaragoza","Zaragoza.2016"
"Apricot","Henderson",62,2017,"Validation","scarce","Zaragoza","Zaragoza.2017"
"Apricot","Henderson",79,2018,"Validation","scarce","Zaragoza","Zaragoza.2018"
"Apricot","Harcot",79,2004,"Calibration","full","Zaragoza","Zaragoza.2004"
"Apricot","Harcot",70,2013,"Calibration","full","Zaragoza","Zaragoza.2013"
"Apricot","Harcot",60,2000,"Calibration","full","Zaragoza","Zaragoza.2000"
"Apricot","Harcot",74,2012,"Calibration","full","Zaragoza","Zaragoza.2012"
"Apricot","Harcot",77,2005,"Calibration","full","Zaragoza","Zaragoza.2005"
"Apricot","Harcot",71,2003,"Calibration","full","Zaragoza","Zaragoza.2003"
"Apricot","Harcot",66,2001,"Calibration","full","Zaragoza","Zaragoza.2001"
"Apricot","Harcot",61,2022,"Calibration","full","Zaragoza","Zaragoza.2022"
"Apricot","Harcot",65,2011,"Calibration","full","Zaragoza","Zaragoza.2011"
"Apricot","Harcot",58,2016,"Calibration","full","Zaragoza","Zaragoza.2016"
"Apricot","Harcot",59,2002,"Calibration","full","Zaragoza","Zaragoza.2002"
"Apricot","Harcot",70,2018,"Calibration","full","Zaragoza","Zaragoza.2018"
"Apricot","Harcot",56,2020,"Calibration","full","Zaragoza","Zaragoza.2020"
"Apricot","Harcot",68,2009,"Calibration","full","Zaragoza","Zaragoza.2009"
"Apricot","Harcot",62,2014,"Calibration","full","Zaragoza","Zaragoza.2014"
"Apricot","Harcot",58,2017,"Calibration","full","Zaragoza","Zaragoza.2017"
"Apricot","Harcot",70,2013,"Calibration","scarce","Zaragoza","Zaragoza.2013"
"Apricot","Harcot",61,2022,"Calibration","scarce","Zaragoza","Zaragoza.2022"
"Apricot","Harcot",56,2020,"Calibration","scarce","Zaragoza","Zaragoza.2020"
"Apricot","Harcot",66,2001,"Calibration","scarce","Zaragoza","Zaragoza.2001"
"Apricot","Harcot",58,2016,"Calibration","scarce","Zaragoza","Zaragoza.2016"
"Apricot","Harcot",71,2003,"Calibration","scarce","Zaragoza","Zaragoza.2003"
"Apricot","Harcot",70,2018,"Calibration","scarce","Zaragoza","Zaragoza.2018"
"Apricot","Harcot",65,2011,"Calibration","scarce","Zaragoza","Zaragoza.2011"
"Apricot","Harcot",68,2009,"Calibration","scarce","Zaragoza","Zaragoza.2009"
"Apricot","Harcot",62,2014,"Calibration","scarce","Zaragoza","Zaragoza.2014"
"Apricot","Harcot",68,1999,"Validation","full","Zaragoza","Zaragoza.1999"
"Apricot","Harcot",70,2006,"Validation","full","Zaragoza","Zaragoza.2006"
"Apricot","Harcot",76,2010,"Validation","full","Zaragoza","Zaragoza.2010"
"Apricot","Harcot",72,2015,"Validation","full","Zaragoza","Zaragoza.2015"
"Apricot","Harcot",63,2019,"Validation","full","Zaragoza","Zaragoza.2019"
"Apricot","Harcot",55,2021,"Validation","full","Zaragoza","Zaragoza.2021"
"Apricot","Harcot",68,1999,"Validation","scarce","Zaragoza","Zaragoza.1999"
"Apricot","Harcot",60,2000,"Validation","scarce","Zaragoza","Zaragoza.2000"
"Apricot","Harcot",59,2002,"Validation","scarce","Zaragoza","Zaragoza.2002"
"Apricot","Harcot",79,2004,"Validation","scarce","Zaragoza","Zaragoza.2004"
"Apricot","Harcot",77,2005,"Validation","scarce","Zaragoza","Zaragoza.2005"
"Apricot","Harcot",70,2006,"Validation","scarce","Zaragoza","Zaragoza.2006"
"Apricot","Harcot",76,2010,"Validation","scarce","Zaragoza","Zaragoza.2010"
"Apricot","Harcot",74,2012,"Validation","scarce","Zaragoza","Zaragoza.2012"
"Apricot","Harcot",72,2015,"Validation","scarce","Zaragoza","Zaragoza.2015"
"Apricot","Harcot",58,2017,"Validation","scarce","Zaragoza","Zaragoza.2017"
"Apricot","Harcot",63,2019,"Validation","scarce","Zaragoza","Zaragoza.2019"
"Apricot","Harcot",55,2021,"Validation","scarce","Zaragoza","Zaragoza.2021"
"Apricot","Goldrich",73,2004,"Calibration","full","Zaragoza","Zaragoza.2004"
"Apricot","Goldrich",67,2018,"Calibration","full","Zaragoza","Zaragoza.2018"
"Apricot","Goldrich",69,2012,"Calibration","full","Zaragoza","Zaragoza.2012"
"Apricot","Goldrich",67,2006,"Calibration","full","Zaragoza","Zaragoza.2006"
"Apricot","Goldrich",71,2015,"Calibration","full","Zaragoza","Zaragoza.2015"
"Apricot","Goldrich",56,2014,"Calibration","full","Zaragoza","Zaragoza.2014"
"Apricot","Goldrich",66,2001,"Calibration","full","Zaragoza","Zaragoza.2001"
"Apricot","Goldrich",55,2016,"Calibration","full","Zaragoza","Zaragoza.2016"
"Apricot","Goldrich",58,2002,"Calibration","full","Zaragoza","Zaragoza.2002"
"Apricot","Goldrich",77,2005,"Calibration","full","Zaragoza","Zaragoza.2005"
"Apricot","Goldrich",62,1999,"Calibration","full","Zaragoza","Zaragoza.1999"
"Apricot","Goldrich",69,2013,"Calibration","full","Zaragoza","Zaragoza.2013"
"Apricot","Goldrich",67,2003,"Calibration","full","Zaragoza","Zaragoza.2003"
"Apricot","Goldrich",51,2021,"Calibration","full","Zaragoza","Zaragoza.2021"
"Apricot","Goldrich",55,2017,"Calibration","full","Zaragoza","Zaragoza.2017"
"Apricot","Goldrich",73,2004,"Calibration","scarce","Zaragoza","Zaragoza.2004"
"Apricot","Goldrich",56,2014,"Calibration","scarce","Zaragoza","Zaragoza.2014"
"Apricot","Goldrich",69,2013,"Calibration","scarce","Zaragoza","Zaragoza.2013"
"Apricot","Goldrich",55,2017,"Calibration","scarce","Zaragoza","Zaragoza.2017"
"Apricot","Goldrich",58,2002,"Calibration","scarce","Zaragoza","Zaragoza.2002"
"Apricot","Goldrich",51,2021,"Calibration","scarce","Zaragoza","Zaragoza.2021"
"Apricot","Goldrich",71,2015,"Calibration","scarce","Zaragoza","Zaragoza.2015"
"Apricot","Goldrich",69,2012,"Calibration","scarce","Zaragoza","Zaragoza.2012"
"Apricot","Goldrich",55,2016,"Calibration","scarce","Zaragoza","Zaragoza.2016"
"Apricot","Goldrich",77,2005,"Calibration","scarce","Zaragoza","Zaragoza.2005"
"Apricot","Goldrich",57,2000,"Validation","full","Zaragoza","Zaragoza.2000"
"Apricot","Goldrich",61,2009,"Validation","full","Zaragoza","Zaragoza.2009"
"Apricot","Goldrich",70,2010,"Validation","full","Zaragoza","Zaragoza.2010"
"Apricot","Goldrich",61,2011,"Validation","full","Zaragoza","Zaragoza.2011"
"Apricot","Goldrich",59,2019,"Validation","full","Zaragoza","Zaragoza.2019"
"Apricot","Goldrich",51,2020,"Validation","full","Zaragoza","Zaragoza.2020"
"Apricot","Goldrich",62,1999,"Validation","scarce","Zaragoza","Zaragoza.1999"
"Apricot","Goldrich",57,2000,"Validation","scarce","Zaragoza","Zaragoza.2000"
"Apricot","Goldrich",66,2001,"Validation","scarce","Zaragoza","Zaragoza.2001"
"Apricot","Goldrich",67,2003,"Validation","scarce","Zaragoza","Zaragoza.2003"
"Apricot","Goldrich",67,2006,"Validation","scarce","Zaragoza","Zaragoza.2006"
"Apricot","Goldrich",61,2009,"Validation","scarce","Zaragoza","Zaragoza.2009"
"Apricot","Goldrich",70,2010,"Validation","scarce","Zaragoza","Zaragoza.2010"
"Apricot","Goldrich",61,2011,"Validation","scarce","Zaragoza","Zaragoza.2011"
"Apricot","Goldrich",67,2018,"Validation","scarce","Zaragoza","Zaragoza.2018"
"Apricot","Goldrich",59,2019,"Validation","scarce","Zaragoza","Zaragoza.2019"
"Apricot","Goldrich",51,2020,"Validation","scarce","Zaragoza","Zaragoza.2020"
"Apricot","Sunglo",68,2009,"Calibration","full","Zaragoza","Zaragoza.2009"
"Apricot","Sunglo",85,2004,"Calibration","full","Zaragoza","Zaragoza.2004"
"Apricot","Sunglo",65,2019,"Calibration","full","Zaragoza","Zaragoza.2019"
"Apricot","Sunglo",79,2010,"Calibration","full","Zaragoza","Zaragoza.2010"
"Apricot","Sunglo",75,2012,"Calibration","full","Zaragoza","Zaragoza.2012"
"Apricot","Sunglo",62,2000,"Calibration","full","Zaragoza","Zaragoza.2000"
"Apricot","Sunglo",80,2005,"Calibration","full","Zaragoza","Zaragoza.2005"
"Apricot","Sunglo",72,1999,"Calibration","full","Zaragoza","Zaragoza.1999"
"Apricot","Sunglo",67,2022,"Calibration","full","Zaragoza","Zaragoza.2022"
"Apricot","Sunglo",70,2001,"Calibration","full","Zaragoza","Zaragoza.2001"
"Apricot","Sunglo",57,2020,"Calibration","full","Zaragoza","Zaragoza.2020"
"Apricot","Sunglo",70,2006,"Calibration","full","Zaragoza","Zaragoza.2006"
"Apricot","Sunglo",73,2013,"Calibration","full","Zaragoza","Zaragoza.2013"
"Apricot","Sunglo",75,2003,"Calibration","full","Zaragoza","Zaragoza.2003"
"Apricot","Sunglo",77,2015,"Calibration","full","Zaragoza","Zaragoza.2015"
"Apricot","Sunglo",79,2018,"Calibration","full","Zaragoza","Zaragoza.2018"
"Apricot","Sunglo",70,2006,"Calibration","scarce","Zaragoza","Zaragoza.2006"
"Apricot","Sunglo",85,2004,"Calibration","scarce","Zaragoza","Zaragoza.2004"
"Apricot","Sunglo",75,2003,"Calibration","scarce","Zaragoza","Zaragoza.2003"
"Apricot","Sunglo",77,2015,"Calibration","scarce","Zaragoza","Zaragoza.2015"
"Apricot","Sunglo",70,2001,"Calibration","scarce","Zaragoza","Zaragoza.2001"
"Apricot","Sunglo",72,1999,"Calibration","scarce","Zaragoza","Zaragoza.1999"
"Apricot","Sunglo",65,2019,"Calibration","scarce","Zaragoza","Zaragoza.2019"
"Apricot","Sunglo",62,2000,"Calibration","scarce","Zaragoza","Zaragoza.2000"
"Apricot","Sunglo",68,2009,"Calibration","scarce","Zaragoza","Zaragoza.2009"
"Apricot","Sunglo",79,2018,"Calibration","scarce","Zaragoza","Zaragoza.2018"
"Apricot","Sunglo",63,2002,"Validation","full","Zaragoza","Zaragoza.2002"
"Apricot","Sunglo",69,2011,"Validation","full","Zaragoza","Zaragoza.2011"
"Apricot","Sunglo",75,2014,"Validation","full","Zaragoza","Zaragoza.2014"
"Apricot","Sunglo",62,2016,"Validation","full","Zaragoza","Zaragoza.2016"
"Apricot","Sunglo",62,2017,"Validation","full","Zaragoza","Zaragoza.2017"
"Apricot","Sunglo",60,2021,"Validation","full","Zaragoza","Zaragoza.2021"
"Apricot","Sunglo",63,2002,"Validation","scarce","Zaragoza","Zaragoza.2002"
"Apricot","Sunglo",80,2005,"Validation","scarce","Zaragoza","Zaragoza.2005"
"Apricot","Sunglo",79,2010,"Validation","scarce","Zaragoza","Zaragoza.2010"
"Apricot","Sunglo",69,2011,"Validation","scarce","Zaragoza","Zaragoza.2011"
"Apricot","Sunglo",75,2012,"Validation","scarce","Zaragoza","Zaragoza.2012"
"Apricot","Sunglo",73,2013,"Validation","scarce","Zaragoza","Zaragoza.2013"
"Apricot","Sunglo",75,2014,"Validation","scarce","Zaragoza","Zaragoza.2014"
"Apricot","Sunglo",62,2016,"Validation","scarce","Zaragoza","Zaragoza.2016"
"Apricot","Sunglo",62,2017,"Validation","scarce","Zaragoza","Zaragoza.2017"
"Apricot","Sunglo",57,2020,"Validation","scarce","Zaragoza","Zaragoza.2020"
"Apricot","Sunglo",60,2021,"Validation","scarce","Zaragoza","Zaragoza.2021"
"Apricot","Sunglo",67,2022,"Validation","scarce","Zaragoza","Zaragoza.2022"
"Apricot","Bulida",68,2015,"Calibration","full","Cieza","Cieza.2015"
"Apricot","Bulida",64,2016,"Calibration","full","Cieza","Cieza.2016"
"Apricot","Bulida",64,2015,"Calibration","full","Cieza","Cieza.2015"
"Apricot","Bulida",80,2010,"Calibration","full","Cieza","Cieza.2010"
"Apricot","Bulida",64,2014,"Calibration","full","Cieza","Cieza.2014"
"Apricot","Bulida",68,2013,"Calibration","full","Cieza","Cieza.2013"
"Apricot","Bulida",74,2012,"Calibration","full","Cieza","Cieza.2012"
"Apricot","Bulida",66,2004,"Calibration","full","Cieza","Cieza.2004"
"Apricot","Bulida",69,2006,"Calibration","full","Cieza","Cieza.2006"
"Apricot","Bulida",71,2018,"Calibration","full","Cieza","Cieza.2018"
"Apricot","Bulida",63,2011,"Calibration","full","Cieza","Cieza.2011"
"Apricot","Bulida",67,2017,"Calibration","full","Cieza","Cieza.2017"
"Apricot","Bulida",63,2020,"Calibration","full","Cieza","Cieza.2020"
"Apricot","Bulida",73,2003,"Calibration","full","Cieza","Cieza.2003"
"Apricot","Bulida",67,2019,"Calibration","full","Cieza","Cieza.2019"
"Apricot","Bulida",64,2015,"Calibration","scarce","Cieza","Cieza.2015"
"Apricot","Bulida",64,2016,"Calibration","scarce","Cieza","Cieza.2016"
"Apricot","Bulida",71,2018,"Calibration","scarce","Cieza","Cieza.2018"
"Apricot","Bulida",63,2020,"Calibration","scarce","Cieza","Cieza.2020"
"Apricot","Bulida",67,2017,"Calibration","scarce","Cieza","Cieza.2017"
"Apricot","Bulida",73,2003,"Calibration","scarce","Cieza","Cieza.2003"
"Apricot","Bulida",80,2010,"Calibration","scarce","Cieza","Cieza.2010"
"Apricot","Bulida",74,2012,"Calibration","scarce","Cieza","Cieza.2012"
"Apricot","Bulida",67,2019,"Calibration","scarce","Cieza","Cieza.2019"
"Apricot","Bulida",69,2006,"Calibration","scarce","Cieza","Cieza.2006"
"Apricot","Bulida",63,2021,"Validation","full","Cieza","Cieza.2021"
"Apricot","Bulida",67,2009,"Validation","full","Cieza","Cieza.2009"
"Apricot","Bulida",63,2008,"Validation","full","Cieza","Cieza.2008"
"Apricot","Bulida",60,2007,"Validation","full","Cieza","Cieza.2007"
"Apricot","Bulida",79,2005,"Validation","full","Cieza","Cieza.2005"
"Apricot","Bulida",67,2022,"Validation","full","Cieza","Cieza.2022"
"Apricot","Bulida",63,2021,"Validation","scarce","Cieza","Cieza.2021"
"Apricot","Bulida",67,2009,"Validation","scarce","Cieza","Cieza.2009"
"Apricot","Bulida",63,2008,"Validation","scarce","Cieza","Cieza.2008"
"Apricot","Bulida",60,2007,"Validation","scarce","Cieza","Cieza.2007"
"Apricot","Bulida",79,2005,"Validation","scarce","Cieza","Cieza.2005"
"Apricot","Bulida",66,2004,"Validation","scarce","Cieza","Cieza.2004"
"Apricot","Bulida",67,2022,"Validation","scarce","Cieza","Cieza.2022"
"Apricot","Bulida",63,2011,"Validation","scarce","Cieza","Cieza.2011"
"Apricot","Bulida",68,2013,"Validation","scarce","Cieza","Cieza.2013"
"Apricot","Bulida",64,2014,"Validation","scarce","Cieza","Cieza.2014"
"Apricot","Bulida",68,2015,"Validation","scarce","Cieza","Cieza.2015"
"Apricot","Dorada",87,2022,"Calibration","full","Cieza","Cieza.2022"
"Apricot","Dorada",81,2003,"Calibration","full","Cieza","Cieza.2003"
"Apricot","Dorada",64,2021,"Calibration","full","Cieza","Cieza.2021"
"Apricot","Dorada",70,2011,"Calibration","full","Cieza","Cieza.2011"
"Apricot","Dorada",81,2018,"Calibration","full","Cieza","Cieza.2018"
"Apricot","Dorada",70,2008,"Calibration","full","Cieza","Cieza.2008"
"Apricot","Dorada",67,2009,"Calibration","full","Cieza","Cieza.2009"
"Apricot","Dorada",71,2015,"Calibration","full","Cieza","Cieza.2015"
"Apricot","Dorada",93,2016,"Calibration","full","Cieza","Cieza.2016"
"Apricot","Dorada",75,2007,"Calibration","full","Cieza","Cieza.2007"
"Apricot","Dorada",71,2014,"Calibration","full","Cieza","Cieza.2014"
"Apricot","Dorada",71,2017,"Calibration","full","Cieza","Cieza.2017"
"Apricot","Dorada",85,2013,"Calibration","full","Cieza","Cieza.2013"
"Apricot","Dorada",85,2010,"Calibration","full","Cieza","Cieza.2010"
"Apricot","Dorada",78,2019,"Calibration","full","Cieza","Cieza.2019"
"Apricot","Dorada",78,2019,"Calibration","scarce","Cieza","Cieza.2019"
"Apricot","Dorada",71,2014,"Calibration","scarce","Cieza","Cieza.2014"
"Apricot","Dorada",81,2018,"Calibration","scarce","Cieza","Cieza.2018"
"Apricot","Dorada",67,2009,"Calibration","scarce","Cieza","Cieza.2009"
"Apricot","Dorada",70,2008,"Calibration","scarce","Cieza","Cieza.2008"
"Apricot","Dorada",70,2011,"Calibration","scarce","Cieza","Cieza.2011"
