"species","cultivar","yday","year","split","ncal","location","loc.year"
"Apricot","Dorada",71,2015,"Calibration","scarce","Cieza","Cieza.2015"
"Apricot","Dorada",85,2013,"Calibration","scarce","Cieza","Cieza.2013"
"Apricot","Dorada",75,2007,"Calibration","scarce","Cieza","Cieza.2007"
"Apricot","Dorada",81,2003,"Calibration","scarce","Cieza","Cieza.2003"
"Apricot","Dorada",76,2021,"Validation","full","Cieza","Cieza.2021"
"Apricot","Dorada",88,2004,"Validation","full","Cieza","Cieza.2004"
"Apricot","Dorada",81,2005,"Validation","full","Cieza","Cieza.2005"
"Apricot","Dorada",71,2006,"Validation","full","Cieza","Cieza.2006"
"Apricot","Dorada",86,2012,"Validation","full","Cieza","Cieza.2012"
"Apricot","Dorada",76,2021,"Validation","scarce","Cieza","Cieza.2021"
"Apricot","Dorada",64,2021,"Validation","scarce","Cieza","Cieza.2021"
"Apricot","Dorada",93,2016,"Validation","scarce","Cieza","Cieza.2016"
"Apricot","Dorada",71,2017,"Validation","scarce","Cieza","Cieza.2017"
"Apricot","Dorada",88,2004,"Validation","scarce","Cieza","Cieza.2004"
"Apricot","Dorada",81,2005,"Validation","scarce","Cieza","Cieza.2005"
"Apricot","Dorada",71,2006,"Validation","scarce","Cieza","Cieza.2006"
"Apricot","Dorada",87,2022,"Validation","scarce","Cieza","Cieza.2022"
"Apricot","Dorada",85,2010,"Validation","scarce","Cieza","Cieza.2010"
"Apricot","Dorada",86,2012,"Validation","scarce","Cieza","Cieza.2012"
"Sweet Cherry","Rainier",85,1998,"Calibration","full","Zaragoza","Zaragoza.1998"
"Sweet Cherry","Rainier",80,2022,"Calibration","full","Zaragoza","Zaragoza.2022"
"Sweet Cherry","Rainier",92,2016,"Calibration","full","Zaragoza","Zaragoza.2016"
"Sweet Cherry","Rainier",77,2021,"Calibration","full","Zaragoza","Zaragoza.2021"
"Sweet Cherry","Rainier",85,2009,"Calibration","full","Zaragoza","Zaragoza.2009"
"Sweet Cherry","Rainier",85,2014,"Calibration","full","Zaragoza","Zaragoza.2014"
"Sweet Cherry","Rainier",90,2012,"Calibration","full","Zaragoza","Zaragoza.2012"
"Sweet Cherry","Rainier",76,2017,"Calibration","full","Zaragoza","Zaragoza.2017"
"Sweet Cherry","Rainier",86,1992,"Calibration","full","Zaragoza","Zaragoza.1992"
"Sweet Cherry","Rainier",91,2015,"Calibration","full","Zaragoza","Zaragoza.2015"
"Sweet Cherry","Rainier",104,2000,"Calibration","full","Zaragoza","Zaragoza.2000"
"Sweet Cherry","Rainier",83,1995,"Calibration","full","Zaragoza","Zaragoza.1995"
"Sweet Cherry","Rainier",79,1994,"Calibration","full","Zaragoza","Zaragoza.1994"
"Sweet Cherry","Rainier",92,2018,"Calibration","full","Zaragoza","Zaragoza.2018"
"Sweet Cherry","Rainier",95,1993,"Calibration","full","Zaragoza","Zaragoza.1993"
"Sweet Cherry","Rainier",81,2019,"Calibration","full","Zaragoza","Zaragoza.2019"
"Sweet Cherry","Rainier",82,2001,"Calibration","full","Zaragoza","Zaragoza.2001"
"Sweet Cherry","Rainier",86,1999,"Calibration","full","Zaragoza","Zaragoza.1999"
"Sweet Cherry","Rainier",80,2022,"Calibration","scarce","Zaragoza","Zaragoza.2022"
"Sweet Cherry","Rainier",85,2014,"Calibration","scarce","Zaragoza","Zaragoza.2014"
"Sweet Cherry","Rainier",86,1999,"Calibration","scarce","Zaragoza","Zaragoza.1999"
"Sweet Cherry","Rainier",91,2015,"Calibration","scarce","Zaragoza","Zaragoza.2015"
"Sweet Cherry","Rainier",82,2001,"Calibration","scarce","Zaragoza","Zaragoza.2001"
"Sweet Cherry","Rainier",79,1994,"Calibration","scarce","Zaragoza","Zaragoza.1994"
"Sweet Cherry","Rainier",81,2019,"Calibration","scarce","Zaragoza","Zaragoza.2019"
"Sweet Cherry","Rainier",90,2012,"Calibration","scarce","Zaragoza","Zaragoza.2012"
"Sweet Cherry","Rainier",85,2009,"Calibration","scarce","Zaragoza","Zaragoza.2009"
"Sweet Cherry","Rainier",92,2016,"Calibration","scarce","Zaragoza","Zaragoza.2016"
"Sweet Cherry","Rainier",88,1991,"Validation","full","Zaragoza","Zaragoza.1991"
"Sweet Cherry","Rainier",97,1996,"Validation","full","Zaragoza","Zaragoza.1996"
"Sweet Cherry","Rainier",75,1997,"Validation","full","Zaragoza","Zaragoza.1997"
"Sweet Cherry","Rainier",91,2010,"Validation","full","Zaragoza","Zaragoza.2010"
"Sweet Cherry","Rainier",88,2011,"Validation","full","Zaragoza","Zaragoza.2011"
"Sweet Cherry","Rainier",91,2013,"Validation","full","Zaragoza","Zaragoza.2013"
"Sweet Cherry","Rainier",88,1991,"Validation","scarce","Zaragoza","Zaragoza.1991"
"Sweet Cherry","Rainier",86,1992,"Validation","scarce","Zaragoza","Zaragoza.1992"
"Sweet Cherry","Rainier",95,1993,"Validation","scarce","Zaragoza","Zaragoza.1993"
"Sweet Cherry","Rainier",83,1995,"Validation","scarce","Zaragoza","Zaragoza.1995"
"Sweet Cherry","Rainier",97,1996,"Validation","scarce","Zaragoza","Zaragoza.1996"
"Sweet Cherry","Rainier",75,1997,"Validation","scarce","Zaragoza","Zaragoza.1997"
"Sweet Cherry","Rainier",85,1998,"Validation","scarce","Zaragoza","Zaragoza.1998"
"Sweet Cherry","Rainier",104,2000,"Validation","scarce","Zaragoza","Zaragoza.2000"
"Sweet Cherry","Rainier",91,2010,"Validation","scarce","Zaragoza","Zaragoza.2010"
"Sweet Cherry","Rainier",88,2011,"Validation","scarce","Zaragoza","Zaragoza.2011"
"Sweet Cherry","Rainier",91,2013,"Validation","scarce","Zaragoza","Zaragoza.2013"
"Sweet Cherry","Rainier",76,2017,"Validation","scarce","Zaragoza","Zaragoza.2017"
"Sweet Cherry","Rainier",92,2018,"Validation","scarce","Zaragoza","Zaragoza.2018"
"Sweet Cherry","Rainier",77,2021,"Validation","scarce","Zaragoza","Zaragoza.2021"
"Sweet Cherry","Sam",86,2019,"Calibration","full","Zaragoza","Zaragoza.2019"
"Sweet Cherry","Sam",92,2001,"Calibration","full","Zaragoza","Zaragoza.2001"
"Sweet Cherry","Sam",102,2016,"Calibration","full","Zaragoza","Zaragoza.2016"
"Sweet Cherry","Sam",83,2017,"Calibration","full","Zaragoza","Zaragoza.2017"
"Sweet Cherry","Sam",98,2015,"Calibration","full","Zaragoza","Zaragoza.2015"
"Sweet Cherry","Sam",95,2012,"Calibration","full","Zaragoza","Zaragoza.2012"
"Sweet Cherry","Sam",101,2018,"Calibration","full","Zaragoza","Zaragoza.2018"
"Sweet Cherry","Sam",98,1998,"Calibration","full","Zaragoza","Zaragoza.1998"
"Sweet Cherry","Sam",100,2010,"Calibration","full","Zaragoza","Zaragoza.2010"
"Sweet Cherry","Sam",85,1997,"Calibration","full","Zaragoza","Zaragoza.1997"
"Sweet Cherry","Sam",84,2000,"Calibration","full","Zaragoza","Zaragoza.2000"
"Sweet Cherry","Sam",92,2009,"Calibration","full","Zaragoza","Zaragoza.2009"
"Sweet Cherry","Sam",104,1996,"Calibration","full","Zaragoza","Zaragoza.1996"
"Sweet Cherry","Sam",92,2011,"Calibration","full","Zaragoza","Zaragoza.2011"
"Sweet Cherry","Sam",94,1999,"Calibration","full","Zaragoza","Zaragoza.1999"
"Sweet Cherry","Sam",90,2022,"Calibration","full","Zaragoza","Zaragoza.2022"
"Sweet Cherry","Sam",101,2013,"Calibration","full","Zaragoza","Zaragoza.2013"
"Sweet Cherry","Sam",99,1992,"Calibration","full","Zaragoza","Zaragoza.1992"
"Sweet Cherry","Sam",92,2009,"Calibration","scarce","Zaragoza","Zaragoza.2009"
"Sweet Cherry","Sam",98,1998,"Calibration","scarce","Zaragoza","Zaragoza.1998"
"Sweet Cherry","Sam",94,1999,"Calibration","scarce","Zaragoza","Zaragoza.1999"
"Sweet Cherry","Sam",92,2011,"Calibration","scarce","Zaragoza","Zaragoza.2011"
"Sweet Cherry","Sam",102,2016,"Calibration","scarce","Zaragoza","Zaragoza.2016"
"Sweet Cherry","Sam",83,2017,"Calibration","scarce","Zaragoza","Zaragoza.2017"
"Sweet Cherry","Sam",101,2018,"Calibration","scarce","Zaragoza","Zaragoza.2018"
"Sweet Cherry","Sam",86,2019,"Calibration","scarce","Zaragoza","Zaragoza.2019"
"Sweet Cherry","Sam",104,1996,"Calibration","scarce","Zaragoza","Zaragoza.1996"
"Sweet Cherry","Sam",98,2015,"Calibration","scarce","Zaragoza","Zaragoza.2015"
"Sweet Cherry","Sam",100,1991,"Validation","full","Zaragoza","Zaragoza.1991"
"Sweet Cherry","Sam",100,1993,"Validation","full","Zaragoza","Zaragoza.1993"
"Sweet Cherry","Sam",84,1994,"Validation","full","Zaragoza","Zaragoza.1994"
"Sweet Cherry","Sam",97,1995,"Validation","full","Zaragoza","Zaragoza.1995"
"Sweet Cherry","Sam",97,2014,"Validation","full","Zaragoza","Zaragoza.2014"
"Sweet Cherry","Sam",86,2021,"Validation","full","Zaragoza","Zaragoza.2021"
"Sweet Cherry","Sam",100,1991,"Validation","scarce","Zaragoza","Zaragoza.1991"
"Sweet Cherry","Sam",99,1992,"Validation","scarce","Zaragoza","Zaragoza.1992"
"Sweet Cherry","Sam",100,1993,"Validation","scarce","Zaragoza","Zaragoza.1993"
"Sweet Cherry","Sam",84,1994,"Validation","scarce","Zaragoza","Zaragoza.1994"
"Sweet Cherry","Sam",97,1995,"Validation","scarce","Zaragoza","Zaragoza.1995"
"Sweet Cherry","Sam",85,1997,"Validation","scarce","Zaragoza","Zaragoza.1997"
"Sweet Cherry","Sam",84,2000,"Validation","scarce","Zaragoza","Zaragoza.2000"
"Sweet Cherry","Sam",92,2001,"Validation","scarce","Zaragoza","Zaragoza.2001"
"Sweet Cherry","Sam",100,2010,"Validation","scarce","Zaragoza","Zaragoza.2010"
"Sweet Cherry","Sam",95,2012,"Validation","scarce","Zaragoza","Zaragoza.2012"
"Sweet Cherry","Sam",101,2013,"Validation","scarce","Zaragoza","Zaragoza.2013"
"Sweet Cherry","Sam",97,2014,"Validation","scarce","Zaragoza","Zaragoza.2014"
"Sweet Cherry","Sam",86,2021,"Validation","scarce","Zaragoza","Zaragoza.2021"
"Sweet Cherry","Sam",90,2022,"Validation","scarce","Zaragoza","Zaragoza.2022"
"Sweet Cherry","Van",95,2016,"Calibration","full","Zaragoza","Zaragoza.2016"
"Sweet Cherry","Van",90,1991,"Calibration","full","Zaragoza","Zaragoza.1991"
"Sweet Cherry","Van",100,1996,"Calibration","full","Zaragoza","Zaragoza.1996"
"Sweet Cherry","Van",85,2009,"Calibration","full","Zaragoza","Zaragoza.2009"
"Sweet Cherry","Van",88,2021,"Calibration","full","Zaragoza","Zaragoza.2021"
"Sweet Cherry","Van",91,1999,"Calibration","full","Zaragoza","Zaragoza.1999"
"Sweet Cherry","Van",95,2010,"Calibration","full","Zaragoza","Zaragoza.2010"
"Sweet Cherry","Van",96,2013,"Calibration","full","Zaragoza","Zaragoza.2013"
"Sweet Cherry","Van",91,1995,"Calibration","full","Zaragoza","Zaragoza.1995"
"Sweet Cherry","Van",84,2001,"Calibration","full","Zaragoza","Zaragoza.2001"
"Sweet Cherry","Van",93,2012,"Calibration","full","Zaragoza","Zaragoza.2012"
"Sweet Cherry","Van",82,2019,"Calibration","full","Zaragoza","Zaragoza.2019"
"Sweet Cherry","Van",77,2000,"Calibration","full","Zaragoza","Zaragoza.2000"
"Sweet Cherry","Van",87,2022,"Calibration","full","Zaragoza","Zaragoza.2022"
"Sweet Cherry","Van",94,2015,"Calibration","full","Zaragoza","Zaragoza.2015"
"Sweet Cherry","Van",90,2014,"Calibration","full","Zaragoza","Zaragoza.2014"
"Sweet Cherry","Van",100,1993,"Calibration","full","Zaragoza","Zaragoza.1993"
"Sweet Cherry","Van",92,1992,"Calibration","full","Zaragoza","Zaragoza.1992"
"Sweet Cherry","Van",82,2019,"Calibration","scarce","Zaragoza","Zaragoza.2019"
"Sweet Cherry","Van",90,1991,"Calibration","scarce","Zaragoza","Zaragoza.1991"
"Sweet Cherry","Van",95,2010,"Calibration","scarce","Zaragoza","Zaragoza.2010"
"Sweet Cherry","Van",95,2016,"Calibration","scarce","Zaragoza","Zaragoza.2016"
"Sweet Cherry","Van",91,1995,"Calibration","scarce","Zaragoza","Zaragoza.1995"
"Sweet Cherry","Van",100,1996,"Calibration","scarce","Zaragoza","Zaragoza.1996"
"Sweet Cherry","Van",84,2001,"Calibration","scarce","Zaragoza","Zaragoza.2001"
"Sweet Cherry","Van",96,2013,"Calibration","scarce","Zaragoza","Zaragoza.2013"
"Sweet Cherry","Van",77,2000,"Calibration","scarce","Zaragoza","Zaragoza.2000"
"Sweet Cherry","Van",88,2021,"Calibration","scarce","Zaragoza","Zaragoza.2021"
"Sweet Cherry","Van",82,1994,"Validation","full","Zaragoza","Zaragoza.1994"
"Sweet Cherry","Van",78,1997,"Validation","full","Zaragoza","Zaragoza.1997"
"Sweet Cherry","Van",91,1998,"Validation","full","Zaragoza","Zaragoza.1998"
"Sweet Cherry","Van",90,2011,"Validation","full","Zaragoza","Zaragoza.2011"
"Sweet Cherry","Van",78,2017,"Validation","full","Zaragoza","Zaragoza.2017"
"Sweet Cherry","Van",99,2018,"Validation","full","Zaragoza","Zaragoza.2018"
"Sweet Cherry","Van",92,1992,"Validation","scarce","Zaragoza","Zaragoza.1992"
"Sweet Cherry","Van",100,1993,"Validation","scarce","Zaragoza","Zaragoza.1993"
"Sweet Cherry","Van",82,1994,"Validation","scarce","Zaragoza","Zaragoza.1994"
"Sweet Cherry","Van",78,1997,"Validation","scarce","Zaragoza","Zaragoza.1997"
"Sweet Cherry","Van",91,1998,"Validation","scarce","Zaragoza","Zaragoza.1998"
"Sweet Cherry","Van",91,1999,"Validation","scarce","Zaragoza","Zaragoza.1999"
"Sweet Cherry","Van",85,2009,"Validation","scarce","Zaragoza","Zaragoza.2009"
"Sweet Cherry","Van",90,2011,"Validation","scarce","Zaragoza","Zaragoza.2011"
"Sweet Cherry","Van",93,2012,"Validation","scarce","Zaragoza","Zaragoza.2012"
"Sweet Cherry","Van",90,2014,"Validation","scarce","Zaragoza","Zaragoza.2014"
"Sweet Cherry","Van",94,2015,"Validation","scarce","Zaragoza","Zaragoza.2015"
"Sweet Cherry","Van",78,2017,"Validation","scarce","Zaragoza","Zaragoza.2017"
"Sweet Cherry","Van",99,2018,"Validation","scarce","Zaragoza","Zaragoza.2018"
"Sweet Cherry","Van",87,2022,"Validation","scarce","Zaragoza","Zaragoza.2022"
"Sweet Cherry","Burlat",107,2010,"Calibration","full","Klein-Altendorf","Klein-Altendorf.2010"
"Sweet Cherry","Burlat",109,2004,"Calibration","full","Klein-Altendorf","Klein-Altendorf.2004"
"Sweet Cherry","Burlat",100,1990,"Calibration","full","Klein-Altendorf","Klein-Altendorf.1990"
"Sweet Cherry","Burlat",109,1994,"Calibration","full","Klein-Altendorf","Klein-Altendorf.1994"
"Sweet Cherry","Burlat",129,1979,"Calibration","full","Klein-Altendorf","Klein-Altendorf.1979"
"Sweet Cherry","Burlat",114,1992,"Calibration","full","Klein-Altendorf","Klein-Altendorf.1992"
"Sweet Cherry","Burlat",104,2003,"Calibration","full","Klein-Altendorf","Klein-Altendorf.2003"
"Sweet Cherry","Burlat",121,1988,"Calibration","full","Klein-Altendorf","Klein-Altendorf.1988"
"Sweet Cherry","Burlat",126,1986,"Calibration","full","Klein-Altendorf","Klein-Altendorf.1986"
"Sweet Cherry","Burlat",122,1980,"Calibration","full","Klein-Altendorf","Klein-Altendorf.1980"
"Sweet Cherry","Burlat",101,2009,"Calibration","full","Klein-Altendorf","Klein-Altendorf.2009"
"Sweet Cherry","Burlat",116,1983,"Calibration","full","Klein-Altendorf","Klein-Altendorf.1983"
"Sweet Cherry","Burlat",121,1978,"Calibration","full","Klein-Altendorf","Klein-Altendorf.1978"
"Sweet Cherry","Burlat",99,2011,"Calibration","full","Klein-Altendorf","Klein-Altendorf.2011"
"Sweet Cherry","Burlat",105,1989,"Calibration","full","Klein-Altendorf","Klein-Altendorf.1989"
"Sweet Cherry","Burlat",95,2014,"Calibration","full","Klein-Altendorf","Klein-Altendorf.2014"
"Sweet Cherry","Burlat",116,1982,"Calibration","full","Klein-Altendorf","Klein-Altendorf.1982"
"Sweet Cherry","Burlat",99,2012,"Calibration","full","Klein-Altendorf","Klein-Altendorf.2012"
"Sweet Cherry","Burlat",106,2007,"Calibration","full","Klein-Altendorf","Klein-Altendorf.2007"
"Sweet Cherry","Burlat",103,1991,"Calibration","full","Klein-Altendorf","Klein-Altendorf.1991"
"Sweet Cherry","Burlat",111,2008,"Calibration","full","Klein-Altendorf","Klein-Altendorf.2008"
"Sweet Cherry","Burlat",95,2014,"Calibration","scarce","Klein-Altendorf","Klein-Altendorf.2014"
"Sweet Cherry","Burlat",129,1979,"Calibration","scarce","Klein-Altendorf","Klein-Altendorf.1979"
"Sweet Cherry","Burlat",114,1992,"Calibration","scarce","Klein-Altendorf","Klein-Altendorf.1992"
"Sweet Cherry","Burlat",116,1983,"Calibration","scarce","Klein-Altendorf","Klein-Altendorf.1983"
"Sweet Cherry","Burlat",122,1980,"Calibration","scarce","Klein-Altendorf","Klein-Altendorf.1980"
"Sweet Cherry","Burlat",100,1990,"Calibration","scarce","Klein-Altendorf","Klein-Altendorf.1990"
"Sweet Cherry","Burlat",103,1991,"Calibration","scarce","Klein-Altendorf","Klein-Altendorf.1991"
"Sweet Cherry","Burlat",109,1994,"Calibration","scarce","Klein-Altendorf","Klein-Altendorf.1994"
"Sweet Cherry","Burlat",106,2007,"Calibration","scarce","Klein-Altendorf","Klein-Altendorf.2007"
"Sweet Cherry","Burlat",99,2012,"Calibration","scarce","Klein-Altendorf","Klein-Altendorf.2012"
"Sweet Cherry","Burlat",102,1981,"Validation","full","Klein-Altendorf","Klein-Altendorf.1981"
"Sweet Cherry","Burlat",125,1984,"Validation","full","Klein-Altendorf","Klein-Altendorf.1984"
"Sweet Cherry","Burlat",117,1987,"Validation","full","Klein-Altendorf","Klein-Altendorf.1987"
"Sweet Cherry","Burlat",110,1993,"Validation","full","Klein-Altendorf","Klein-Altendorf.1993"
"Sweet Cherry","Burlat",116,1995,"Validation","full","Klein-Altendorf","Klein-Altendorf.1995"
"Sweet Cherry","Burlat",104,2005,"Validation","full","Klein-Altendorf","Klein-Altendorf.2005"
"Sweet Cherry","Burlat",116,2006,"Validation","full","Klein-Altendorf","Klein-Altendorf.2006"
"Sweet Cherry","Burlat",107,2015,"Validation","full","Klein-Altendorf","Klein-Altendorf.2015"
"Sweet Cherry","Burlat",121,1978,"Validation","scarce","Klein-Altendorf","Klein-Altendorf.1978"
"Sweet Cherry","Burlat",102,1981,"Validation","scarce","Klein-Altendorf","Klein-Altendorf.1981"
"Sweet Cherry","Burlat",116,1982,"Validation","scarce","Klein-Altendorf","Klein-Altendorf.1982"
"Sweet Cherry","Burlat",125,1984,"Validation","scarce","Klein-Altendorf","Klein-Altendorf.1984"
"Sweet Cherry","Burlat",126,1986,"Validation","scarce","Klein-Altendorf","Klein-Altendorf.1986"
"Sweet Cherry","Burlat",117,1987,"Validation","scarce","Klein-Altendorf","Klein-Altendorf.1987"
"Sweet Cherry","Burlat",121,1988,"Validation","scarce","Klein-Altendorf","Klein-Altendorf.1988"
"Sweet Cherry","Burlat",105,1989,"Validation","scarce","Klein-Altendorf","Klein-Altendorf.1989"
"Sweet Cherry","Burlat",110,1993,"Validation","scarce","Klein-Altendorf","Klein-Altendorf.1993"
"Sweet Cherry","Burlat",116,1995,"Validation","scarce","Klein-Altendorf","Klein-Altendorf.1995"
"Sweet Cherry","Burlat",104,2003,"Validation","scarce","Klein-Altendorf","Klein-Altendorf.2003"
"Sweet Cherry","Burlat",109,2004,"Validation","scarce","Klein-Altendorf","Klein-Altendorf.2004"
"Sweet Cherry","Burlat",104,2005,"Validation","scarce","Klein-Altendorf","Klein-Altendorf.2005"
"Sweet Cherry","Burlat",116,2006,"Validation","scarce","Klein-Altendorf","Klein-Altendorf.2006"
"Sweet Cherry","Burlat",111,2008,"Validation","scarce","Klein-Altendorf","Klein-Altendorf.2008"
"Sweet Cherry","Burlat",101,2009,"Validation","scarce","Klein-Altendorf","Klein-Altendorf.2009"
"Sweet Cherry","Burlat",107,2010,"Validation","scarce","Klein-Altendorf","Klein-Altendorf.2010"
"Sweet Cherry","Burlat",99,2011,"Validation","scarce","Klein-Altendorf","Klein-Altendorf.2011"
"Sweet Cherry","Burlat",107,2015,"Validation","scarce","Klein-Altendorf","Klein-Altendorf.2015"
"Sweet Cherry","Regina",126,2006,"Calibration","full","Klein-Altendorf","Klein-Altendorf.2006"
"Sweet Cherry","Regina",107,2007,"Calibration","full","Klein-Altendorf","Klein-Altendorf.2007"
"Sweet Cherry","Regina",124,1989,"Calibration","full","Klein-Altendorf","Klein-Altendorf.1989"
"Sweet Cherry","Regina",98,2014,"Calibration","full","Klein-Altendorf","Klein-Altendorf.2014"
"Sweet Cherry","Regina",113,1998,"Calibration","full","Klein-Altendorf","Klein-Altendorf.1998"
"Sweet Cherry","Regina",119,2016,"Calibration","full","Klein-Altendorf","Klein-Altendorf.2016"
"Sweet Cherry","Regina",115,2000,"Calibration","full","Klein-Altendorf","Klein-Altendorf.2000"
"Sweet Cherry","Regina",103,2020,"Calibration","full","Klein-Altendorf","Klein-Altendorf.2020"
"Sweet Cherry","Regina",117,2008,"Calibration","full","Klein-Altendorf","Klein-Altendorf.2008"
"Sweet Cherry","Regina",111,2003,"Calibration","full","Klein-Altendorf","Klein-Altendorf.2003"
"Sweet Cherry","Regina",113,1990,"Calibration","full","Klein-Altendorf","Klein-Altendorf.1990"
"Sweet Cherry","Regina",108,1991,"Calibration","full","Klein-Altendorf","Klein-Altendorf.1991"
"Sweet Cherry","Regina",103,2017,"Calibration","full","Klein-Altendorf","Klein-Altendorf.2017"
"Sweet Cherry","Regina",122,1992,"Calibration","full","Klein-Altendorf","Klein-Altendorf.1992"
"Sweet Cherry","Regina",109,2018,"Calibration","full","Klein-Altendorf","Klein-Altendorf.2018"
"Sweet Cherry","Regina",102,2011,"Calibration","full","Klein-Altendorf","Klein-Altendorf.2011"
"Sweet Cherry","Regina",114,2002,"Calibration","full","Klein-Altendorf","Klein-Altendorf.2002"
"Sweet Cherry","Regina",111,2015,"Calibration","full","Klein-Altendorf","Klein-Altendorf.2015"
"Sweet Cherry","Regina",114,1999,"Calibration","full","Klein-Altendorf","Klein-Altendorf.1999"
"Sweet Cherry","Regina",111,2012,"Calibration","full","Klein-Altendorf","Klein-Altendorf.2012"
"Sweet Cherry","Regina",112,2010,"Calibration","full","Klein-Altendorf","Klein-Altendorf.2010"
"Sweet Cherry","Regina",104,1997,"Calibration","full","Klein-Altendorf","Klein-Altendorf.1997"
"Sweet Cherry","Regina",108,2019,"Calibration","full","Klein-Altendorf","Klein-Altendorf.2019"
"Sweet Cherry","Regina",106,2009,"Calibration","full","Klein-Altendorf","Klein-Altendorf.2009"
"Sweet Cherry","Regina",111,2003,"Calibration","scarce","Klein-Altendorf","Klein-Altendorf.2003"
"Sweet Cherry","Regina",108,1991,"Calibration","scarce","Klein-Altendorf","Klein-Altendorf.1991"
"Sweet Cherry","Regina",113,1990,"Calibration","scarce","Klein-Altendorf","Klein-Altendorf.1990"
"Sweet Cherry","Regina",109,2018,"Calibration","scarce","Klein-Altendorf","Klein-Altendorf.2018"
"Sweet Cherry","Regina",113,1998,"Calibration","scarce","Klein-Altendorf","Klein-Altendorf.1998"
"Sweet Cherry","Regina",108,2019,"Calibration","scarce","Klein-Altendorf","Klein-Altendorf.2019"
"Sweet Cherry","Regina",103,2020,"Calibration","scarce","Klein-Altendorf","Klein-Altendorf.2020"
"Sweet Cherry","Regina",114,1999,"Calibration","scarce","Klein-Altendorf","Klein-Altendorf.1999"
"Sweet Cherry","Regina",102,2011,"Calibration","scarce","Klein-Altendorf","Klein-Altendorf.2011"
"Sweet Cherry","Regina",106,2009,"Calibration","scarce","Klein-Altendorf","Klein-Altendorf.2009"
"Sweet Cherry","Regina",123,1988,"Validation","full","Klein-Altendorf","Klein-Altendorf.1988"
"Sweet Cherry","Regina",114,1993,"Validation","full","Klein-Altendorf","Klein-Altendorf.1993"
"Sweet Cherry","Regina",115,1994,"Validation","full","Klein-Altendorf","Klein-Altendorf.1994"
"Sweet Cherry","Regina",120,1996,"Validation","full","Klein-Altendorf","Klein-Altendorf.1996"
"Sweet Cherry","Regina",123,2001,"Validation","full","Klein-Altendorf","Klein-Altendorf.2001"
"Sweet Cherry","Regina",112,2004,"Validation","full","Klein-Altendorf","Klein-Altendorf.2004"
"Sweet Cherry","Regina",109,2005,"Validation","full","Klein-Altendorf","Klein-Altendorf.2005"
"Sweet Cherry","Regina",120,2013,"Validation","full","Klein-Altendorf","Klein-Altendorf.2013"
"Sweet Cherry","Regina",123,1988,"Validation","scarce","Klein-Altendorf","Klein-Altendorf.1988"
"Sweet Cherry","Regina",124,1989,"Validation","scarce","Klein-Altendorf","Klein-Altendorf.1989"
"Sweet Cherry","Regina",122,1992,"Validation","scarce","Klein-Altendorf","Klein-Altendorf.1992"
"Sweet Cherry","Regina",114,1993,"Validation","scarce","Klein-Altendorf","Klein-Altendorf.1993"
"Sweet Cherry","Regina",115,1994,"Validation","scarce","Klein-Altendorf","Klein-Altendorf.1994"
"Sweet Cherry","Regina",120,1996,"Validation","scarce","Klein-Altendorf","Klein-Altendorf.1996"
"Sweet Cherry","Regina",104,1997,"Validation","scarce","Klein-Altendorf","Klein-Altendorf.1997"
"Sweet Cherry","Regina",115,2000,"Validation","scarce","Klein-Altendorf","Klein-Altendorf.2000"
"Sweet Cherry","Regina",123,2001,"Validation","scarce","Klein-Altendorf","Klein-Altendorf.2001"
"Sweet Cherry","Regina",114,2002,"Validation","scarce","Klein-Altendorf","Klein-Altendorf.2002"
"Sweet Cherry","Regina",112,2004,"Validation","scarce","Klein-Altendorf","Klein-Altendorf.2004"
"Sweet Cherry","Regina",109,2005,"Validation","scarce","Klein-Altendorf","Klein-Altendorf.2005"
"Sweet Cherry","Regina",126,2006,"Validation","scarce","Klein-Altendorf","Klein-Altendorf.2006"
"Sweet Cherry","Regina",107,2007,"Validation","scarce","Klein-Altendorf","Klein-Altendorf.2007"
"Sweet Cherry","Regina",117,2008,"Validation","scarce","Klein-Altendorf","Klein-Altendorf.2008"
"Sweet Cherry","Regina",112,2010,"Validation","scarce","Klein-Altendorf","Klein-Altendorf.2010"
"Sweet Cherry","Regina",111,2012,"Validation","scarce","Klein-Altendorf","Klein-Altendorf.2012"
"Sweet Cherry","Regina",120,2013,"Validation","scarce","Klein-Altendorf","Klein-Altendorf.2013"
"Sweet Cherry","Regina",98,2014,"Validation","scarce","Klein-Altendorf","Klein-Altendorf.2014"
"Sweet Cherry","Regina",111,2015,"Validation","scarce","Klein-Altendorf","Klein-Altendorf.2015"
"Sweet Cherry","Regina",119,2016,"Validation","scarce","Klein-Altendorf","Klein-Altendorf.2016"
"Sweet Cherry","Regina",103,2017,"Validation","scarce","Klein-Altendorf","Klein-Altendorf.2017"
"Sweet Cherry","Schneiders",110,2015,"Calibration","full","Klein-Altendorf","Klein-Altendorf.2015"
"Sweet Cherry","Schneiders",122,2006,"Calibration","full","Klein-Altendorf","Klein-Altendorf.2006"
"Sweet Cherry","Schneiders",123,2001,"Calibration","full","Klein-Altendorf","Klein-Altendorf.2001"
"Sweet Cherry","Schneiders",114,2000,"Calibration","full","Klein-Altendorf","Klein-Altendorf.2000"
"Sweet Cherry","Schneiders",119,1992,"Calibration","full","Klein-Altendorf","Klein-Altendorf.1992"
"Sweet Cherry","Schneiders",106,1991,"Calibration","full","Klein-Altendorf","Klein-Altendorf.1991"
