"Date","Year","Month","Day","Tmin","Tmax"
1995-04-28,"1995",4,28,8.33061224489796,22.6118367346939
1995-04-29,"1995",4,29,10.530612244898,27.4118367346939
1995-04-30,"1995",4,30,10.3961224489796,24.3938775510204
1995-05-01,"1995",5,1,9.79612244897959,27.9938775510204
1995-05-02,"1995",5,2,9.79612244897959,23.7938775510204
1995-05-03,"1995",5,3,8.39612244897959,24.8938775510204
1995-05-04,"1995",5,4,9.69612244897959,24.6938775510204
1995-05-05,"1995",5,5,8.59612244897959,25.8938775510204
1995-05-06,"1995",5,6,11.9961224489796,26.3938775510204
1995-05-07,"1995",5,7,12.4579591836735,25.1536734693878
1995-05-08,"1995",5,8,12.6579591836735,29.0536734693878
1995-05-09,"1995",5,9,13.1579591836735,28.5536734693878
1995-05-10,"1995",5,10,13.1579591836735,28.6536734693878
1995-05-11,"1995",5,11,14.0579591836735,26.5536734693878
1995-05-12,"1995",5,12,13.9579591836735,23.3536734693878
1995-05-13,"1995",5,13,11.2579591836735,26.0536734693878
1995-05-14,"1995",5,14,7.73734693877551,25.2312244897959
1995-05-15,"1995",5,15,9.83734693877551,30.4312244897959
1995-05-16,"1995",5,16,14.5373469387755,31.1312244897959
1995-05-17,"1995",5,17,19.2373469387755,33.1312244897959
1995-05-18,"1995",5,18,12.6373469387755,33.2312244897959
1995-05-19,"1995",5,19,18.5373469387755,32.9312244897959
1995-05-20,"1995",5,20,14.1373469387755,27.1312244897959
1995-05-21,"1995",5,21,11.9985714285714,23.6061224489796
1995-05-22,"1995",5,22,10.4985714285714,23.4061224489796
1995-05-23,"1995",5,23,9.69857142857143,26.4061224489796
1995-05-24,"1995",5,24,10.8985714285714,28.0061224489796
1995-05-25,"1995",5,25,12.9985714285714,30.1061224489796
1995-05-26,"1995",5,26,12.0985714285714,28.2061224489796
1995-05-27,"1995",5,27,11.7985714285714,29.4061224489796
1995-05-28,"1995",5,28,10.9663265306122,28.8285714285714
1995-05-29,"1995",5,29,11.3663265306122,32.9285714285714
1995-05-30,"1995",5,30,13.8663265306122,28.5285714285714
1995-05-31,"1995",5,31,14.8663265306122,28.0285714285714
1995-06-01,"1995",6,1,11.5663265306122,28.7285714285714
1995-06-02,"1995",6,2,10.6663265306123,26.7285714285714
1995-06-03,"1995",6,3,11.7663265306123,27.3285714285714
1995-06-04,"1995",6,4,12.5204081632653,27.4634693877551
1995-06-05,"1995",6,5,11.4204081632653,28.9634693877551
1995-06-06,"1995",6,6,16.1204081632653,28.4634693877551
1995-06-07,"1995",6,7,13.8204081632653,28.8634693877551
1995-06-08,"1995",6,8,12.7204081632653,31.0634693877551
1995-06-09,"1995",6,9,14.2204081632653,26.8634693877551
1995-06-10,"1995",6,10,13.9204081632653,27.6634693877551
1995-06-11,"1995",6,11,13.1561224489796,30.4240816326531
1995-06-12,"1995",6,12,14.9561224489796,28.6240816326531
1995-06-13,"1995",6,13,14.7561224489796,30.1240816326531
1995-06-14,"1995",6,14,15.7561224489796,29.6240816326531
1995-06-15,"1995",6,15,18.3561224489796,27.5240816326531
1995-06-16,"1995",6,16,18.5561224489796,27.2240816326531
1995-06-17,"1995",6,17,17.3561224489796,28.8240816326531
1995-06-18,"1995",6,18,15.2644897959184,34.3575510204082
1995-06-19,"1995",6,19,15.0644897959184,32.3575510204082
1995-06-20,"1995",6,20,17.6644897959184,25.3575510204082
1995-06-21,"1995",6,21,15.1644897959184,31.1575510204082
1995-06-22,"1995",6,22,16.7644897959184,32.8575510204082
1995-06-23,"1995",6,23,16.0644897959184,34.6575510204082
1995-06-24,"1995",6,24,17.6644897959184,29.2575510204082
1995-06-25,"1995",6,25,17.2832653061224,24.9938775510204
1995-06-26,"1995",6,26,17.7832653061224,26.3938775510204
1995-06-27,"1995",6,27,17.4832653061225,32.0938775510204
1995-06-28,"1995",6,28,19.0832653061224,32.5938775510204
1995-06-29,"1995",6,29,17.1832653061225,31.1938775510204
1995-06-30,"1995",6,30,15.0832653061225,31.4938775510204
1995-07-01,"1995",7,1,16.6832653061225,32.3938775510204
1995-07-02,"1995",7,2,17.8516326530612,34.6783673469388
1995-07-03,"1995",7,3,20.1516326530612,30.5783673469388
1995-07-04,"1995",7,4,17.3516326530612,33.7783673469388
1995-07-05,"1995",7,5,18.4516326530612,30.2783673469388
1995-07-06,"1995",7,6,14.3516326530612,30.7783673469388
1995-07-07,"1995",7,7,13.6516326530612,29.8783673469388
1995-07-08,"1995",7,8,17.6516326530612,34.7783673469388
1995-07-09,"1995",7,9,19.6928571428571,33.4514285714286
1995-07-10,"1995",7,10,18.6928571428571,35.3514285714286
1995-07-11,"1995",7,11,17.7928571428571,36.1514285714286
1995-07-12,"1995",7,12,18.1928571428571,34.5514285714286
1995-07-13,"1995",7,13,18.3928571428571,35.5514285714286
1995-07-14,"1995",7,14,19.5928571428571,37.7514285714286
1995-07-15,"1995",7,15,17.8928571428571,38.1514285714286
1995-07-16,"1995",7,16,17.3271428571429,35.6485714285714
1995-07-17,"1995",7,17,16.9271428571429,34.7485714285714
1995-07-18,"1995",7,18,17.7271428571429,34.5485714285714
1995-07-19,"1995",7,19,17.9271428571429,35.7485714285714
1995-07-20,"1995",7,20,18.5271428571429,37.3485714285714
1995-07-21,"1995",7,21,19.2271428571429,35.3485714285714
1995-07-22,"1995",7,22,18.3271428571429,38.8485714285714
1995-07-23,"1995",7,23,19.124693877551,34.8432653061224
1995-07-24,"1995",7,24,18.424693877551,36.1432653061225
1995-07-25,"1995",7,25,19.324693877551,35.8432653061224
1995-07-26,"1995",7,26,18.524693877551,37.7432653061225
1995-07-27,"1995",7,27,18.124693877551,35.8432653061224
1995-07-28,"1995",7,28,19.824693877551,33.6432653061225
1995-07-29,"1995",7,29,19.524693877551,37.3432653061224
1995-07-30,"1995",7,30,20.7881632653061,33.7773469387755
1995-07-31,"1995",7,31,18.4881632653061,34.0773469387755
1995-08-01,"1995",8,1,19.2881632653061,33.8773469387755
1995-08-02,"1995",8,2,19.4881632653061,34.9773469387755
1995-08-03,"1995",8,3,19.9881632653061,37.6773469387755
1995-08-04,"1995",8,4,18.0881632653061,39.5773469387755
1995-08-05,"1995",8,5,19.0881632653061,39.1773469387755
1995-08-06,"1995",8,6,18.3714285714286,38.9244897959184
1995-08-07,"1995",8,7,18.6714285714286,33.8244897959184
1995-08-08,"1995",8,8,20.1714285714286,33.4244897959184
1995-08-09,"1995",8,9,21.3714285714286,32.7244897959184
1995-08-10,"1995",8,10,23.0714285714286,35.0244897959184
1995-08-11,"1995",8,11,21.2714285714286,40.2244897959184
1995-08-12,"1995",8,12,21.3714285714286,34.9244897959184
1995-08-13,"1995",8,13,19.8087755102041,36.2948979591837
1995-08-14,"1995",8,14,20.5087755102041,31.6948979591837
1995-08-15,"1995",8,15,20.4087755102041,32.0948979591837
1995-08-16,"1995",8,16,18.6087755102041,34.1948979591837
1995-08-17,"1995",8,17,18.7087755102041,40.7948979591837
1995-08-18,"1995",8,18,22.1087755102041,37.5948979591837
1995-08-19,"1995",8,19,19.9087755102041,33.6948979591837
1995-08-20,"1995",8,20,18.8502040816327,31.920612244898
1995-08-21,"1995",8,21,18.0502040816326,30.220612244898
1995-08-22,"1995",8,22,15.1502040816326,31.920612244898
1995-08-23,"1995",8,23,18.1502040816327,30.020612244898
1995-08-24,"1995",8,24,15.5502040816326,33.020612244898
1995-08-25,"1995",8,25,17.1502040816327,32.620612244898
1995-08-26,"1995",8,26,17.2502040816326,34.420612244898
1995-08-27,"1995",8,27,16.8077551020408,34.4936734693878
1995-08-28,"1995",8,28,15.7077551020408,36.2936734693878
1995-08-29,"1995",8,29,19.6077551020408,28.1936734693878
1995-08-30,"1995",8,30,17.2077551020408,31.2936734693878
1995-08-31,"1995",8,31,21.1077551020408,29.7936734693878
1995-09-01,"1995",9,1,18.5077551020408,30.3936734693878
1995-09-02,"1995",9,2,18.5077551020408,30.7936734693878
1995-09-03,"1995",9,3,18.145306122449,33.5424489795918
1995-09-04,"1995",9,4,17.345306122449,30.4424489795918
1995-09-05,"1995",9,5,16.145306122449,27.9424489795918
1995-09-06,"1995",9,6,16.045306122449,31.8424489795918
1995-09-07,"1995",9,7,16.945306122449,31.2424489795918
1995-09-08,"1995",9,8,17.745306122449,31.3424489795918
1995-09-09,"1995",9,9,13.245306122449,31.1424489795918
1995-09-10,"1995",9,10,12.7589795918367,30.8363265306122
1995-09-11,"1995",9,11,14.3589795918367,32.2363265306123
1995-09-12,"1995",9,12,13.6589795918367,31.3363265306122
1995-09-13,"1995",9,13,17.4589795918367,26.3363265306122
1995-09-14,"1995",9,14,10.6589795918367,32.4363265306122
1995-09-15,"1995",9,15,11.7589795918367,33.8363265306122
1995-09-16,"1995",9,16,12.9589795918367,31.3363265306122
1995-09-17,"1995",9,17,14.8857142857143,27.8969387755102
1995-09-18,"1995",9,18,14.2857142857143,29.8969387755102
1995-09-19,"1995",9,19,10.6857142857143,25.8969387755102
1995-09-20,"1995",9,20,11.5857142857143,25.1969387755102
1995-09-21,"1995",9,21,11.2857142857143,27.5969387755102
1995-09-22,"1995",9,22,12.8857142857143,27.8969387755102
1995-09-23,"1995",9,23,12.3857142857143,25.0969387755102
1995-09-24,"1995",9,24,9.6965306122449,25.1312244897959
1995-09-25,"1995",9,25,10.9965306122449,26.7312244897959
1995-09-26,"1995",9,26,11.5965306122449,22.5312244897959
1995-09-27,"1995",9,27,6.2965306122449,27.4312244897959
1995-09-28,"1995",9,28,8.9965306122449,32.6312244897959
1995-09-29,"1995",9,29,11.8965306122449,29.5312244897959
1995-09-30,"1995",9,30,14.7965306122449,27.3312244897959
1995-10-01,"1995",10,1,13.0326530612245,29.019387755102
1995-10-02,"1995",10,2,11.7326530612245,27.719387755102
1995-10-03,"1995",10,3,17.1326530612245,27.819387755102
1995-10-04,"1995",10,4,14.1326530612245,29.619387755102
1995-10-05,"1995",10,5,14.7326530612245,27.119387755102
1995-10-06,"1995",10,6,14.3326530612245,25.419387755102
1995-10-07,"1995",10,7,14.0326530612245,26.419387755102
1995-10-08,"1995",10,8,14.9832653061224,26.8134693877551
1995-10-09,"1995",10,9,14.9832653061224,26.5134693877551
1995-10-10,"1995",10,10,14.8832653061224,26.3134693877551
1995-10-11,"1995",10,11,14.3832653061224,23.6134693877551
1995-10-12,"1995",10,12,12.0832653061225,25.2134693877551
1995-10-13,"1995",10,13,11.3832653061224,24.9134693877551
1995-10-14,"1995",10,14,12.7832653061225,27.1134693877551
1995-10-15,"1995",10,15,12.4287755102041,28.1387755102041
1995-10-16,"1995",10,16,13.7287755102041,25.5387755102041
1995-10-17,"1995",10,17,12.8287755102041,26.1387755102041
1995-10-18,"1995",10,18,13.5287755102041,27.7387755102041
1995-10-19,"1995",10,19,11.5287755102041,25.6387755102041
1995-10-20,"1995",10,20,11.0287755102041,26.2387755102041
1995-10-21,"1995",10,21,8.82877551020408,24.1387755102041
1995-10-22,"1995",10,22,10.7989795918367,24.3526530612245
1995-10-23,"1995",10,23,10.7989795918367,22.7526530612245
1995-10-24,"1995",10,24,12.1989795918367,20.2526530612245
1995-10-25,"1995",10,25,14.7989795918367,26.7526530612245
1995-10-26,"1995",10,26,11.0989795918367,24.1526530612245
1995-10-27,"1995",10,27,12.4989795918367,29.0526530612245
1995-10-28,"1995",10,28,13.0989795918367,24.8526530612245
1995-10-29,"1995",10,29,12.8430612244898,29.1138775510204
1995-10-30,"1995",10,30,9.0430612244898,25.1138775510204
1995-10-31,"1995",10,31,10.8430612244898,23.1138775510204
1995-11-01,"1995",11,1,13.0430612244898,25.7138775510204
1995-11-02,"1995",11,2,12.7430612244898,24.7138775510204
1995-11-03,"1995",11,3,19.4430612244898,24.8138775510204
1995-11-04,"1995",11,4,14.1430612244898,24.9138775510204
1995-11-05,"1995",11,5,11.7151020408163,22.5610204081633
1995-11-06,"1995",11,6,12.1151020408163,20.9610204081633
1995-11-07,"1995",11,7,7.01510204081633,20.1610204081633
1995-11-08,"1995",11,8,6.51510204081633,22.9610204081633
1995-11-09,"1995",11,9,6.71510204081633,20.4610204081633
1995-11-10,"1995",11,10,12.0151020408163,20.0610204081633
1995-11-11,"1995",11,11,11.7151020408163,21.3610204081633
1995-11-12,"1995",11,12,10.13,19.064693877551
1995-11-13,"1995",11,13,8.93,17.864693877551
1995-11-14,"1995",11,14,6.53,18.764693877551
1995-11-15,"1995",11,15,8.13,20.264693877551
1995-11-16,"1995",11,16,11.43,23.464693877551
1995-11-17,"1995",11,17,13.23,25.764693877551
1995-11-18,"1995",11,18,13.83,25.664693877551
1995-11-19,"1995",11,19,16.0520408163265,25.2771428571429
1995-11-20,"1995",11,20,9.95204081632653,24.4771428571429
1995-11-21,"1995",11,21,13.1520408163265,24.9771428571429
1995-11-22,"1995",11,22,13.2520408163265,17.2771428571429
1995-11-23,"1995",11,23,6.95204081632653,18.1771428571429
1995-11-24,"1995",11,24,3.25204081632653,19.7771428571429
1995-11-25,"1995",11,25,4.35204081632653,15.1771428571429
1995-11-26,"1995",11,26,6.43857142857143,13.275306122449
1995-11-27,"1995",11,27,1.03857142857143,17.175306122449
1995-11-28,"1995",11,28,1.63857142857143,16.075306122449
1995-11-29,"1995",11,29,4.73857142857143,17.275306122449
1995-11-30,"1995",11,30,7.13857142857143,16.975306122449
1995-12-01,"1995",12,1,7.83857142857143,16.575306122449
1995-12-02,"1995",12,2,7.13857142857143,17.075306122449
1995-12-03,"1995",12,3,5.91591836734694,17.1428571428571
1995-12-04,"1995",12,4,8.01591836734694,18.8428571428571
1995-12-05,"1995",12,5,6.61591836734694,13.4428571428571
1995-12-06,"1995",12,6,5.21591836734694,14.3428571428571
1995-12-07,"1995",12,7,5.81591836734694,9.74285714285714
1995-12-08,"1995",12,8,5.81591836734694,14.3428571428571
1995-12-09,"1995",12,9,4.21591836734694,13.0428571428571
1995-12-10,"1995",12,10,8.16367346938775,13.9069387755102
1995-12-11,"1995",12,11,7.56367346938775,15.0069387755102
1995-12-12,"1995",12,12,5.56367346938775,16.8069387755102
1995-12-13,"1995",12,13,3.36367346938775,18.0069387755102
1995-12-14,"1995",12,14,2.46367346938775,9.3069387755102
1995-12-15,"1995",12,15,5.66367346938776,7.8069387755102
1995-12-16,"1995",12,16,7.76367346938776,16.8069387755102
1995-12-17,"1995",12,17,4.7565306122449,18.0540816326531
1995-12-31,"1995",12,31,11.4393849206349,18.1151785714286
1996-01-01,"1996",1,1,8.53238095238095,20.0240476190476
1996-01-02,"1996",1,2,7.63238095238095,18.9240476190476
1996-01-03,"1996",1,3,7.03238095238095,19.5240476190476
1996-01-04,"1996",1,4,6.93238095238095,16.6240476190476
1996-01-05,"1996",1,5,7.63238095238095,16.9240476190476
1996-01-06,"1996",1,6,8.03238095238095,21.2240476190476
1996-01-07,"1996",1,7,7.53238095238095,16.9240476190476
1996-01-08,"1996",1,8,3.30404761904762,17.0804761904762
1996-01-09,"1996",1,9,7.20404761904762,10.5804761904762
1996-01-10,"1996",1,10,6.90404761904762,13.8804761904762
1996-01-11,"1996",1,11,6.70404761904762,16.2804761904762
1996-01-12,"1996",1,12,8.10404761904762,13.0804761904762
1996-01-13,"1996",1,13,4.80404761904762,13.9804761904762
1996-01-14,"1996",1,14,1.50404761904762,13.6804761904762
1996-01-15,"1996",1,15,9.39709183673469,16.7961224489796
1996-01-16,"1996",1,16,5.79709183673469,15.0961224489796
1996-01-17,"1996",1,17,9.79709183673469,13.2961224489796
1996-01-18,"1996",1,18,9.79709183673469,12.6961224489796
1996-01-19,"1996",1,19,7.29709183673469,12.3961224489796
1996-01-20,"1996",1,20,5.89709183673469,15.5961224489796
1996-01-21,"1996",1,21,6.19709183673469,13.4961224489796
1996-01-22,"1996",1,22,9.16122448979592,14.3897959183673
1996-01-23,"1996",1,23,7.26122448979592,16.5897959183674
1996-01-24,"1996",1,24,6.86122448979592,14.8897959183673
1996-01-25,"1996",1,25,2.76122448979592,14.4897959183673
1996-01-26,"1996",1,26,0.261224489795918,13.8897959183673
1996-01-27,"1996",1,27,4.16122448979592,14.8897959183673
1996-01-28,"1996",1,28,5.46122448979592,17.7897959183673
1996-01-29,"1996",1,29,6.8130612244898,16.6518367346939
1996-01-30,"1996",1,30,3.7130612244898,15.7518367346939
1996-01-31,"1996",1,31,3.6130612244898,13.8518367346939
1996-02-01,"1996",2,1,9.1130612244898,12.8518367346939
1996-02-02,"1996",2,2,6.1130612244898,16.2518367346939
1996-02-03,"1996",2,3,1.5130612244898,16.3518367346939
1996-02-04,"1996",2,4,4.1130612244898,14.1518367346939
1996-02-05,"1996",2,5,7.0169387755102,13.5665306122449
1996-02-06,"1996",2,6,8.6169387755102,19.3665306122449
1996-02-07,"1996",2,7,11.2169387755102,17.6665306122449
1996-02-08,"1996",2,8,7.41693877551021,15.1665306122449
1996-02-09,"1996",2,9,2.4169387755102,14.4665306122449
1996-02-10,"1996",2,10,4.7169387755102,18.9665306122449
1996-02-11,"1996",2,11,8.0169387755102,14.8665306122449
1996-02-12,"1996",2,12,3.04428571428571,17.2728571428571
1996-02-13,"1996",2,13,11.0442857142857,17.5728571428571
1996-02-14,"1996",2,14,3.64428571428572,16.2728571428571
1996-02-15,"1996",2,15,3.54428571428571,8.87285714285714
1996-02-16,"1996",2,16,0.544285714285714,13.0728571428571
1996-02-17,"1996",2,17,0.944285714285714,19.7728571428571
1996-02-18,"1996",2,18,2.04428571428571,19.2728571428571
1996-02-19,"1996",2,19,7.47775510204082,14.5018367346939
1996-02-20,"1996",2,20,3.97775510204082,10.5018367346939
1996-02-21,"1996",2,21,2.67775510204082,9.50183673469388
1996-02-22,"1996",2,22,2.67775510204082,9.70183673469388
1996-02-23,"1996",2,23,0.177755102040816,15.8018367346939
1996-02-24,"1996",2,24,-2.22224489795918,16.6018367346939
1996-02-25,"1996",2,25,-1.72224489795918,15.4018367346939
1996-02-26,"1996",2,26,3.41714285714286,12.5122448979592
1996-02-27,"1996",2,27,4.11714285714286,7.01224489795918
1996-02-28,"1996",2,28,3.81714285714286,16.5122448979592
1996-02-29,"1996",2,29,1.21714285714286,16.9122448979592
1996-03-01,"1996",3,1,5.21714285714286,18.6122448979592
1996-03-02,"1996",3,2,3.31714285714286,15.0122448979592
1996-03-03,"1996",3,3,3.51714285714286,17.1122448979592
1996-03-04,"1996",3,4,5.70714285714286,14.9851020408163
1996-03-05,"1996",3,5,2.90714285714286,12.0851020408163
1996-03-06,"1996",3,6,6.60714285714286,15.6851020408163
1996-03-07,"1996",3,7,8.10714285714286,11.4851020408163
1996-03-08,"1996",3,8,7.30714285714286,10.5851020408163
1996-03-09,"1996",3,9,7.10714285714286,10.4851020408163
1996-03-10,"1996",3,10,7.70714285714286,11.1851020408163
1996-03-11,"1996",3,11,5.45612244897959,17.2379591836735
1996-03-12,"1996",3,12,3.45612244897959,16.3379591836735
1996-03-13,"1996",3,13,1.35612244897959,12.3379591836735
1996-03-14,"1996",3,14,3.15612244897959,14.5379591836735
1996-03-15,"1996",3,15,7.05612244897959,13.9379591836735
1996-03-16,"1996",3,16,6.75612244897959,13.6379591836735
1996-03-17,"1996",3,17,2.45612244897959,19.6379591836735
1996-03-18,"1996",3,18,0.323061224489796,20.3863265306123
1996-03-19,"1996",3,19,3.5230612244898,19.5863265306123
1996-03-20,"1996",3,20,6.3230612244898,23.2863265306122
1996-03-21,"1996",3,21,7.6230612244898,22.6863265306122
1996-03-22,"1996",3,22,5.6230612244898,22.1863265306122
1996-03-23,"1996",3,23,6.1230612244898,24.3863265306123
1996-03-24,"1996",3,24,8.7230612244898,22.4863265306122
1996-03-25,"1996",3,25,11.0118367346939,18.1975510204082
1996-03-26,"1996",3,26,12.1118367346939,19.8975510204082
1996-03-27,"1996",3,27,12.4118367346939,21.1975510204082
1996-03-28,"1996",3,28,13.9118367346939,24.0975510204082
1996-03-29,"1996",3,29,8.81183673469388,24.9975510204082
1996-03-30,"1996",3,30,9.61183673469388,21.0975510204082
1996-03-31,"1996",3,31,12.4118367346939,23.5975510204082
1996-04-01,"1996",4,1,11.9140816326531,21.5559183673469
1996-04-02,"1996",4,2,11.5140816326531,17.2559183673469
1996-04-03,"1996",4,3,8.61408163265306,19.2559183673469
1996-04-04,"1996",4,4,3.91408163265306,18.4559183673469
1996-04-05,"1996",4,5,6.81408163265306,14.3559183673469
1996-04-06,"1996",4,6,4.21408163265306,21.1559183673469
1996-04-07,"1996",4,7,9.71408163265306,19.9559183673469
1996-04-08,"1996",4,8,10.3142857142857,21.5202040816326
1996-04-09,"1996",4,9,6.31428571428571,25.8202040816326
